ufn,survey_date,site_id,region,species,louse_species,n_lice,year
U23462,2020-06-16,D09,DI,CU,motile_caligus,0,2020
U21791,2020-05-27,D27,DI,CU,motile_caligus,0,2020
U23313,2020-06-08,D09,DI,CU,motile_caligus,0,2020
U23311,2020-06-08,D09,DI,CU,motile_caligus,4,2020
U23312,2020-06-08,D09,DI,CU,motile_caligus,0,2020
U23292,2020-06-02,D09,DI,CU,motile_caligus,0,2020
U23293,2020-06-02,D09,DI,CU,motile_caligus,0,2020
U23291,2020-06-02,D09,DI,CU,motile_caligus,0,2020
U23041,2020-06-29,D09,DI,CU,motile_caligus,1,2020
U23043,2020-06-29,D09,DI,CU,motile_caligus,0,2020
U23042,2020-06-29,D09,DI,CU,motile_caligus,2,2020
U23152,2020-07-07,D27,DI,CU,motile_caligus,3,2020
U23151,2020-07-07,D27,DI,CU,motile_caligus,2,2020
U16703,2018-06-14,J09,JS,SO,motile_caligus,0,2018
U16893,2018-06-21,J09,JS,SO,motile_caligus,0,2018
U17231,2018-06-07,D10,DI,SO,motile_caligus,0,2018
U16513,2018-05-31,J09,JS,SO,motile_caligus,0,2018
U16514,2018-05-31,J09,JS,SO,motile_caligus,0,2018
U16515,2018-05-31,J09,JS,SO,motile_caligus,0,2018
U16519,2018-05-31,J09,JS,SO,motile_caligus,0,2018
U16520,2018-05-31,J09,JS,SO,motile_caligus,0,2018
U16804,2018-06-07,J09,JS,SO,motile_caligus,0,2018
U16802,2018-06-07,J09,JS,SO,motile_caligus,0,2018
U16751,2018-06-20,J02,JS,SO,motile_caligus,2,2018
U16752,2018-06-20,J02,JS,SO,motile_caligus,0,2018
U16756,2018-06-20,J02,JS,SO,motile_caligus,0,2018
U16754,2018-06-20,J02,JS,SO,motile_caligus,0,2018
U16755,2018-06-20,J02,JS,SO,motile_caligus,0,2018
U16757,2018-06-20,J02,JS,SO,motile_caligus,0,2018
U16758,2018-06-20,J02,JS,SO,motile_caligus,0,2018
U16702,2018-06-14,J09,JS,SO,motile_caligus,0,2018
U16705,2018-06-14,J09,JS,SO,motile_caligus,1,2018
U16704,2018-06-14,J09,JS,SO,motile_caligus,2,2018
U16706,2018-06-14,J09,JS,SO,motile_caligus,1,2018
U16897,2018-06-21,J09,JS,SO,motile_caligus,1,2018
U16891,2018-06-21,J09,JS,SO,motile_caligus,0,2018
U16892,2018-06-21,J09,JS,SO,motile_caligus,0,2018
U16899,2018-06-21,J09,JS,SO,motile_caligus,1,2018
U16900,2018-06-21,J09,JS,SO,motile_caligus,0,2018
U16896,2018-06-21,J09,JS,SO,motile_caligus,0,2018
U16894,2018-06-21,J09,JS,SO,motile_caligus,0,2018
U16895,2018-06-21,J09,JS,SO,motile_caligus,0,2018
U16898,2018-06-21,J09,JS,SO,motile_caligus,0,2018
U16707,2018-06-14,J09,JS,SO,motile_caligus,1,2018
U16708,2018-06-14,J09,JS,SO,motile_caligus,0,2018
U16709,2018-06-14,J09,JS,SO,motile_caligus,0,2018
U16710,2018-06-14,J09,JS,SO,motile_caligus,0,2018
U17351,2018-06-20,D10,DI,SO,motile_caligus,2,2018
U17352,2018-06-20,D10,DI,SO,motile_caligus,0,2018
U17353,2018-06-20,D10,DI,SO,motile_caligus,0,2018
U17354,2018-06-20,D10,DI,SO,motile_caligus,0,2018
U17355,2018-06-20,D10,DI,SO,motile_caligus,0,2018
U17356,2018-06-20,D10,DI,SO,motile_caligus,0,2018
U17357,2018-06-20,D10,DI,SO,motile_caligus,0,2018
U17358,2018-06-20,D10,DI,SO,motile_caligus,0,2018
U17359,2018-06-20,D10,DI,SO,motile_caligus,0,2018
U17360,2018-06-20,D10,DI,SO,motile_caligus,0,2018
U16954,2018-06-23,J03,JS,SO,motile_caligus,0,2018
U16953,2018-06-23,J03,JS,SO,motile_caligus,1,2018
U16952,2018-06-23,J03,JS,SO,motile_caligus,0,2018
U16951,2018-06-23,J03,JS,SO,motile_caligus,0,2018
U16955,2018-06-23,J03,JS,SO,motile_caligus,0,2018
U17429,2018-06-11,D09,DI,SO,motile_caligus,1,2018
U17425,2018-06-11,D09,DI,SO,motile_caligus,0,2018
U17422,2018-06-11,D09,DI,SO,motile_caligus,0,2018
U17423,2018-06-11,D09,DI,SO,motile_caligus,1,2018
U17426,2018-06-11,D09,DI,SO,motile_caligus,0,2018
U17421,2018-06-11,D09,DI,SO,motile_caligus,1,2018
U17430,2018-06-11,D09,DI,SO,motile_caligus,1,2018
U17424,2018-06-11,D09,DI,SO,motile_caligus,0,2018
U17427,2018-06-11,D09,DI,SO,motile_caligus,0,2018
U17428,2018-06-11,D09,DI,SO,motile_caligus,0,2018
U17233,2018-06-07,D10,DI,SO,motile_caligus,0,2018
U17941,2018-06-28,J09,JS,SO,motile_caligus,1,2018
U17942,2018-06-28,J09,JS,SO,motile_caligus,0,2018
U17943,2018-06-28,J09,JS,SO,motile_caligus,1,2018
U17944,2018-06-28,J09,JS,SO,motile_caligus,0,2018
U16881,2018-06-03,J03,JS,SO,motile_caligus,1,2018
U16882,2018-06-03,J03,JS,SO,motile_caligus,0,2018
U16883,2018-06-03,J03,JS,SO,motile_caligus,0,2018
U16884,2018-06-03,J03,JS,SO,motile_caligus,0,2018
U16885,2018-06-03,J03,JS,SO,motile_caligus,2,2018
U16889,2018-06-03,J03,JS,SO,motile_caligus,0,2018
U16886,2018-06-03,J03,JS,SO,motile_caligus,0,2018
U16887,2018-06-03,J03,JS,SO,motile_caligus,0,2018
U16888,2018-06-03,J03,JS,SO,motile_caligus,0,2018
U16890,2018-06-03,J03,JS,SO,motile_caligus,1,2018
U16512,2018-05-31,J09,JS,SO,motile_caligus,0,2018
U17235,2018-06-07,D10,DI,SO,motile_caligus,0,2018
U17237,2018-06-07,D10,DI,SO,motile_caligus,0,2018
U17238,2018-06-07,D10,DI,SO,motile_caligus,0,2018
U17234,2018-06-07,D10,DI,SO,motile_caligus,0,2018
U17232,2018-06-07,D10,DI,SO,motile_caligus,0,2018
U17240,2018-06-07,D10,DI,SO,motile_caligus,0,2018
U17239,2018-06-07,D10,DI,SO,motile_caligus,0,2018
U17236,2018-06-07,D10,DI,SO,motile_caligus,0,2018
U16516,2018-05-31,J09,JS,SO,motile_caligus,0,2018
U16517,2018-05-31,J09,JS,SO,motile_caligus,0,2018
U16518,2018-05-31,J09,JS,SO,motile_caligus,0,2018
U16806,2018-06-07,J09,JS,SO,motile_caligus,0,2018
U16810,2018-06-07,J09,JS,SO,motile_caligus,0,2018
U16808,2018-06-07,J09,JS,SO,motile_caligus,0,2018
U16809,2018-06-07,J09,JS,SO,motile_caligus,1,2018
U16803,2018-06-07,J09,JS,SO,motile_caligus,1,2018
U16805,2018-06-07,J09,JS,SO,motile_caligus,0,2018
U16801,2018-06-07,J09,JS,SO,motile_caligus,0,2018
U16807,2018-06-07,J09,JS,SO,motile_caligus,0,2018
U17891,2018-06-28,J09,JS,SO,motile_caligus,0,2018
U17291,2018-06-13,D10,DI,SO,motile_caligus,0,2018
U17072,2018-06-27,D09,DI,SO,motile_caligus,0,2018
U17071,2018-06-27,D09,DI,SO,motile_caligus,0,2018
U16581,2018-06-23,J03,JS,SO,motile_caligus,0,2018
U16585,2018-06-23,J03,JS,SO,motile_caligus,0,2018
U16584,2018-06-23,J03,JS,SO,motile_caligus,0,2018
U15645,2017-06-12,D09,DI,SO,motile_caligus,0,2017
U15646,2017-06-12,D09,DI,SO,motile_caligus,0,2017
U15647,2017-06-12,D09,DI,SO,motile_caligus,4,2017
U15648,2017-06-12,D09,DI,SO,motile_caligus,0,2017
U15649,2017-06-12,D09,DI,SO,motile_caligus,0,2017
U15650,2017-06-12,D09,DI,CU,motile_caligus,1,2017
U15651,2017-06-12,D09,DI,CU,motile_caligus,0,2017
U15652,2017-06-12,D09,DI,CU,motile_caligus,0,2017
U15653,2017-06-12,D09,DI,CU,motile_caligus,1,2017
U15654,2017-06-12,D09,DI,CU,motile_caligus,1,2017
U15655,2017-06-12,D09,DI,CU,motile_caligus,0,2017
U15656,2017-06-12,D09,DI,CU,motile_caligus,0,2017
U15657,2017-06-12,D09,DI,CU,motile_caligus,1,2017
U15658,2017-06-12,D09,DI,CU,motile_caligus,1,2017
U15659,2017-06-12,D09,DI,CU,motile_caligus,1,2017
U15660,2017-06-13,D27,DI,CU,motile_caligus,0,2017
U15661,2017-06-13,D27,DI,CU,motile_caligus,0,2017
U15662,2017-06-13,D27,DI,CU,motile_caligus,0,2017
U15663,2017-06-13,D27,DI,CU,motile_caligus,0,2017
U15664,2017-06-13,D27,DI,CU,motile_caligus,0,2017
U15665,2017-06-13,D27,DI,CU,motile_caligus,0,2017
U15666,2017-06-13,D27,DI,CU,motile_caligus,0,2017
U15667,2017-06-13,D27,DI,CU,motile_caligus,0,2017
U15668,2017-06-13,D27,DI,CU,motile_caligus,0,2017
U15669,2017-06-13,D27,DI,CU,motile_caligus,0,2017
U15670,2017-06-13,D27,DI,SO,motile_caligus,12,2017
U15671,2017-06-13,D27,DI,SO,motile_caligus,1,2017
U15672,2017-06-13,D27,DI,SO,motile_caligus,0,2017
U15673,2017-06-13,D27,DI,SO,motile_caligus,0,2017
U15674,2017-06-13,D27,DI,SO,motile_caligus,1,2017
U15675,2017-06-13,D27,DI,SO,motile_caligus,0,2017
U15676,2017-06-13,D27,DI,SO,motile_caligus,0,2017
U15677,2017-06-13,D27,DI,SO,motile_caligus,2,2017
U15678,2017-06-13,D27,DI,SO,motile_caligus,1,2017
U15679,2017-06-13,D27,DI,SO,motile_caligus,1,2017
U15700,2017-06-21,J09,JS,SO,motile_caligus,1,2017
U15701,2017-06-21,J09,JS,SO,motile_caligus,1,2017
U15702,2017-06-21,J09,JS,SO,motile_caligus,0,2017
U15703,2017-06-21,J09,JS,SO,motile_caligus,0,2017
U15704,2017-06-21,J09,JS,SO,motile_caligus,0,2017
U15705,2017-06-21,J09,JS,SO,motile_caligus,1,2017
U15706,2017-06-21,J09,JS,SO,motile_caligus,1,2017
U15707,2017-06-21,J09,JS,SO,motile_caligus,0,2017
U15708,2017-06-21,J09,JS,SO,motile_caligus,0,2017
U15709,2017-06-21,J09,JS,SO,motile_caligus,0,2017
U15710,2017-06-21,J09,JS,CU,motile_caligus,0,2017
U15711,2017-06-21,J09,JS,CU,motile_caligus,1,2017
U15712,2017-06-21,J09,JS,CU,motile_caligus,0,2017
U15713,2017-06-21,J09,JS,CU,motile_caligus,0,2017
U15714,2017-06-21,J09,JS,CU,motile_caligus,1,2017
U15715,2017-06-21,J09,JS,CU,motile_caligus,0,2017
U15716,2017-06-21,J09,JS,CU,motile_caligus,1,2017
U15717,2017-06-21,J09,JS,CU,motile_caligus,1,2017
U15718,2017-06-21,J09,JS,CU,motile_caligus,0,2017
U15719,2017-06-21,J09,JS,CU,motile_caligus,0,2017
U15720,2017-06-26,D09,DI,CU,motile_caligus,1,2017
U15721,2017-06-26,D09,DI,CU,motile_caligus,0,2017
U15722,2017-06-26,D09,DI,CU,motile_caligus,3,2017
U15723,2017-06-26,D09,DI,CU,motile_caligus,0,2017
U15724,2017-06-26,D09,DI,CU,motile_caligus,1,2017
U15725,2017-06-26,D09,DI,CU,motile_caligus,0,2017
U15726,2017-06-26,D09,DI,CU,motile_caligus,0,2017
U15727,2017-06-26,D09,DI,CU,motile_caligus,0,2017
U15728,2017-06-26,D09,DI,CU,motile_caligus,0,2017
U15729,2017-06-26,D09,DI,CU,motile_caligus,0,2017
U15730,2017-06-26,D09,DI,SO,motile_caligus,1,2017
U15731,2017-06-26,D09,DI,SO,motile_caligus,0,2017
U15732,2017-06-27,J09,JS,SO,motile_caligus,0,2017
U15733,2017-06-27,J09,JS,SO,motile_caligus,1,2017
U15734,2017-06-27,J09,JS,SO,motile_caligus,0,2017
U15735,2017-06-27,J09,JS,SO,motile_caligus,2,2017
U15736,2017-06-27,J09,JS,SO,motile_caligus,0,2017
U15737,2017-06-27,J09,JS,SO,motile_caligus,2,2017
U15738,2017-06-27,J09,JS,SO,motile_caligus,0,2017
U15739,2017-06-27,J09,JS,SO,motile_caligus,2,2017
U15740,2017-06-27,J09,JS,SO,motile_caligus,0,2017
U15741,2017-06-27,J09,JS,CU,motile_caligus,1,2017
U15742,2017-06-27,J09,JS,SO,motile_caligus,0,2017
U15743,2017-06-27,J09,JS,CU,motile_caligus,2,2017
U15744,2017-06-27,J09,JS,CU,motile_caligus,0,2017
U15745,2017-06-27,J09,JS,CU,motile_caligus,0,2017
U15746,2017-06-27,J09,JS,CU,motile_caligus,0,2017
U15747,2017-06-27,J09,JS,CU,motile_caligus,2,2017
U15748,2017-06-27,J09,JS,CU,motile_caligus,0,2017
U15749,2017-06-27,J09,JS,CU,motile_caligus,2,2017
U15750,2017-06-27,J09,JS,CU,motile_caligus,0,2017
U15751,2017-06-27,J09,JS,CU,motile_caligus,0,2017
U15752,2017-06-27,J09,JS,PI,motile_caligus,0,2017
U15753,2017-06-27,J09,JS,PI,motile_caligus,0,2017
U15754,2017-06-27,J09,JS,PI,motile_caligus,0,2017
U15755,2017-06-27,J09,JS,PI,motile_caligus,1,2017
U15756,2017-06-27,J09,JS,PI,motile_caligus,0,2017
U15757,2017-06-27,J09,JS,PI,motile_caligus,1,2017
U15758,2017-06-27,J09,JS,PI,motile_caligus,2,2017
U15759,2017-06-27,J09,JS,PI,motile_caligus,1,2017
U15760,2017-06-27,J09,JS,PI,motile_caligus,0,2017
U15761,2017-06-27,J09,JS,PI,motile_caligus,2,2017
U15762,2017-06-28,J02,JS,CU,motile_caligus,0,2017
U15763,2017-06-28,J02,JS,CU,motile_caligus,0,2017
U15764,2017-06-28,J02,JS,CU,motile_caligus,0,2017
U15765,2017-06-28,J02,JS,CU,motile_caligus,1,2017
U15766,2017-06-28,J02,JS,CU,motile_caligus,0,2017
U15767,2017-06-28,J02,JS,CU,motile_caligus,0,2017
U15768,2017-06-28,J02,JS,CU,motile_caligus,0,2017
U15769,2017-06-28,J02,JS,CU,motile_caligus,1,2017
U15770,2017-06-28,J02,JS,CU,motile_caligus,0,2017
U15771,2017-06-28,J02,JS,CU,motile_caligus,0,2017
U15772,2017-06-28,J02,JS,PI,motile_caligus,0,2017
U15773,2017-06-28,J02,JS,PI,motile_caligus,0,2017
U15774,2017-06-28,J02,JS,PI,motile_caligus,1,2017
U15775,2017-06-28,J02,JS,PI,motile_caligus,1,2017
U15776,2017-07-06,J09,JS,CU,motile_caligus,1,2017
U15777,2017-07-06,J09,JS,CU,motile_caligus,0,2017
U15778,2017-07-06,J09,JS,CU,motile_caligus,1,2017
U15779,2017-07-06,J09,JS,CU,motile_caligus,1,2017
U15780,2017-07-06,J09,JS,CU,motile_caligus,1,2017
U15781,2017-07-06,J09,JS,CU,motile_caligus,1,2017
U15782,2017-07-06,J09,JS,CU,motile_caligus,0,2017
U15783,2017-07-06,J09,JS,CU,motile_caligus,0,2017
U15784,2017-07-06,J09,JS,CU,motile_caligus,1,2017
U15785,2017-07-06,J09,JS,CU,motile_caligus,2,2017
U15786,2017-07-06,J09,JS,PI,motile_caligus,1,2017
U15787,2017-07-06,J09,JS,PI,motile_caligus,0,2017
U15788,2017-07-06,J09,JS,PI,motile_caligus,0,2017
U15789,2017-07-06,J09,JS,PI,motile_caligus,0,2017
U15790,2017-07-06,J09,JS,PI,motile_caligus,1,2017
U15791,2017-07-06,J09,JS,PI,motile_caligus,0,2017
U15792,2017-07-06,J09,JS,PI,motile_caligus,2,2017
U15793,2017-07-06,J09,JS,PI,motile_caligus,5,2017
U15794,2017-07-06,J09,JS,PI,motile_caligus,2,2017
U15795,2017-07-06,J09,JS,PI,motile_caligus,0,2017
U15796,2017-07-07,J02,JS,PI,motile_caligus,1,2017
U15797,2017-07-07,J02,JS,CU,motile_caligus,0,2017
U15798,2017-07-07,J02,JS,CU,motile_caligus,2,2017
U15799,2017-07-07,J02,JS,CU,motile_caligus,1,2017
U15800,2017-07-07,J02,JS,CU,motile_caligus,1,2017
U15801,2017-07-07,J02,JS,CU,motile_caligus,1,2017
U15802,2017-07-07,J02,JS,CU,motile_caligus,1,2017
U15803,2017-07-07,J02,JS,CU,motile_caligus,0,2017
U15804,2017-07-07,J02,JS,CU,motile_caligus,0,2017
U15805,2017-07-07,J02,JS,CU,motile_caligus,1,2017
U15806,2017-07-07,J02,JS,CU,motile_caligus,0,2017
U11281,2017-07-05,D09,DI,SO,motile_caligus,0,2017
U11282,2017-07-05,D09,DI,SO,motile_caligus,1,2017
U16781,2018-05-21,J11,JS,SO,motile_caligus,0,2018
U16782,2018-05-21,J11,JS,SO,motile_caligus,0,2018
U16783,2018-05-21,J11,JS,SO,motile_caligus,0,2018
U16061,2018-05-22,D09,DI,SO,motile_caligus,0,2018
U16062,2018-05-22,D09,DI,SO,motile_caligus,0,2018
U16063,2018-05-22,D09,DI,SO,motile_caligus,0,2018
U16064,2018-05-22,D09,DI,SO,motile_caligus,0,2018
U16065,2018-05-22,D09,DI,SO,motile_caligus,0,2018
U16066,2018-05-22,D09,DI,SO,motile_caligus,2,2018
U16067,2018-05-22,D09,DI,SO,motile_caligus,1,2018
U16068,2018-05-22,D09,DI,SO,motile_caligus,0,2018
U16069,2018-05-22,D09,DI,SO,motile_caligus,0,2018
U16070,2018-05-22,D09,DI,SO,motile_caligus,1,2018
U16181,2018-05-23,D27,DI,SO,motile_caligus,0,2018
U16182,2018-05-23,D27,DI,SO,motile_caligus,0,2018
U16183,2018-05-23,D27,DI,SO,motile_caligus,0,2018
U16184,2018-05-23,D27,DI,SO,motile_caligus,0,2018
U16185,2018-05-23,D27,DI,SO,motile_caligus,0,2018
U16186,2018-05-23,D27,DI,SO,motile_caligus,0,2018
U16187,2018-05-23,D27,DI,SO,motile_caligus,0,2018
U16188,2018-05-23,D27,DI,SO,motile_caligus,0,2018
U16189,2018-05-23,D27,DI,SO,motile_caligus,0,2018
U16190,2018-05-23,D27,DI,SO,motile_caligus,0,2018
U16161,2018-05-28,D09,DI,SO,motile_caligus,0,2018
U16162,2018-05-28,D09,DI,SO,motile_caligus,0,2018
U16163,2018-05-28,D09,DI,SO,motile_caligus,0,2018
U16164,2018-05-28,D09,DI,SO,motile_caligus,1,2018
U16165,2018-05-28,D09,DI,SO,motile_caligus,0,2018
U16166,2018-05-28,D09,DI,SO,motile_caligus,0,2018
U16167,2018-05-28,D09,DI,SO,motile_caligus,0,2018
U16168,2018-05-28,D09,DI,SO,motile_caligus,0,2018
U16169,2018-05-28,D09,DI,SO,motile_caligus,0,2018
U16170,2018-05-28,D09,DI,SO,motile_caligus,0,2018
U16451,2018-05-30,D10,DI,SO,motile_caligus,0,2018
U16452,2018-05-30,D10,DI,SO,motile_caligus,0,2018
U16453,2018-05-30,D10,DI,SO,motile_caligus,0,2018
U16454,2018-05-30,D10,DI,SO,motile_caligus,0,2018
U16511,2018-05-31,J09,JS,SO,motile_caligus,0,2018
U16291,2018-06-04,D09,DI,SO,motile_caligus,0,2018
U16292,2018-06-04,D09,DI,SO,motile_caligus,0,2018
U16293,2018-06-04,D09,DI,SO,motile_caligus,0,2018
U16294,2018-06-04,D09,DI,SO,motile_caligus,0,2018
U16295,2018-06-04,D09,DI,SO,motile_caligus,0,2018
U16296,2018-06-04,D09,DI,SO,motile_caligus,0,2018
U16297,2018-06-04,D09,DI,SO,motile_caligus,0,2018
U16298,2018-06-04,D09,DI,SO,motile_caligus,1,2018
U17091,2018-06-05,D27,DI,SO,motile_caligus,0,2018
U17092,2018-06-05,D27,DI,SO,motile_caligus,1,2018
U17093,2018-06-05,D27,DI,SO,motile_caligus,0,2018
U17094,2018-06-05,D27,DI,SO,motile_caligus,1,2018
U17095,2018-06-05,D27,DI,SO,motile_caligus,0,2018
U17096,2018-06-05,D27,DI,SO,motile_caligus,1,2018
U17097,2018-06-05,D27,DI,SO,motile_caligus,0,2018
U17098,2018-06-05,D27,DI,SO,motile_caligus,0,2018
U17099,2018-06-05,D27,DI,SO,motile_caligus,0,2018
U17100,2018-06-05,D27,DI,SO,motile_caligus,0,2018
U16701,2018-06-14,J09,JS,SO,motile_caligus,1,2018
U16753,2018-06-20,J02,JS,SO,motile_caligus,1,2018
U15573,2017-06-06,J02,JS,SO,motile_caligus,0,2017
U15574,2017-06-06,J02,JS,SO,motile_caligus,1,2017
U15575,2017-06-06,J02,JS,SO,motile_caligus,0,2017
U15576,2017-06-06,J02,JS,SO,motile_caligus,0,2017
U15577,2017-06-06,J02,JS,SO,motile_caligus,0,2017
U15578,2017-06-06,J02,JS,SO,motile_caligus,0,2017
U15579,2017-06-06,J02,JS,SO,motile_caligus,0,2017
U15580,2017-06-06,J02,JS,SO,motile_caligus,3,2017
U15581,2017-06-06,J02,JS,SO,motile_caligus,1,2017
U15582,2017-06-06,J02,JS,SO,motile_caligus,0,2017
U15583,2017-06-06,J02,JS,CU,motile_caligus,1,2017
U15584,2017-06-06,J02,JS,CU,motile_caligus,0,2017
U15585,2017-06-06,J02,JS,CU,motile_caligus,0,2017
U15586,2017-06-06,J02,JS,CU,motile_caligus,0,2017
U15587,2017-06-06,J02,JS,CU,motile_caligus,1,2017
U15588,2017-06-06,J02,JS,CU,motile_caligus,1,2017
U15589,2017-06-07,D09,DI,SO,motile_caligus,1,2017
U15590,2017-06-07,D09,DI,SO,motile_caligus,0,2017
U15591,2017-06-07,D09,DI,SO,motile_caligus,0,2017
U15592,2017-06-07,D09,DI,SO,motile_caligus,0,2017
U15593,2017-06-07,D09,DI,SO,motile_caligus,0,2017
U15594,2017-06-07,D09,DI,SO,motile_caligus,0,2017
U15595,2017-06-07,D09,DI,SO,motile_caligus,0,2017
U15596,2017-06-07,D09,DI,SO,motile_caligus,0,2017
U15597,2017-06-07,D09,DI,SO,motile_caligus,0,2017
U15598,2017-06-07,D09,DI,SO,motile_caligus,0,2017
U15599,2017-06-07,D09,DI,CU,motile_caligus,2,2017
U15600,2017-06-07,D09,DI,CU,motile_caligus,0,2017
U15601,2017-06-07,D09,DI,CU,motile_caligus,1,2017
U15602,2017-06-07,D09,DI,CU,motile_caligus,0,2017
U15603,2017-06-07,D09,DI,CU,motile_caligus,0,2017
U15604,2017-06-07,D09,DI,CU,motile_caligus,0,2017
U15605,2017-06-07,D09,DI,CU,motile_caligus,0,2017
U15606,2017-06-07,D09,DI,CU,motile_caligus,0,2017
U15607,2017-06-07,D09,DI,CU,motile_caligus,0,2017
U15608,2017-06-07,D09,DI,CU,motile_caligus,0,2017
U15609,2017-06-13,J09,JS,CU,motile_caligus,0,2017
U15610,2017-06-13,J09,JS,CU,motile_caligus,1,2017
U15611,2017-06-13,J09,JS,CU,motile_caligus,2,2017
U15612,2017-06-13,J09,JS,CU,motile_caligus,0,2017
U15613,2017-06-13,J09,JS,CU,motile_caligus,0,2017
U15614,2017-06-13,J09,JS,CU,motile_caligus,0,2017
U15615,2017-06-13,J09,JS,CU,motile_caligus,1,2017
U15616,2017-06-13,J09,JS,CU,motile_caligus,0,2017
U15617,2017-06-13,J09,JS,CU,motile_caligus,0,2017
U15618,2017-06-13,J09,JS,PI,motile_caligus,0,2017
U15619,2017-06-13,J09,JS,PI,motile_caligus,0,2017
U15620,2017-06-13,J09,JS,SO,motile_caligus,1,2017
U15621,2017-06-13,J09,JS,SO,motile_caligus,0,2017
U15622,2017-06-13,J09,JS,SO,motile_caligus,1,2017
U15623,2017-06-13,J09,JS,SO,motile_caligus,0,2017
U15624,2017-06-13,J09,JS,SO,motile_caligus,0,2017
U15625,2017-06-13,J09,JS,SO,motile_caligus,0,2017
U15626,2017-06-13,J09,JS,SO,motile_caligus,1,2017
U15627,2017-06-13,J09,JS,SO,motile_caligus,1,2017
U15628,2017-06-13,J09,JS,SO,motile_caligus,1,2017
U15629,2017-06-13,J09,JS,SO,motile_caligus,0,2017
U15630,2017-06-14,J03,JS,CU,motile_caligus,0,2017
U15631,2017-06-14,J03,JS,CU,motile_caligus,0,2017
U15632,2017-06-14,J03,JS,CU,motile_caligus,1,2017
U15633,2017-06-14,J03,JS,CU,motile_caligus,0,2017
U15634,2017-06-14,J03,JS,CU,motile_caligus,0,2017
U15635,2017-06-14,J03,JS,CU,motile_caligus,0,2017
U15636,2017-06-14,J03,JS,CU,motile_caligus,0,2017
U15637,2017-06-14,J03,JS,CU,motile_caligus,0,2017
U15638,2017-06-14,J03,JS,CU,motile_caligus,1,2017
U15639,2017-06-14,J03,JS,CU,motile_caligus,0,2017
U15640,2017-06-12,D09,DI,SO,motile_caligus,0,2017
U15641,2017-06-12,D09,DI,SO,motile_caligus,0,2017
U15642,2017-06-12,D09,DI,SO,motile_caligus,0,2017
U15643,2017-06-12,D09,DI,SO,motile_caligus,0,2017
U15644,2017-06-12,D09,DI,SO,motile_caligus,0,2017
U12881,2017-06-27,J09,JS,SO,motile_caligus,1,2017
U12882,2017-06-27,J09,JS,SO,motile_caligus,3,2017
U12883,2017-06-27,J09,JS,SO,motile_caligus,0,2017
U12884,2017-06-27,J09,JS,SO,motile_caligus,0,2017
U12885,2017-06-27,J09,JS,SO,motile_caligus,0,2017
U12886,2017-06-27,J09,JS,SO,motile_caligus,0,2017
U12887,2017-06-27,J09,JS,SO,motile_caligus,0,2017
U12888,2017-06-27,J09,JS,SO,motile_caligus,0,2017
U12889,2017-06-27,J09,JS,SO,motile_caligus,0,2017
U12890,2017-06-27,J09,JS,SO,motile_caligus,0,2017
U20201,2019-05-21,D09,DI,SO,motile_caligus,0,2019
U20202,2019-05-21,D09,DI,SO,motile_caligus,0,2019
U20203,2019-05-21,D09,DI,SO,motile_caligus,0,2019
U20204,2019-05-21,D09,DI,SO,motile_caligus,0,2019
U20205,2019-05-21,D09,DI,SO,motile_caligus,0,2019
U20206,2019-05-21,D09,DI,SO,motile_caligus,0,2019
U20207,2019-05-21,D09,DI,SO,motile_caligus,2,2019
U20208,2019-05-21,D09,DI,SO,motile_caligus,0,2019
U20209,2019-05-21,D09,DI,SO,motile_caligus,0,2019
U20210,2019-05-21,D09,DI,SO,motile_caligus,0,2019
U20211,2019-05-21,D09,DI,CU,motile_caligus,0,2019
U20212,2019-05-21,D09,DI,CU,motile_caligus,0,2019
U20213,2019-05-21,D09,DI,CU,motile_caligus,0,2019
U20261,2019-05-22,D27,DI,PI,motile_caligus,0,2019
U20262,2019-05-22,D27,DI,PI,motile_caligus,0,2019
U20263,2019-05-22,D27,DI,PI,motile_caligus,0,2019
U20264,2019-05-22,D27,DI,PI,motile_caligus,0,2019
U20265,2019-05-22,D27,DI,PI,motile_caligus,0,2019
U20266,2019-05-22,D27,DI,PI,motile_caligus,0,2019
U20267,2019-05-22,D27,DI,PI,motile_caligus,0,2019
U20268,2019-05-22,D27,DI,PI,motile_caligus,0,2019
U20269,2019-05-22,D27,DI,PI,motile_caligus,0,2019
U20270,2019-05-22,D27,DI,PI,motile_caligus,0,2019
U20271,2019-05-22,D27,DI,CU,motile_caligus,0,2019
U20272,2019-05-22,D27,DI,CU,motile_caligus,0,2019
U20273,2019-05-22,D27,DI,CU,motile_caligus,0,2019
U21801,2019-05-26,J11,JS,SO,motile_caligus,0,2019
U21802,2019-05-26,J11,JS,SO,motile_caligus,0,2019
U21803,2019-05-26,J11,JS,SO,motile_caligus,0,2019
U21804,2019-05-26,J11,JS,SO,motile_caligus,0,2019
U21805,2019-05-26,J11,JS,SO,motile_caligus,0,2019
U21806,2019-05-26,J11,JS,SO,motile_caligus,0,2019
U21807,2019-05-26,J11,JS,SO,motile_caligus,0,2019
U21808,2019-05-26,J11,JS,SO,motile_caligus,1,2019
U21809,2019-05-26,J11,JS,SO,motile_caligus,1,2019
U21810,2019-05-26,J11,JS,SO,motile_caligus,0,2019
U21811,2019-05-26,J11,JS,CU,motile_caligus,0,2019
U21812,2019-05-26,J11,JS,CU,motile_caligus,1,2019
