sampleID,site,location,region,date,depth,mesh,flowin,flowout,distance,duration,volume,vol.cor,sieve,fraction.proc,sizeclass,phylum,class,order,family,genus,species,plot.taxon.g,plot.taxon.d,plot.taxon,labID,stage,sex,length,count,totcount,abundance,lab.processor,processor.notes
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,<1,Mollusca,Bivalvia,NA,NA,NA,NA,Other,Bivalvia,Bivalvia,Bivalve veliger,veliger,NA,<2,6,300,11.94,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,<1,Bryozoa,NA,NA,NA,NA,NA,Other,Bryozoa,Bryozoa,Bryozoa,NA,NA,<2,6,300,11.94,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,1000,1,2-5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,NA,Calanoid copepod,Calanus,Calanus,Calanus,C5,NA,2.3,1,1,0.04,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,2000,1,2-5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,Calanus,Calanus marshallae,NA,NA,4.1,1,1,0.04,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,1000,1,2-5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,Calanus,Calanus marshallae,NA,NA,3.3,49,49,1.95,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,1000,1,2-5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,pacificus,Calanoid copepod,Calanus,Calanus,Calanus pacificus,NA,NA,2.8,7,7,0.28,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,NA,<2,2,100,3.98,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,M,<2,1,50,1.99,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,2000,1,>10,Chaetognatha,NA,NA,NA,NA,NA,Other,Chaetognatha,Chaetognatha,Chaetognath,NA,NA,12,1,1,0.04,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,1000,1,>10,Chaetognatha,NA,NA,NA,NA,NA,Other,Chaetognatha,Chaetognatha,Chaetognath,NA,NA,10,2,2,0.08,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,1000,1,5-10,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,NA,Other,Clytia,Clytia,Clytia,NA,NA,6.4,8,8,0.32,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Other,Copepod (<CV),Copepod nauplius,Copepod nauplius,nauplius,NA,<2,4,200,7.96,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,1-2,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,C1,NA,<2,6,300,11.94,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,1-2,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,C2,NA,<2,2,100,3.98,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,1-2,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,C3,NA,<2,1,50,1.99,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Cyprid,NA,NA,<2,1,50,1.99,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,1000,1,1-2,Echinodermata,NA,NA,NA,NA,NA,Other,Echinodermata,Echinodermata,Echinodermata,NA,NA,<2,1,1,0.04,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,<1,Echinodermata,NA,NA,NA,NA,NA,Other,Echinodermata,Echinodermata,Echinodermata,NA,NA,<2,1,50,1.99,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,1000,1,1-2,Chordata,Actinopterygii,NA,NA,NA,NA,Other,Actinopterygii,Actinopterygii,Egg (fish),NA,NA,<2,5,5,0.20,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,<1,NA,NA,NA,NA,NA,NA,Other,Other,Other,Egg (oily),NA,NA,<2,54,2700,107.46,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,1000,1,2-5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,Epilabidocera longipedata,NA,NA,2.9,4,4,0.16,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,1-2,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,Epilabidocera longipedata,NA,NA,<2,4,200,7.96,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,1-2,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,Euphausiidae,Euphausiid calytopsis,NA,NA,<2,5,250,9.95,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,<2,74,3700,147.26,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,1000,1,2-5,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,NA,Amphipod ,Themisto,Themisto,Hyperiid (themisto),NA,NA,3.15,5,5,0.20,Andrea Le,Themisto
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,2000,1,5-10,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Leukartiara,NA,Other,Leukartiara,Leukartiara,Leukartiara ,NA,NA,7.5,13,13,0.52,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,1000,1,5-10,Arthropoda,Malacostraca,Decapoda,Majidae,NA,NA,Decapod ,Majidae,Majidae,Majidae,NA,NA,6.4,4,4,0.16,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,1000,1,2-5,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,Metridia,Metridia,NA,NA,3.15,3,3,0.12,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,1-2,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,NA,Calanoid copepod,Metridia,Metridia,Metridia,NA,NA,<2,1,50,1.99,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,2-5,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,Larvacean,Larvacean,Larvacean,Oikopleura,NA,NA,<2,5,250,9.95,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,1000,1,2-5,Arthropoda,Malacostraca,Decapoda,Pandalidae,NA,NA,Decapod ,Pandalidae,Pandalidae,Pandalidae,NA,NA,4.5,2,2,0.08,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,<1,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,NA,Calanoid copepod,Paracalanus,Paracalanus,Paracalanus,NA,NA,<2,19,950,37.81,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,<1,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,NA,Calanoid copepod,Paracalanus,Paracalanus,Paracalanus,<C5,NA,<2,4,200,7.96,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,1000,1,2-5,NA,NA,NA,NA,NA,NA,Other,Other,Other,Pneumatophore,NA,NA,2.6,1,1,0.04,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,Cladoceran,Podon,Podon,Podon,NA,NA,<2,48,2400,95.52,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,1-2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,Calanoid copepod,Pseudocalanus,Pseudocalanus,Pseudocalanus,NA,NA,<2,28,1400,55.72,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,2000,1,5-10,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Sarsia,NA,Other,Sarsia,Sarsia,Sarsia,NA,NA,6.5,1,1,0.04,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,1000,1,5-10,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Sarsia,NA,Other,Sarsia,Sarsia,Sarsia,NA,NA,3.8,2,2,0.08,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,1-2,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Sarsia,NA,Other,Sarsia,Sarsia,Sarsia,NA,NA,<2,1,50,1.99,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,1-2,Annelida,Polychaeta,Spionida,Spionidae,NA,NA,Other,Spionidae,Spionidae,Spionidae,NA,NA,<2,1,50,1.99,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,1000,1,1-2,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,Calanoid copepod,Tortanus,Tortanus,Tortanus,NA,NA,<2,5,5,0.20,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,1-2,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,Calanoid copepod,Tortanus,Tortanus,Tortanus,NA,F,<2,2,100,3.98,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,1-2,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,Calanoid copepod,Tortanus,Tortanus,Tortanus,C5,F,<2,1,50,1.99,Andrea Le,
JSPK1040,J07,JS,South,2015-06-06,0,250,169602,174228,124.3146223,NA,24.39674463,25.12603073,250,0.02,1-2,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,Calanoid copepod,Tortanus,Tortanus,Tortanus,NA,M,<2,1,50,1.99,Andrea Le,
JSPK1054,J07,JS,South,2015-06-14,0,250,230011,234844,129.8773389,NA,25.48842775,26.52385685,1000,1,1-2,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,Calanoid copepod,Acartia,Acartia,Acartia,NA,NA,<2,1,1,0.04,Andrea Le,
JSPK1054,J07,JS,South,2015-06-14,0,250,230011,234844,129.8773389,NA,25.48842775,26.52385685,250,0.01,1-2,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,NA,Calanoid copepod,Acartia,Acartia,Acartia,NA,NA,<2,246,24600,927.47,Andrea Le,
JSPK1054,J07,JS,South,2015-06-14,0,250,230011,234844,129.8773389,NA,25.48842775,26.52385685,250,0.01,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Barnacle Nauplius,nauplius,NA,<2,43,4300,162.12,Andrea Le,
JSPK1054,J07,JS,South,2015-06-14,0,250,230011,234844,129.8773389,NA,25.48842775,26.52385685,250,0.01,<1,Mollusca,Bivalvia,NA,NA,NA,NA,Other,Bivalvia,Bivalvia,Bivalve veliger,veliger,NA,<2,1,100,3.77,Andrea Le,
JSPK1054,J07,JS,South,2015-06-14,0,250,230011,234844,129.8773389,NA,25.48842775,26.52385685,1000,1,2-5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,marshallae,Calanoid copepod,Calanus,Calanus,Calanus marshallae,NA,NA,3.6,101,101,3.81,Andrea Le,
JSPK1054,J07,JS,South,2015-06-14,0,250,230011,234844,129.8773389,NA,25.48842775,26.52385685,1000,1,2-5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,pacificus,Calanoid copepod,Calanus,Calanus,Calanus pacificus,NA,NA,2.8,12,12,0.45,Andrea Le,
JSPK1054,J07,JS,South,2015-06-14,0,250,230011,234844,129.8773389,NA,25.48842775,26.52385685,250,0.01,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,F,<2,2,200,7.54,Andrea Le,
JSPK1054,J07,JS,South,2015-06-14,0,250,230011,234844,129.8773389,NA,25.48842775,26.52385685,250,0.01,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,M,<2,2,200,7.54,Andrea Le,
JSPK1054,J07,JS,South,2015-06-14,0,250,230011,234844,129.8773389,NA,25.48842775,26.52385685,250,0.01,1-2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,Calanoid copepod,Centropages,Centropages,Centropages abdominalis,NA,NA,<2,2,200,7.54,Andrea Le,
JSPK1054,J07,JS,South,2015-06-14,0,250,230011,234844,129.8773389,NA,25.48842775,26.52385685,250,0.01,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Other,Copepod (<CV),Copepod nauplius,Copepod nauplius,nauplius,NA,<2,13,1300,49.01,Andrea Le,
JSPK1054,J07,JS,South,2015-06-14,0,250,230011,234844,129.8773389,NA,25.48842775,26.52385685,250,0.01,<1,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,Calanoid copepod,Copepod (<CV),Copepodite,Copepodite,C1,NA,<2,6,600,22.62,Andrea Le,
JSPK1054,J07,JS,South,2015-06-14,0,250,230011,234844,129.8773389,NA,25.48842775,26.52385685,250,0.01,<1,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Corycaeus,NA,Other,Corycaeus,Corycaeus,Corycaeus,NA,NA,<2,24,2400,90.48,Andrea Le,
JSPK1054,J07,JS,South,2015-06-14,0,250,230011,234844,129.8773389,NA,25.48842775,26.52385685,250,0.01,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,Barnacle,Barnacle,Barnacle,Cyprid,NA,NA,<2,3,300,11.31,Andrea Le,
JSPK1054,J07,JS,South,2015-06-14,0,250,230011,234844,129.8773389,NA,25.48842775,26.52385685,1000,1,1-2,Chordata,Actinopterygii,NA,NA,NA,NA,Other,Actinopterygii,Actinopterygii,Egg (fish),NA,NA,<2,2,2,0.08,Andrea Le,
JSPK1054,J07,JS,South,2015-06-14,0,250,230011,234844,129.8773389,NA,25.48842775,26.52385685,250,0.01,<1,NA,NA,NA,NA,NA,NA,Other,Other,Other,Egg (oily),NA,NA,<2,165,16500,622.08,Andrea Le,
JSPK1054,J07,JS,South,2015-06-14,0,250,230011,234844,129.8773389,NA,25.48842775,26.52385685,1000,1,2-5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,Epilabidocera longipedata,NA,M,3.5,2,2,0.08,Andrea Le,
JSPK1054,J07,JS,South,2015-06-14,0,250,230011,234844,129.8773389,NA,25.48842775,26.52385685,1000,1,2-5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,Epilabidocera longipedata,NA,F,4.1,4,4,0.15,Andrea Le,
JSPK1054,J07,JS,South,2015-06-14,0,250,230011,234844,129.8773389,NA,25.48842775,26.52385685,1000,1,2-5,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,Epilabidocera longipedata,C5,NA,3.2,1,1,0.04,Andrea Le,
JSPK1054,J07,JS,South,2015-06-14,0,250,230011,234844,129.8773389,NA,25.48842775,26.52385685,250,0.01,1-2,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Epilabidocera,longipedata,Calanoid copepod,Epilabidocera,Epilabidocera,Epilabidocera longipedata,NA,NA,<2,1,100,3.77,Andrea Le,
JSPK1054,J07,JS,South,2015-06-14,0,250,230011,234844,129.8773389,NA,25.48842775,26.52385685,250,0.01,1-2,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,Euphausiid,Euphausiidae,Euphausiidae,Euphausiid calytopsis,NA,NA,<2,5,500,18.85,Andrea Le,
JSPK1054,J07,JS,South,2015-06-14,0,250,230011,234844,129.8773389,NA,25.48842775,26.52385685,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,Cladoceran,Evadne,Evadne,Evadne,NA,NA,<2,21,2100,79.17,Andrea Le,
JSPK1054,J07,JS,South,2015-06-14,0,250,230011,234844,129.8773389,NA,25.48842775,26.52385685,2000,1,>10,Arthropoda,Malacostraca,Amphipoda,Gammaridae,NA,NA,Amphipod ,Gammaridae,Amphipoda,Gammarid,NA,NA,18,1,1,0.04,Andrea Le,
