survey_date,region,species,fork_length,year
2020-05-22T00:00:00Z,DI,SO,107,2020
2020-05-22T00:00:00Z,DI,SO,118,2020
2020-05-22T00:00:00Z,DI,SO,128,2020
2020-05-22T00:00:00Z,DI,SO,112,2020
2020-05-22T00:00:00Z,DI,SO,115,2020
2020-05-22T00:00:00Z,DI,SO,115,2020
2020-05-22T00:00:00Z,DI,SO,117,2020
2020-05-22T00:00:00Z,DI,SO,117,2020
2020-05-22T00:00:00Z,DI,SO,119,2020
2020-05-22T00:00:00Z,DI,SO,113,2020
2020-05-22T00:00:00Z,DI,SO,114,2020
2020-05-22T00:00:00Z,DI,SO,114,2020
2020-05-22T00:00:00Z,DI,SO,112,2020
2020-05-26T00:00:00Z,DI,SO,95,2020
2020-05-26T00:00:00Z,DI,SO,120,2020
2020-05-26T00:00:00Z,DI,SO,121,2020
2020-05-26T00:00:00Z,DI,SO,113,2020
2020-05-26T00:00:00Z,DI,SO,118,2020
2020-05-26T00:00:00Z,DI,SO,131,2020
2020-05-26T00:00:00Z,DI,SO,114,2020
2020-05-26T00:00:00Z,DI,SO,116,2020
2020-05-26T00:00:00Z,DI,SO,110,2020
2020-05-26T00:00:00Z,DI,SO,113,2020
2020-05-26T00:00:00Z,DI,SO,110,2020
2020-05-26T00:00:00Z,DI,SO,103,2020
2020-05-26T00:00:00Z,DI,SO,111,2020
2020-05-26T00:00:00Z,DI,SO,103,2020
2020-05-26T00:00:00Z,DI,SO,103,2020
2020-05-26T00:00:00Z,DI,SO,118,2020
2020-05-26T00:00:00Z,DI,SO,106,2020
2020-05-26T00:00:00Z,DI,SO,101,2020
2020-05-26T00:00:00Z,DI,SO,91,2020
2020-05-26T00:00:00Z,DI,SO,114,2020
2020-05-26T00:00:00Z,DI,SO,116,2020
2020-05-26T00:00:00Z,DI,SO,119,2020
2020-05-26T00:00:00Z,DI,SO,108,2020
2020-05-26T00:00:00Z,DI,SO,109,2020
2020-05-26T00:00:00Z,DI,SO,101,2020
2020-05-26T00:00:00Z,DI,SO,106,2020
2020-05-27T00:00:00Z,DI,SO,151,2020
2020-05-27T00:00:00Z,DI,SO,114,2020
2020-05-27T00:00:00Z,DI,SO,96,2020
2020-05-27T00:00:00Z,DI,SO,104,2020
2020-05-27T00:00:00Z,DI,PI,134,2020
2020-05-27T00:00:00Z,DI,PI,133,2020
2020-05-27T00:00:00Z,DI,PI,148,2020
2020-05-27T00:00:00Z,DI,PI,127,2020
2020-05-27T00:00:00Z,DI,PI,87,2020
2020-05-27T00:00:00Z,DI,PI,103,2020
2020-05-27T00:00:00Z,DI,PI,84,2020
2020-05-27T00:00:00Z,DI,PI,89,2020
2020-05-27T00:00:00Z,DI,CU,93,2020
2020-05-27T00:00:00Z,DI,CU,104,2020
2020-05-27T00:00:00Z,DI,CU,80,2020
2020-06-02T00:00:00Z,DI,SO,113,2020
2020-06-02T00:00:00Z,DI,SO,106,2020
2020-06-02T00:00:00Z,DI,SO,99,2020
2020-06-02T00:00:00Z,DI,SO,121,2020
2020-06-02T00:00:00Z,DI,SO,94,2020
2020-06-02T00:00:00Z,DI,SO,108,2020
2020-06-02T00:00:00Z,DI,SO,100,2020
2020-06-02T00:00:00Z,DI,PI,100,2020
2020-06-02T00:00:00Z,DI,PI,96,2020
2020-06-02T00:00:00Z,DI,PI,119,2020
2020-06-02T00:00:00Z,DI,PI,109,2020
2020-06-02T00:00:00Z,DI,PI,105,2020
2020-06-02T00:00:00Z,DI,PI,107,2020
2020-06-02T00:00:00Z,DI,CU,113,2020
2020-06-02T00:00:00Z,DI,CU,113,2020
2020-06-02T00:00:00Z,DI,SO,106,2020
2020-06-02T00:00:00Z,DI,SO,105,2020
2020-06-02T00:00:00Z,DI,SO,129,2020
2020-06-02T00:00:00Z,DI,SO,89,2020
2020-06-02T00:00:00Z,DI,SO,95,2020
2020-06-02T00:00:00Z,DI,SO,118,2020
2020-06-02T00:00:00Z,DI,SO,104,2020
2020-06-02T00:00:00Z,DI,SO,111,2020
2020-06-02T00:00:00Z,DI,SO,119,2020
2020-06-02T00:00:00Z,DI,SO,105,2020
2020-06-02T00:00:00Z,DI,SO,104,2020
2020-06-02T00:00:00Z,DI,SO,105,2020
2020-06-02T00:00:00Z,DI,SO,116,2020
2020-06-02T00:00:00Z,DI,SO,103,2020
2020-06-02T00:00:00Z,DI,SO,110,2020
2020-06-02T00:00:00Z,DI,SO,116,2020
2020-06-02T00:00:00Z,DI,SO,106,2020
2020-06-02T00:00:00Z,DI,SO,107,2020
2020-06-05T00:00:00Z,DI,SO,101,2020
2020-06-05T00:00:00Z,DI,SO,97,2020
2020-06-05T00:00:00Z,DI,SO,93,2020
2020-06-05T00:00:00Z,DI,PI,84,2020
2020-06-05T00:00:00Z,DI,PI,99,2020
2020-06-05T00:00:00Z,DI,PI,92,2020
2020-06-05T00:00:00Z,DI,PI,76,2020
2020-06-05T00:00:00Z,DI,PI,101,2020
2020-06-05T00:00:00Z,DI,PI,87,2020
2020-06-05T00:00:00Z,DI,PI,104,2020
2020-06-05T00:00:00Z,DI,PI,89,2020
2020-06-05T00:00:00Z,DI,PI,75,2020
2020-06-05T00:00:00Z,DI,CU,95,2020
2020-06-05T00:00:00Z,DI,CU,88,2020
2020-06-05T00:00:00Z,DI,CU,78,2020
2020-06-05T00:00:00Z,DI,CU,113,2020
2020-06-05T00:00:00Z,DI,CU,105,2020
2020-06-05T00:00:00Z,DI,CU,126,2020
2020-06-05T00:00:00Z,DI,CU,101,2020
2020-06-05T00:00:00Z,DI,CU,110,2020
2020-06-05T00:00:00Z,DI,CU,95,2020
2020-06-08T00:00:00Z,DI,SO,116,2020
2020-06-08T00:00:00Z,DI,SO,101,2020
2020-06-08T00:00:00Z,DI,SO,119,2020
2020-06-08T00:00:00Z,DI,SO,94,2020
2020-06-08T00:00:00Z,DI,SO,94,2020
2020-06-08T00:00:00Z,DI,SO,94,2020
2020-06-08T00:00:00Z,DI,SO,96,2020
2020-06-08T00:00:00Z,DI,SO,94,2020
2020-06-08T00:00:00Z,DI,SO,98,2020
2020-06-08T00:00:00Z,DI,PI,82,2020
2020-06-08T00:00:00Z,DI,PI,92,2020
2020-06-08T00:00:00Z,DI,PI,83,2020
2020-06-08T00:00:00Z,DI,PI,85,2020
2020-06-08T00:00:00Z,DI,PI,84,2020
2020-06-08T00:00:00Z,DI,PI,91,2020
2020-06-08T00:00:00Z,DI,PI,89,2020
2020-06-08T00:00:00Z,DI,PI,93,2020
2020-06-08T00:00:00Z,DI,CU,104,2020
2020-06-08T00:00:00Z,DI,CU,88,2020
2020-06-08T00:00:00Z,DI,CU,122,2020
2020-06-08T00:00:00Z,DI,SO,91,2020
2020-06-08T00:00:00Z,DI,SO,97,2020
2020-06-08T00:00:00Z,DI,SO,100,2020
2020-06-08T00:00:00Z,DI,SO,101,2020
2020-06-08T00:00:00Z,DI,SO,94,2020
2020-06-08T00:00:00Z,DI,SO,102,2020
2020-06-08T00:00:00Z,DI,SO,95,2020
2020-06-08T00:00:00Z,DI,SO,97,2020
2020-06-08T00:00:00Z,DI,SO,92,2020
2020-06-08T00:00:00Z,DI,SO,98,2020
2020-06-08T00:00:00Z,DI,SO,95,2020
2020-06-08T00:00:00Z,DI,SO,103,2020
2020-06-08T00:00:00Z,DI,SO,92,2020
2020-06-08T00:00:00Z,DI,SO,117,2020
2020-06-08T00:00:00Z,DI,SO,91,2020
2020-06-10T00:00:00Z,DI,SO,106,2020
2020-06-10T00:00:00Z,DI,SO,121,2020
2020-06-10T00:00:00Z,DI,SO,126,2020
2020-06-10T00:00:00Z,DI,SO,123,2020
2020-06-10T00:00:00Z,DI,SO,89,2020
2020-06-10T00:00:00Z,DI,SO,118,2020
2020-06-10T00:00:00Z,DI,PI,93,2020
2020-06-10T00:00:00Z,DI,PI,89,2020
2020-06-10T00:00:00Z,DI,PI,84,2020
2020-06-10T00:00:00Z,DI,PI,82,2020
2020-06-10T00:00:00Z,DI,PI,90,2020
2020-06-10T00:00:00Z,DI,PI,76,2020
2020-06-10T00:00:00Z,DI,CU,96,2020
2020-06-10T00:00:00Z,DI,CU,121,2020
2020-06-10T00:00:00Z,DI,SO,110,2020
2020-06-10T00:00:00Z,DI,SO,105,2020
2020-06-10T00:00:00Z,DI,SO,92,2020
2020-06-10T00:00:00Z,DI,SO,98,2020
2020-06-10T00:00:00Z,DI,SO,105,2020
2020-06-16T00:00:00Z,DI,SO,103,2020
2020-06-16T00:00:00Z,DI,SO,100,2020
2020-06-16T00:00:00Z,DI,SO,103,2020
2020-06-16T00:00:00Z,DI,SO,99,2020
2020-06-16T00:00:00Z,DI,SO,105,2020
2020-06-16T00:00:00Z,DI,SO,102,2020
2020-06-16T00:00:00Z,DI,SO,113,2020
2020-06-16T00:00:00Z,DI,SO,89,2020
2020-06-16T00:00:00Z,DI,SO,94,2020
2020-06-16T00:00:00Z,DI,SO,106,2020
2020-06-16T00:00:00Z,DI,PI,99,2020
2020-06-16T00:00:00Z,DI,PI,87,2020
2020-06-16T00:00:00Z,DI,PI,89,2020
2020-06-16T00:00:00Z,DI,PI,86,2020
2020-06-16T00:00:00Z,DI,PI,81,2020
2020-06-16T00:00:00Z,DI,PI,92,2020
2020-06-16T00:00:00Z,DI,PI,83,2020
2020-06-16T00:00:00Z,DI,CU,102,2020
2020-06-16T00:00:00Z,DI,CU,125,2020
2020-06-16T00:00:00Z,DI,CU,112,2020
2020-06-16T00:00:00Z,DI,CU,119,2020
2020-06-16T00:00:00Z,DI,CU,92,2020
2020-06-16T00:00:00Z,DI,CU,108,2020
2020-06-16T00:00:00Z,DI,CU,110,2020
2020-06-16T00:00:00Z,DI,CU,102,2020
2020-06-16T00:00:00Z,DI,CU,91,2020
2020-06-16T00:00:00Z,DI,SO,114,2020
2020-06-16T00:00:00Z,DI,SO,90,2020
2020-06-16T00:00:00Z,DI,SO,103,2020
2020-06-16T00:00:00Z,DI,SO,105,2020
2020-06-16T00:00:00Z,DI,SO,96,2020
2020-06-22T00:00:00Z,DI,SO,114,2020
2020-06-22T00:00:00Z,DI,SO,105,2020
2020-06-22T00:00:00Z,DI,SO,100,2020
2020-06-22T00:00:00Z,DI,SO,102,2020
2020-06-22T00:00:00Z,DI,SO,102,2020
2020-06-22T00:00:00Z,DI,SO,106,2020
2020-06-22T00:00:00Z,DI,SO,117,2020
2020-06-22T00:00:00Z,DI,SO,123,2020
2020-06-22T00:00:00Z,DI,SO,128,2020
2020-06-22T00:00:00Z,DI,PI,92,2020
2020-06-22T00:00:00Z,DI,PI,86,2020
2020-06-22T00:00:00Z,DI,PI,85,2020
2020-06-22T00:00:00Z,DI,PI,96,2020
2020-06-22T00:00:00Z,DI,PI,90,2020
2020-06-22T00:00:00Z,DI,PI,83,2020
2020-06-22T00:00:00Z,DI,PI,102,2020
2020-06-22T00:00:00Z,DI,PI,104,2020
2020-06-22T00:00:00Z,DI,CU,130,2020
2020-06-22T00:00:00Z,DI,CU,125,2020
2020-06-22T00:00:00Z,DI,CU,123,2020
2020-06-22T00:00:00Z,DI,CU,106,2020
2020-06-22T00:00:00Z,DI,CU,106,2020
2020-06-22T00:00:00Z,DI,CU,101,2020
2020-06-22T00:00:00Z,DI,CU,92,2020
2020-06-22T00:00:00Z,DI,CU,102,2020
2020-06-22T00:00:00Z,DI,SO,99,2020
2020-06-22T00:00:00Z,DI,SO,106,2020
2020-06-22T00:00:00Z,DI,SO,115,2020
2020-06-22T00:00:00Z,DI,SO,98,2020
2020-06-22T00:00:00Z,DI,SO,96,2020
2020-06-23T00:00:00Z,DI,SO,108,2020
2020-06-23T00:00:00Z,DI,SO,107,2020
2020-06-23T00:00:00Z,DI,SO,116,2020
2020-06-23T00:00:00Z,DI,SO,111,2020
2020-06-23T00:00:00Z,DI,SO,112,2020
2020-06-23T00:00:00Z,DI,SO,114,2020
2020-06-23T00:00:00Z,DI,SO,120,2020
2020-06-23T00:00:00Z,DI,PI,106,2020
2020-06-23T00:00:00Z,DI,PI,112,2020
2020-06-23T00:00:00Z,DI,PI,98,2020
2020-06-23T00:00:00Z,DI,PI,95,2020
2020-06-23T00:00:00Z,DI,PI,121,2020
2020-06-23T00:00:00Z,DI,PI,103,2020
2020-06-23T00:00:00Z,DI,PI,90,2020
2020-06-23T00:00:00Z,DI,CU,135,2020
2020-06-23T00:00:00Z,DI,CU,130,2020
2020-06-23T00:00:00Z,DI,CU,117,2020
2020-06-23T00:00:00Z,DI,CU,109,2020
2020-06-23T00:00:00Z,DI,CU,101,2020
2020-06-23T00:00:00Z,DI,CU,112,2020
2020-06-23T00:00:00Z,DI,CU,122,2020
2020-06-23T00:00:00Z,DI,CU,110,2020
2020-06-23T00:00:00Z,DI,CU,109,2020
2020-06-23T00:00:00Z,DI,SO,113,2020
2020-06-23T00:00:00Z,DI,SO,120,2020
2020-06-23T00:00:00Z,DI,SO,107,2020
2020-06-23T00:00:00Z,DI,SO,108,2020
2020-06-23T00:00:00Z,DI,SO,102,2020
2020-06-23T00:00:00Z,DI,SO,104,2020
2020-06-29T00:00:00Z,DI,SO,115,2020
2020-06-29T00:00:00Z,DI,PI,83,2020
2020-06-29T00:00:00Z,DI,PI,84,2020
2020-06-29T00:00:00Z,DI,PI,118,2020
2020-06-29T00:00:00Z,DI,PI,112,2020
2020-06-29T00:00:00Z,DI,PI,78,2020
2020-06-29T00:00:00Z,DI,PI,103,2020
2020-06-29T00:00:00Z,DI,PI,90,2020
2020-06-29T00:00:00Z,DI,PI,92,2020
2020-06-29T00:00:00Z,DI,PI,95,2020
2020-06-29T00:00:00Z,DI,CU,110,2020
2020-06-29T00:00:00Z,DI,CU,104,2020
2020-06-29T00:00:00Z,DI,CU,110,2020
2020-07-03T00:00:00Z,DI,PI,97,2020
2020-07-03T00:00:00Z,DI,PI,99,2020
2020-07-03T00:00:00Z,DI,PI,93,2020
2020-07-03T00:00:00Z,DI,PI,95,2020
2020-07-03T00:00:00Z,DI,PI,93,2020
2020-07-03T00:00:00Z,DI,PI,105,2020
2020-07-03T00:00:00Z,DI,CU,94,2020
2020-07-03T00:00:00Z,DI,CU,122,2020
2020-07-03T00:00:00Z,DI,CU,96,2020
2020-07-03T00:00:00Z,DI,CU,105,2020
2020-07-03T00:00:00Z,DI,CU,90,2020
2020-07-03T00:00:00Z,DI,CU,132,2020
2020-07-03T00:00:00Z,DI,CU,98,2020
2020-07-06T00:00:00Z,DI,SO,95,2020
2020-07-06T00:00:00Z,DI,SO,101,2020
2020-07-06T00:00:00Z,DI,PI,84,2020
2020-07-06T00:00:00Z,DI,PI,98,2020
2020-07-06T00:00:00Z,DI,PI,110,2020
2020-07-06T00:00:00Z,DI,PI,110,2020
2020-07-06T00:00:00Z,DI,PI,114,2020
2020-07-06T00:00:00Z,DI,PI,81,2020
2020-07-06T00:00:00Z,DI,PI,85,2020
2020-07-07T00:00:00Z,DI,SO,119,2020
2020-07-07T00:00:00Z,DI,PI,98,2020
2020-07-07T00:00:00Z,DI,PI,97,2020
2020-07-07T00:00:00Z,DI,PI,119,2020
2020-07-07T00:00:00Z,DI,PI,98,2020
2020-07-07T00:00:00Z,DI,PI,116,2020
2020-07-07T00:00:00Z,DI,PI,103,2020
2020-07-07T00:00:00Z,DI,PI,111,2020
2020-07-07T00:00:00Z,DI,CU,102,2020
2020-07-07T00:00:00Z,DI,CU,111,2020
2015-05-16T00:00:00Z,DI,CU,90,2015
2015-05-16T00:00:00Z,DI,CU,122,2015
2015-05-16T00:00:00Z,DI,CU,114,2015
2015-05-16T00:00:00Z,DI,CU,101,2015
2015-05-16T00:00:00Z,DI,CU,114,2015
2015-05-16T00:00:00Z,DI,PI,86,2015
2015-05-16T00:00:00Z,DI,SO,109,2015
2015-05-16T00:00:00Z,DI,SO,128,2015
2015-05-16T00:00:00Z,DI,SO,100,2015
2015-05-16T00:00:00Z,DI,SO,101,2015
2015-05-16T00:00:00Z,DI,SO,103,2015
2015-05-16T00:00:00Z,DI,SO,95,2015
2015-05-16T00:00:00Z,DI,SO,116,2015
2015-05-16T00:00:00Z,DI,SO,94,2015
2015-05-16T00:00:00Z,DI,SO,104,2015
2015-05-16T00:00:00Z,DI,SO,99,2015
2015-05-19T00:00:00Z,DI,CU,114,2015
2015-05-19T00:00:00Z,DI,CU,109,2015
2015-05-19T00:00:00Z,DI,CU,120,2015
2015-05-19T00:00:00Z,DI,CU,89,2015
2015-05-19T00:00:00Z,DI,CU,118,2015
2015-05-19T00:00:00Z,DI,CU,116,2015
2015-05-19T00:00:00Z,DI,CU,120,2015
2015-05-19T00:00:00Z,DI,CU,107,2015
2015-05-19T00:00:00Z,DI,CU,108,2015
2015-05-19T00:00:00Z,DI,SO,104,2015
2015-05-19T00:00:00Z,DI,SO,96,2015
2015-05-19T00:00:00Z,DI,SO,94,2015
2015-05-19T00:00:00Z,DI,SO,95,2015
2015-05-19T00:00:00Z,DI,SO,89,2015
2015-05-19T00:00:00Z,DI,SO,96,2015
2015-05-19T00:00:00Z,DI,SO,97,2015
2015-05-19T00:00:00Z,DI,SO,76,2015
2015-05-19T00:00:00Z,DI,SO,108,2015
2015-05-19T00:00:00Z,DI,SO,95,2015
2015-05-19T00:00:00Z,DI,SO,99,2015
2015-05-19T00:00:00Z,DI,SO,104,2015
2015-05-19T00:00:00Z,DI,SO,112,2015
2015-05-19T00:00:00Z,DI,SO,97,2015
2015-05-19T00:00:00Z,DI,SO,127,2015
2015-05-19T00:00:00Z,DI,SO,94,2015
2015-05-19T00:00:00Z,DI,SO,108,2015
2015-05-19T00:00:00Z,DI,SO,107,2015
2015-05-20T00:00:00Z,DI,CU,81,2015
2015-05-20T00:00:00Z,DI,CU,99,2015
2015-05-20T00:00:00Z,DI,CU,113,2015
2015-05-20T00:00:00Z,DI,CU,76,2015
2015-05-20T00:00:00Z,DI,CU,82,2015
2015-05-20T00:00:00Z,DI,SO,106,2015
2015-05-20T00:00:00Z,DI,SO,128,2015
2015-05-20T00:00:00Z,DI,SO,101,2015
2015-05-20T00:00:00Z,DI,SO,104,2015
2015-05-20T00:00:00Z,DI,SO,94,2015
2015-05-20T00:00:00Z,DI,SO,101,2015
2015-05-20T00:00:00Z,DI,SO,98,2015
2015-05-20T00:00:00Z,DI,SO,89,2015
2015-05-20T00:00:00Z,DI,SO,103,2015
2015-05-20T00:00:00Z,DI,SO,101,2015
2015-05-20T00:00:00Z,DI,SO,102,2015
2015-05-20T00:00:00Z,DI,SO,106,2015
2015-05-20T00:00:00Z,DI,SO,98,2015
2015-05-20T00:00:00Z,DI,SO,104,2015
2015-05-20T00:00:00Z,DI,SO,98,2015
2015-05-20T00:00:00Z,DI,SO,101,2015
2015-05-20T00:00:00Z,DI,SO,105,2015
2015-05-20T00:00:00Z,DI,SO,98,2015
2015-05-20T00:00:00Z,DI,SO,106,2015
2015-05-20T00:00:00Z,DI,SO,109,2015
2015-05-20T00:00:00Z,DI,SO,104,2015
2015-05-20T00:00:00Z,DI,SO,109,2015
2015-05-20T00:00:00Z,DI,SO,97,2015
2015-05-20T00:00:00Z,DI,SO,108,2015
2015-05-20T00:00:00Z,DI,SO,102,2015
2015-05-20T00:00:00Z,DI,SO,102,2015
2015-05-20T00:00:00Z,DI,SO,97,2015
2015-05-20T00:00:00Z,DI,SO,96,2015
2015-05-20T00:00:00Z,DI,SO,103,2015
2015-05-20T00:00:00Z,DI,SO,95,2015
2015-05-21T00:00:00Z,DI,CU,96,2015
2015-05-21T00:00:00Z,DI,CU,91,2015
2015-05-21T00:00:00Z,DI,CU,90,2015
2015-05-21T00:00:00Z,DI,CU,122,2015
2015-05-21T00:00:00Z,DI,CU,90,2015
2015-05-21T00:00:00Z,DI,CU,84,2015
2015-05-21T00:00:00Z,DI,CU,111,2015
2015-05-21T00:00:00Z,DI,CU,97,2015
2015-05-21T00:00:00Z,DI,PI,90,2015
2015-05-21T00:00:00Z,DI,PI,88,2015
2015-05-21T00:00:00Z,DI,PI,80,2015
2015-05-21T00:00:00Z,DI,PI,87,2015
2015-05-21T00:00:00Z,DI,PI,83,2015
2015-05-21T00:00:00Z,DI,PI,88,2015
2015-05-21T00:00:00Z,DI,SO,104,2015
2015-05-21T00:00:00Z,DI,SO,100,2015
2015-05-21T00:00:00Z,DI,SO,100,2015
2015-05-21T00:00:00Z,DI,SO,98,2015
2015-05-21T00:00:00Z,DI,SO,100,2015
2015-05-21T00:00:00Z,DI,SO,100,2015
2015-05-21T00:00:00Z,DI,SO,99,2015
2015-05-21T00:00:00Z,DI,SO,103,2015
2015-05-21T00:00:00Z,DI,SO,96,2015
2015-05-21T00:00:00Z,DI,SO,98,2015
2015-05-23T00:00:00Z,DI,CU,107,2015
2015-05-23T00:00:00Z,DI,CU,112,2015
2015-05-23T00:00:00Z,DI,CU,113,2015
2015-05-23T00:00:00Z,DI,CU,98,2015
2015-05-23T00:00:00Z,DI,CU,117,2015
2015-05-23T00:00:00Z,DI,CU,114,2015
2015-05-23T00:00:00Z,DI,CU,113,2015
2015-05-23T00:00:00Z,DI,CU,116,2015
2015-05-23T00:00:00Z,DI,CU,116,2015
2015-05-23T00:00:00Z,DI,CU,117,2015
2015-05-23T00:00:00Z,DI,SO,97,2015
2015-05-23T00:00:00Z,DI,SO,97,2015
2015-05-23T00:00:00Z,DI,SO,88,2015
2015-05-23T00:00:00Z,DI,SO,93,2015
2015-05-23T00:00:00Z,DI,SO,102,2015
2015-05-23T00:00:00Z,DI,SO,101,2015
2015-05-23T00:00:00Z,DI,SO,91,2015
2015-05-23T00:00:00Z,DI,SO,117,2015
2015-05-23T00:00:00Z,DI,SO,86,2015
2015-05-23T00:00:00Z,DI,SO,109,2015
2015-05-23T00:00:00Z,DI,SO,95,2015
2015-05-23T00:00:00Z,DI,PI,80,2015
2015-05-23T00:00:00Z,DI,PI,85,2015
2015-05-23T00:00:00Z,DI,SO,94,2015
2015-05-23T00:00:00Z,DI,SO,91,2015
2015-05-23T00:00:00Z,DI,SO,100,2015
2015-05-23T00:00:00Z,DI,SO,105,2015
2015-05-23T00:00:00Z,DI,SO,105,2015
2015-05-23T00:00:00Z,DI,SO,91,2015
2015-05-23T00:00:00Z,DI,SO,87,2015
2015-05-23T00:00:00Z,DI,SO,87,2015
2015-05-23T00:00:00Z,DI,SO,91,2015
2015-05-23T00:00:00Z,DI,SO,97,2015
2015-05-24T00:00:00Z,DI,SO,102,2015
2015-05-24T00:00:00Z,DI,SO,101,2015
2015-05-24T00:00:00Z,DI,SO,103,2015
2015-05-24T00:00:00Z,DI,SO,91,2015
2015-05-24T00:00:00Z,DI,SO,97,2015
2015-05-24T00:00:00Z,DI,SO,119,2015
2015-05-24T00:00:00Z,DI,SO,101,2015
2015-05-24T00:00:00Z,DI,SO,96,2015
2015-05-24T00:00:00Z,DI,SO,100,2015
2015-05-24T00:00:00Z,DI,SO,89,2015
2015-05-25T00:00:00Z,DI,SO,110,2015
2015-05-25T00:00:00Z,DI,SO,98,2015
2015-05-25T00:00:00Z,DI,SO,111,2015
2015-05-25T00:00:00Z,DI,SO,109,2015
2015-05-25T00:00:00Z,DI,SO,100,2015
2015-05-25T00:00:00Z,DI,SO,107,2015
2015-05-25T00:00:00Z,DI,SO,91,2015
2015-05-25T00:00:00Z,DI,SO,90,2015
2015-05-25T00:00:00Z,DI,SO,107,2015
2015-05-25T00:00:00Z,DI,SO,98,2015
2015-05-25T00:00:00Z,DI,SO,101,2015
2015-05-26T00:00:00Z,DI,SO,92,2015
2015-05-26T00:00:00Z,DI,SO,107,2015
2015-05-26T00:00:00Z,DI,SO,107,2015
2015-05-26T00:00:00Z,DI,SO,98,2015
2015-05-26T00:00:00Z,DI,SO,110,2015
2015-05-26T00:00:00Z,DI,SO,110,2015
2015-05-26T00:00:00Z,DI,SO,95,2015
2015-05-26T00:00:00Z,DI,SO,100,2015
2015-05-26T00:00:00Z,DI,SO,100,2015
2015-05-26T00:00:00Z,DI,SO,102,2015
2015-05-26T00:00:00Z,DI,CU,103,2015
2015-05-26T00:00:00Z,DI,CU,113,2015
2015-05-26T00:00:00Z,DI,CU,104,2015
2015-05-26T00:00:00Z,DI,CU,106,2015
2015-05-26T00:00:00Z,DI,CU,103,2015
2015-05-26T00:00:00Z,DI,SO,99,2015
2015-05-26T00:00:00Z,DI,SO,104,2015
2015-05-26T00:00:00Z,DI,SO,99,2015
2015-05-26T00:00:00Z,DI,SO,103,2015
2015-05-26T00:00:00Z,DI,SO,98,2015
2015-05-26T00:00:00Z,DI,SO,110,2015
2015-05-26T00:00:00Z,DI,SO,107,2015
2015-05-26T00:00:00Z,DI,SO,103,2015
2015-05-26T00:00:00Z,DI,SO,107,2015
2015-05-26T00:00:00Z,DI,SO,99,2015
2015-05-28T00:00:00Z,DI,SO,126,2015
2015-05-28T00:00:00Z,DI,SO,100,2015
2015-05-28T00:00:00Z,DI,SO,100,2015
2015-05-28T00:00:00Z,DI,SO,96,2015
2015-05-28T00:00:00Z,DI,SO,109,2015
2015-05-28T00:00:00Z,DI,SO,119,2015
2015-05-28T00:00:00Z,DI,SO,95,2015
2015-05-28T00:00:00Z,DI,SO,97,2015
2015-05-28T00:00:00Z,DI,SO,103,2015
2015-05-28T00:00:00Z,DI,SO,108,2015
2015-05-28T00:00:00Z,DI,CU,128,2015
2015-05-28T00:00:00Z,DI,CU,134,2015
2015-05-28T00:00:00Z,DI,CU,114,2015
2015-05-28T00:00:00Z,DI,CU,119,2015
2015-05-28T00:00:00Z,DI,CU,116,2015
2015-05-28T00:00:00Z,DI,SO,96,2015
2015-05-28T00:00:00Z,DI,SO,87,2015
2015-05-28T00:00:00Z,DI,SO,95,2015
