survey_date,region,species,fork_length,year
2015-05-21,DI,PI,87,2015
2015-05-21,DI,CU,97,2015
2015-05-21,DI,CU,91,2015
2015-05-21,DI,CU,111,2015
2015-05-21,DI,CU,90,2015
2015-05-23,DI,SO,93,2015
2015-05-23,DI,SO,109,2015
2015-05-23,DI,SO,86,2015
2015-05-23,DI,SO,101,2015
2015-05-23,DI,SO,102,2015
2015-05-23,DI,SO,97,2015
2015-05-23,DI,SO,91,2015
2015-05-23,DI,SO,117,2015
2015-05-23,DI,SO,95,2015
2015-05-23,DI,SO,97,2015
2015-05-23,DI,SO,88,2015
2015-05-23,DI,CU,117,2015
2015-05-23,DI,CU,113,2015
2015-05-23,DI,CU,116,2015
2015-05-23,DI,CU,116,2015
2015-05-23,DI,CU,112,2015
2015-05-23,DI,CU,113,2015
2015-05-23,DI,CU,114,2015
2015-05-23,DI,CU,98,2015
2015-05-23,DI,CU,107,2015
2015-05-23,DI,CU,117,2015
2015-05-23,DI,SO,105,2015
2015-05-23,DI,SO,87,2015
2015-05-23,DI,SO,100,2015
2015-05-23,DI,SO,87,2015
2015-05-23,DI,SO,97,2015
2015-05-23,DI,SO,94,2015
2015-05-23,DI,SO,91,2015
2015-05-23,DI,SO,91,2015
2015-05-23,DI,SO,91,2015
2015-05-23,DI,SO,105,2015
2015-05-23,DI,PI,85,2015
2015-05-23,DI,PI,80,2015
2015-05-24,DI,SO,119,2015
2015-05-24,DI,SO,89,2015
2015-05-24,DI,SO,101,2015
2015-05-24,DI,SO,103,2015
2015-05-24,DI,SO,96,2015
2015-05-24,DI,SO,91,2015
2015-05-24,DI,SO,102,2015
2015-05-24,DI,SO,101,2015
2015-05-24,DI,SO,97,2015
2015-05-24,DI,SO,100,2015
2015-05-25,DI,SO,101,2015
2015-05-25,DI,SO,98,2015
2015-05-25,DI,SO,111,2015
2015-05-25,DI,SO,107,2015
2015-05-25,DI,SO,91,2015
2015-05-25,DI,SO,98,2015
2015-05-25,DI,SO,109,2015
2015-05-25,DI,SO,90,2015
2015-05-25,DI,SO,100,2015
2015-05-25,DI,SO,107,2015
2015-05-25,DI,SO,110,2015
2015-05-26,DI,SO,100,2015
2015-05-26,DI,SO,95,2015
2015-05-26,DI,SO,110,2015
2015-05-26,DI,SO,92,2015
2015-05-26,DI,SO,107,2015
2015-05-26,DI,SO,98,2015
2015-05-26,DI,SO,100,2015
2015-05-26,DI,SO,110,2015
2015-05-26,DI,SO,107,2015
2015-05-26,DI,SO,102,2015
2015-05-26,DI,SO,107,2015
2015-05-26,DI,SO,104,2015
2015-05-26,DI,SO,107,2015
2015-05-26,DI,SO,99,2015
2015-05-26,DI,SO,99,2015
2015-05-26,DI,SO,110,2015
2015-05-26,DI,SO,103,2015
2015-05-26,DI,SO,99,2015
2015-05-26,DI,SO,98,2015
2015-05-26,DI,SO,103,2015
2015-05-26,DI,CU,113,2015
2015-05-26,DI,CU,104,2015
2015-05-26,DI,CU,103,2015
2015-05-26,DI,CU,103,2015
2015-05-26,DI,CU,106,2015
2015-05-28,DI,SO,97,2015
2015-05-28,DI,SO,100,2015
2015-05-28,DI,SO,109,2015
2015-05-28,DI,SO,126,2015
2015-05-28,DI,SO,95,2015
2015-05-28,DI,SO,103,2015
2015-05-28,DI,SO,100,2015
2015-05-28,DI,SO,96,2015
2015-05-28,DI,SO,119,2015
2015-05-28,DI,SO,108,2015
2015-05-28,DI,SO,110,2015
2015-05-28,DI,SO,109,2015
2015-05-28,DI,SO,94,2015
2015-05-28,DI,SO,87,2015
2015-05-28,DI,SO,95,2015
2015-05-28,DI,SO,100,2015
2015-05-28,DI,SO,96,2015
2015-05-28,DI,SO,95,2015
2015-05-28,DI,SO,96,2015
2015-05-28,DI,SO,95,2015
2015-05-28,DI,CU,119,2015
2015-05-28,DI,CU,134,2015
2015-05-28,DI,CU,128,2015
2015-05-28,DI,CU,116,2015
2015-05-28,DI,CU,114,2015
2015-05-31,DI,SO,86,2015
2015-05-31,DI,SO,111,2015
2015-05-31,DI,PI,62,2015
2015-05-31,DI,CU,94,2015
2015-05-31,DI,CU,84,2015
2015-05-31,DI,CU,101,2015
2015-05-31,DI,CU,99,2015
2015-05-31,DI,CU,92,2015
2015-05-31,DI,CU,90,2015
2015-05-31,DI,CU,106,2015
2015-05-31,DI,CU,87,2015
2015-05-31,DI,CU,95,2015
2015-05-31,DI,CU,119,2015
2015-06-01,DI,SO,106,2015
2015-06-01,DI,SO,108,2015
2015-06-01,DI,SO,100,2015
2015-06-01,DI,SO,96,2015
2015-06-01,DI,SO,110,2015
2015-06-01,DI,SO,94,2015
2015-06-01,DI,SO,104,2015
2015-06-01,DI,SO,110,2015
2015-06-01,DI,SO,108,2015
2015-06-01,DI,SO,98,2015
2015-06-01,DI,SO,108,2015
2015-06-01,DI,SO,118,2015
2015-06-01,DI,SO,85,2015
2015-06-01,DI,SO,115,2015
2015-06-01,DI,SO,111,2015
2015-06-01,DI,SO,89,2015
2015-06-01,DI,SO,85,2015
2015-06-01,DI,SO,106,2015
2015-06-01,DI,SO,102,2015
2015-06-01,DI,SO,95,2015
2015-06-01,DI,CU,130,2015
2015-06-01,DI,CU,125,2015
2015-06-01,DI,CU,124,2015
2015-06-01,DI,CU,104,2015
2015-06-01,DI,CU,106,2015
2015-06-01,DI,SO,103,2015
2015-06-01,DI,SO,101,2015
2015-06-01,DI,SO,116,2015
2015-06-01,DI,SO,103,2015
2015-06-01,DI,SO,107,2015
2015-06-01,DI,SO,101,2015
2015-06-01,DI,SO,102,2015
2015-06-01,DI,SO,94,2015
2015-06-01,DI,SO,113,2015
2015-06-01,DI,SO,101,2015
2015-06-01,DI,SO,102,2015
2015-06-01,DI,SO,103,2015
2015-06-01,DI,SO,104,2015
2015-06-01,DI,SO,99,2015
2015-06-01,DI,SO,110,2015
2015-06-01,DI,SO,103,2015
2015-06-01,DI,SO,103,2015
2015-06-01,DI,SO,110,2015
2015-06-01,DI,SO,99,2015
2015-06-01,DI,SO,103,2015
2015-06-03,DI,SO,106,2015
2015-06-03,DI,SO,109,2015
2015-06-03,DI,SO,104,2015
2015-06-03,DI,SO,115,2015
2015-06-03,DI,SO,117,2015
2015-06-03,DI,SO,114,2015
2015-06-03,DI,SO,106,2015
2015-06-03,DI,SO,110,2015
2015-06-03,DI,SO,100,2015
2015-06-03,DI,SO,112,2015
2015-06-03,DI,SO,108,2015
2015-06-03,DI,SO,107,2015
2015-06-03,DI,SO,114,2015
2015-06-03,DI,SO,106,2015
2015-06-03,DI,SO,120,2015
2015-06-03,DI,SO,113,2015
2015-06-03,DI,SO,98,2015
2015-06-03,DI,SO,120,2015
2015-06-03,DI,SO,107,2015
2015-06-03,DI,SO,108,2015
2015-06-03,DI,SO,114,2015
2015-06-03,DI,PI,134,2015
2015-06-04,DI,SO,110,2015
2015-06-04,DI,SO,103,2015
2015-06-04,DI,SO,106,2015
2015-06-04,DI,SO,113,2015
2015-06-04,DI,SO,97,2015
2015-06-04,DI,SO,105,2015
2015-06-04,DI,SO,107,2015
2015-06-04,DI,SO,111,2015
2015-06-04,DI,SO,113,2015
2015-06-04,DI,SO,89,2015
2015-06-05,DI,SO,118,2015
2015-06-05,DI,SO,123,2015
2015-06-05,DI,SO,104,2015
2015-06-05,DI,SO,100,2015
2015-06-05,DI,SO,97,2015
2015-06-05,DI,SO,105,2015
2015-06-05,DI,SO,101,2015
2015-06-05,DI,SO,105,2015
2015-06-05,DI,SO,120,2015
2015-06-05,DI,SO,121,2015
2015-06-05,DI,SO,129,2015
2015-06-05,DI,SO,110,2015
2015-06-05,DI,SO,115,2015
2015-06-05,DI,SO,115,2015
2015-06-05,DI,SO,109,2015
2015-06-05,DI,SO,114,2015
2015-06-05,DI,SO,123,2015
2015-06-05,DI,SO,125,2015
2015-06-05,DI,SO,115,2015
2015-06-05,DI,SO,116,2015
2015-06-05,DI,CU,121,2015
2015-06-05,DI,CU,138,2015
2015-06-05,DI,CU,113,2015
2015-06-05,DI,CU,127,2015
2015-06-05,DI,CU,134,2015
2015-06-05,DI,SO,106,2015
2015-06-05,DI,SO,104,2015
2015-06-05,DI,SO,105,2015
2015-06-05,DI,SO,109,2015
2015-06-05,DI,SO,109,2015
2015-06-05,DI,SO,115,2015
2015-06-05,DI,SO,104,2015
2015-06-05,DI,SO,119,2015
2015-06-05,DI,SO,109,2015
2015-06-05,DI,SO,115,2015
2015-06-05,DI,CU,94,2015
2015-06-05,DI,CU,86,2015
2015-06-05,DI,CU,93,2015
2015-06-05,DI,CU,89,2015
2015-06-05,DI,CU,94,2015
2015-06-05,DI,CU,90,2015
2015-06-05,DI,CU,89,2015
2015-06-05,DI,SO,117,2015
2015-06-05,DI,SO,106,2015
2015-06-05,DI,SO,109,2015
2015-06-05,DI,CU,104,2015
2015-06-05,DI,CU,90,2015
2015-06-07,DI,SO,122,2015
2015-06-07,DI,SO,114,2015
2015-06-07,DI,SO,114,2015
2015-06-07,DI,SO,117,2015
2015-06-07,DI,SO,116,2015
2015-06-07,DI,SO,116,2015
2015-06-07,DI,SO,120,2015
2015-06-07,DI,SO,114,2015
2015-06-07,DI,SO,116,2015
2015-06-07,DI,SO,111,2015
2015-06-07,DI,SO,117,2015
2015-06-07,DI,SO,110,2015
2015-06-07,DI,CU,124,2015
2015-06-07,DI,CU,133,2015
2015-06-07,DI,CU,132,2015
2015-06-07,DI,CU,121,2015
2015-06-07,DI,CU,118,2015
2015-06-07,DI,PI,121,2015
2015-06-07,DI,SO,105,2015
2015-06-07,DI,SO,94,2015
2015-06-07,DI,SO,84,2015
2015-06-07,DI,SO,94,2015
2015-06-07,DI,SO,90,2015
2015-06-07,DI,SO,99,2015
2015-06-07,DI,SO,90,2015
2015-06-07,DI,SO,84,2015
2015-06-07,DI,SO,100,2015
2015-06-07,DI,SO,105,2015
2015-06-07,DI,CU,123,2015
2015-06-07,DI,PI,92,2015
2015-06-07,DI,PI,100,2015
2015-06-07,DI,PI,98,2015
2015-06-07,DI,PI,97,2015
2015-06-07,DI,PI,103,2015
2015-06-07,DI,PI,98,2015
2015-06-07,DI,CU,94,2015
2015-06-07,DI,CU,98,2015
2015-06-07,DI,CU,88,2015
2015-06-07,DI,CU,93,2015
2015-06-07,DI,CU,99,2015
2015-06-07,DI,CU,93,2015
2015-06-07,DI,CU,89,2015
2015-06-07,DI,CU,95,2015
2015-06-07,DI,CU,91,2015
2015-06-09,DI,SO,108,2015
2015-06-09,DI,SO,114,2015
2015-06-09,DI,SO,118,2015
2015-06-09,DI,SO,123,2015
2015-06-09,DI,SO,100,2015
2015-06-09,DI,SO,112,2015
2015-06-09,DI,SO,95,2015
2015-06-09,DI,SO,117,2015
2015-06-09,DI,SO,118,2015
2015-06-09,DI,SO,107,2015
2015-06-09,DI,CU,124,2015
2015-06-09,DI,CU,129,2015
2015-06-09,DI,PI,122,2015
2015-06-09,DI,CU,118,2015
2015-06-09,DI,CU,117,2015
2015-06-09,DI,CU,126,2015
2015-06-09,DI,SO,130,2015
2015-06-09,DI,SO,118,2015
2015-06-09,DI,SO,115,2015
2015-06-09,DI,SO,120,2015
2015-06-09,DI,SO,112,2015
2015-06-09,DI,SO,123,2015
2015-06-09,DI,SO,112,2015
2015-06-09,DI,SO,110,2015
2015-06-09,DI,SO,122,2015
2015-06-09,DI,SO,115,2015
2015-06-09,DI,SO,113,2015
2015-06-09,DI,SO,120,2015
2015-06-09,DI,SO,116,2015
2015-06-09,DI,SO,107,2015
2015-06-09,DI,SO,103,2015
2015-06-09,DI,SO,121,2015
2015-06-09,DI,SO,105,2015
2015-06-09,DI,SO,104,2015
2015-06-09,DI,SO,113,2015
2015-06-09,DI,SO,107,2015
2015-06-09,DI,SO,107,2015
2015-06-09,DI,SO,105,2015
2015-06-09,DI,SO,114,2015
2015-06-09,DI,SO,106,2015
2015-06-09,DI,SO,104,2015
2015-06-09,DI,SO,106,2015
2015-06-09,DI,PI,100,2015
2015-06-09,DI,PI,95,2015
2015-06-09,DI,CU,105,2015
2015-06-09,DI,CU,112,2015
2015-06-09,DI,CU,121,2015
2015-06-09,DI,CU,99,2015
2015-06-09,DI,CU,111,2015
2015-06-09,DI,CU,116,2015
2015-06-09,DI,CU,108,2015
2015-06-09,DI,CU,127,2015
2015-06-09,DI,CU,100,2015
2015-06-09,DI,CU,104,2015
2015-06-11,DI,SO,105,2015
2015-06-11,DI,SO,126,2015
2015-06-11,DI,SO,100,2015
2015-06-11,DI,SO,100,2015
2015-06-11,DI,SO,96,2015
2015-06-11,DI,SO,89,2015
2015-06-11,DI,SO,116,2015
2015-06-11,DI,SO,124,2015
2015-06-11,DI,SO,106,2015
2015-06-11,DI,SO,95,2015
2015-06-11,DI,PI,103,2015
2015-06-11,DI,CU,104,2015
2015-06-11,DI,CU,98,2015
2015-06-11,DI,CU,92,2015
2015-06-11,DI,CU,105,2015
2015-06-11,DI,CU,106,2015
2015-06-11,DI,PI,105,2015
2015-06-11,DI,PI,104,2015
2015-06-11,DI,PI,109,2015
2015-06-13,DI,SO,112,2015
2015-06-13,DI,SO,101,2015
2015-06-13,DI,SO,119,2015
2015-06-13,DI,SO,90,2015
2015-06-13,DI,SO,95,2015
2015-06-13,DI,SO,90,2015
2015-06-13,DI,SO,98,2015
2015-06-13,DI,SO,110,2015
2015-06-13,DI,SO,110,2015
2015-06-13,DI,SO,105,2015
2015-06-13,DI,PI,106,2015
2015-06-13,DI,PI,104,2015
2015-06-13,DI,PI,103,2015
2015-06-13,DI,CU,111,2015
2015-06-13,DI,CU,111,2015
2015-06-13,DI,CU,114,2015
2015-06-13,DI,CU,100,2015
2015-06-13,DI,CU,100,2015
2015-06-13,DI,CU,124,2015
2015-06-13,DI,CU,107,2015
2015-06-13,DI,CU,103,2015
2015-06-13,DI,CU,110,2015
2015-06-13,DI,CU,115,2015
2015-06-14,DI,SO,115,2015
2015-06-14,DI,SO,109,2015
2015-06-14,DI,SO,120,2015
2015-06-14,DI,SO,108,2015
2015-06-14,DI,SO,124,2015
2015-06-14,DI,SO,114,2015
2015-06-14,DI,SO,118,2015
2015-06-14,DI,SO,118,2015
2015-06-14,DI,SO,115,2015
2015-06-14,DI,SO,117,2015
2015-06-14,DI,PI,118,2015
2015-06-14,DI,CU,134,2015
2015-06-14,DI,CU,126,2015
2015-06-14,DI,CU,104,2015
2015-06-14,DI,CU,130,2015
2015-06-14,DI,CU,135,2015
2015-06-14,DI,CU,113,2015
2015-06-14,DI,SO,115,2015
2015-06-14,DI,SO,107,2015
2015-06-14,DI,SO,123,2015
2015-06-14,DI,SO,115,2015
2015-06-14,DI,SO,119,2015
2015-06-14,DI,SO,112,2015
2015-06-14,DI,SO,111,2015
2015-06-14,DI,SO,125,2015
2015-06-14,DI,SO,124,2015
2015-06-14,DI,SO,123,2015
2015-06-14,DI,SO,124,2015
2015-06-14,DI,SO,127,2015
2015-06-14,DI,SO,118,2015
2015-06-14,DI,SO,113,2015
2015-06-14,DI,SO,105,2015
2015-06-14,DI,SO,116,2015
2015-06-17,DI,SO,120,2015
2015-06-17,DI,SO,129,2015
2015-06-17,DI,SO,111,2015
2015-06-17,DI,SO,115,2015
2015-06-17,DI,SO,115,2015
2015-06-17,DI,SO,117,2015
2015-06-17,DI,SO,118,2015
2015-06-17,DI,SO,106,2015
2015-06-17,DI,SO,111,2015
2015-06-17,DI,SO,105,2015
2015-06-17,DI,SO,109,2015
2015-06-17,DI,CU,133,2015
2015-06-17,DI,CU,137,2015
2015-06-17,DI,CU,138,2015
2015-06-17,DI,CU,139,2015
2015-06-17,DI,CU,136,2015
2015-06-17,DI,CU,139,2015
2015-06-17,DI,CU,143,2015
2015-06-17,DI,CU,134,2015
2015-06-17,DI,CU,135,2015
2015-06-17,DI,CU,121,2015
2015-06-17,DI,SO,124,2015
2015-06-18,DI,SO,119,2015
2015-06-18,DI,SO,102,2015
2015-06-18,DI,SO,108,2015
2015-06-18,DI,SO,121,2015
2015-06-18,DI,SO,111,2015
2015-06-18,DI,SO,126,2015
2015-06-18,DI,SO,105,2015
2015-06-18,DI,SO,121,2015
2015-06-18,DI,SO,107,2015
2015-06-18,DI,SO,119,2015
2015-06-18,DI,CU,107,2015
2015-06-18,DI,CU,122,2015
2015-06-18,DI,CU,131,2015
2015-06-18,DI,CU,112,2015
2015-06-18,DI,CU,117,2015
2015-06-20,DI,SO,123,2015
2015-06-20,DI,SO,106,2015
2015-06-20,DI,SO,105,2015
2015-06-20,DI,SO,114,2015
2015-06-20,DI,SO,118,2015
2015-06-20,DI,SO,123,2015
2015-06-20,DI,SO,117,2015
2015-06-20,DI,SO,113,2015
2015-06-20,DI,SO,115,2015
2015-06-20,DI,SO,111,2015
2015-06-20,DI,SO,91,2015
2015-06-20,DI,CU,136,2015
2015-06-20,DI,CU,103,2015
2015-06-20,DI,CU,132,2015
2015-06-20,DI,CU,135,2015
2015-06-20,DI,CU,134,2015
2015-06-22,DI,SO,133,2015
2015-06-22,DI,SO,123,2015
2015-06-22,DI,SO,128,2015
2015-06-22,DI,SO,126,2015
2015-06-22,DI,SO,129,2015
2015-06-22,DI,SO,124,2015
2015-06-22,DI,SO,126,2015
2015-06-22,DI,SO,134,2015
2015-06-22,DI,SO,125,2015
2015-06-22,DI,SO,120,2015
2015-06-22,DI,SO,131,2015
2015-06-22,DI,SO,113,2015
2015-06-22,DI,SO,115,2015
2015-06-22,DI,SO,111,2015
2015-06-22,DI,SO,106,2015
2015-06-22,DI,SO,122,2015
2015-06-22,DI,SO,124,2015
2015-06-22,DI,SO,110,2015
2015-06-22,DI,SO,125,2015
2015-06-22,DI,SO,115,2015
2015-06-22,DI,SO,113,2015
2015-06-22,DI,PI,110,2015
2015-06-22,DI,PI,96,2015
2015-06-22,DI,PI,115,2015
2015-06-22,DI,PI,113,2015
2015-06-22,DI,PI,119,2015
2015-06-22,DI,PI,111,2015
2015-06-22,DI,PI,117,2015
2015-06-22,DI,CU,101,2015
2015-06-22,DI,CU,111,2015
2015-06-22,DI,CU,108,2015
2015-06-22,DI,CU,120,2015
2015-06-22,DI,CU,112,2015
2015-06-22,DI,SO,121,2015
2015-06-22,DI,SO,115,2015
2015-06-22,DI,SO,120,2015
2015-06-22,DI,SO,120,2015
2015-06-22,DI,SO,117,2015
2015-06-22,DI,SO,124,2015
2015-06-22,DI,SO,122,2015
2015-06-22,DI,SO,129,2015
2015-06-22,DI,SO,125,2015
2015-06-22,DI,SO,117,2015
2015-06-22,DI,SO,127,2015
2015-06-22,DI,SO,121,2015
2015-06-22,DI,SO,126,2015
2015-06-22,DI,SO,116,2015
2015-06-22,DI,SO,121,2015
2015-06-22,DI,SO,122,2015
2015-06-22,DI,SO,120,2015
2015-06-22,DI,SO,119,2015
2015-06-22,DI,SO,122,2015
2015-06-24,DI,SO,123,2015
2015-06-24,DI,SO,130,2015
2015-06-24,DI,SO,129,2015
2015-06-24,DI,SO,129,2015
2015-06-24,DI,SO,133,2015
2015-06-24,DI,SO,131,2015
2015-06-24,DI,SO,132,2015
2015-06-24,DI,CU,116,2015
2015-06-24,DI,CU,113,2015
2015-06-24,DI,CU,137,2015
2015-06-24,DI,CU,134,2015
2015-06-24,DI,CU,125,2015
2015-06-27,DI,SO,129,2015
2015-06-27,DI,SO,116,2015
2015-06-27,DI,SO,123,2015
2015-06-27,DI,SO,118,2015
2015-06-27,DI,SO,130,2015
2015-06-27,DI,SO,116,2015
2015-06-27,DI,SO,120,2015
2015-06-27,DI,SO,100,2015
2015-06-27,DI,SO,116,2015
2015-06-27,DI,SO,122,2015
2015-06-27,DI,SO,122,2015
2015-06-27,DI,CU,109,2015
2015-06-27,DI,CU,101,2015
2015-06-27,DI,CU,144,2015
2015-06-27,DI,CU,140,2015
2015-06-27,DI,CU,96,2015
2015-06-27,DI,PI,120,2015
2015-06-27,DI,PI,117,2015
2015-06-27,DI,PI,114,2015
2015-06-27,DI,PI,99,2015
2015-06-27,DI,PI,112,2015
2015-06-27,DI,PI,119,2015
2015-06-27,DI,PI,117,2015
2015-06-27,DI,PI,120,2015
2015-06-27,DI,PI,119,2015
2015-06-27,DI,PI,111,2015
2015-06-29,DI,SO,126,2015
2015-06-29,DI,SO,129,2015
2015-06-29,DI,SO,103,2015
2015-06-29,DI,SO,119,2015
2015-06-29,DI,SO,128,2015
2015-06-29,DI,SO,119,2015
2015-06-29,DI,SO,116,2015
2015-06-29,DI,SO,109,2015
2015-06-29,DI,PI,110,2015
2015-06-29,DI,PI,111,2015
2015-06-29,DI,CU,109,2015
2015-06-29,DI,CU,122,2015
2015-06-29,DI,CU,107,2015
2015-06-29,DI,CU,146,2015
2015-06-29,DI,CU,117,2015
2015-06-29,DI,CU,114,2015
2015-06-29,DI,CU,115,2015
2015-07-02,DI,SO,126,2015
2015-07-02,DI,SO,127,2015
2015-07-02,DI,SO,121,2015
2015-07-02,DI,SO,122,2015
2015-07-02,DI,SO,125,2015
2015-07-02,DI,SO,124,2015
2015-07-02,DI,SO,129,2015
2015-07-02,DI,SO,127,2015
2015-07-02,DI,SO,115,2015
2015-07-02,DI,SO,90,2015
2015-07-02,DI,PI,121,2015
2015-07-02,DI,PI,135,2015
2015-07-02,DI,CU,136,2015
2015-07-02,DI,CU,143,2015
2015-07-02,DI,CU,113,2015
2015-07-02,DI,CU,144,2015
2015-07-02,DI,CU,137,2015
2015-07-02,DI,PI,116,2015
2015-07-02,DI,PI,123,2015
2015-07-02,DI,PI,108,2015
2015-07-02,DI,PI,123,2015
2015-07-02,DI,PI,122,2015
2015-07-02,DI,SO,116,2015
2015-07-06,DI,SO,122,2015
2015-07-06,DI,SO,111,2015
2015-07-06,DI,SO,121,2015
2015-07-06,DI,SO,128,2015
2015-07-06,DI,CU,136,2015
2015-07-06,DI,CU,125,2015
2015-07-06,DI,CU,128,2015
2015-07-06,DI,CU,152,2015
2015-07-06,DI,CU,140,2015
2015-07-07,DI,SO,127,2015
2015-07-07,DI,SO,121,2015
2015-07-07,DI,SO,126,2015
2015-07-07,DI,SO,133,2015
2015-07-07,DI,SO,128,2015
2015-07-07,DI,CU,117,2015
2015-07-07,DI,CU,131,2015
2015-07-07,DI,CU,137,2015
2015-07-07,DI,CU,131,2015
2015-07-07,DI,CU,116,2015
2015-07-07,DI,PI,122,2015
2015-07-07,DI,PI,136,2015
2015-07-07,DI,PI,125,2015
2015-07-07,DI,PI,148,2015
2015-07-07,DI,PI,122,2015
2015-07-07,DI,PI,132,2015
2015-07-07,DI,PI,128,2015
2015-07-07,DI,PI,137,2015
2015-07-07,DI,PI,152,2015
2015-07-07,DI,PI,136,2015
2016-05-14,DI,SO,77,2016
2016-05-14,DI,PI,57,2016
2016-05-14,DI,PI,62,2016
2016-05-14,DI,PI,60,2016
2016-05-14,DI,SO,128,2016
2016-05-14,DI,SO,96,2016
2016-05-14,DI,SO,115,2016
2016-05-14,DI,SO,113,2016
2016-05-14,DI,SO,113,2016
2016-05-14,DI,SO,116,2016
2016-05-14,DI,SO,101,2016
2016-05-14,DI,SO,126,2016
2016-05-14,DI,SO,118,2016
2016-05-14,DI,SO,88,2016
2016-05-14,DI,SO,118,2016
2016-05-14,DI,SO,105,2016
2016-05-14,DI,SO,97,2016
2016-05-14,DI,SO,103,2016
2016-05-14,DI,SO,122,2016
2016-05-14,DI,SO,130,2016
2016-05-14,DI,SO,92,2016
2016-05-14,DI,SO,90,2016
2016-05-14,DI,SO,106,2016
2016-05-14,DI,SO,90,2016
2016-05-14,DI,SO,89,2016
2016-05-14,DI,SO,124,2016
2016-05-14,DI,SO,105,2016
2016-05-14,DI,SO,100,2016
2016-05-14,DI,SO,118,2016
2016-05-14,DI,SO,95,2016
2016-05-14,DI,SO,123,2016
2016-05-14,DI,SO,124,2016
2016-05-14,DI,SO,111,2016
2016-05-14,DI,SO,89,2016
2016-05-15,DI,SO,104,2016
2016-05-15,DI,SO,80,2016
2016-05-15,DI,SO,114,2016
2016-05-15,DI,SO,88,2016
2016-05-15,DI,SO,90,2016
2016-05-15,DI,SO,98,2016
2016-05-15,DI,SO,85,2016
2016-05-15,DI,SO,83,2016
2016-05-15,DI,SO,102,2016
2016-05-15,DI,SO,96,2016
2016-05-15,DI,CU,109,2016
2016-05-15,DI,CU,67,2016
2016-05-15,DI,CU,68,2016
2016-05-15,DI,CU,100,2016
