package_id,seine_id,pkg_species,n_fish,field_liced_status,preservation_status,pkg_type,pkg_comments
DP737,DE353N1,CU,10,N,OK,JSP,NA
JP488,JE290N2,CU,10,N,OK,JSP,NA
JP498,JE259N3,CU,10,N,OK,JSP,NA
DP763,DE321N1,CU,10,N,OK,JSP,NA
DP774,DE295N1,CU,10,N,OK,JSP,NA
JP476,JE273N1,CU,10,N,OK,JSP,NA
JP506,JE243N2,CU,7,N,OK,JSP,NA
DP779,DE274N1,CI,7,N,OK,JSP,NA
JP507,JE265N1,CU,10,N,OK,JSP,NA
JP501,JE303N1,CU,10,N,OK,JSP,NA
DP762,DE297N1,CU,3,N,OK,JSP,NA
DP742,DE338N1,CU,10,N,OK,JSP,NA
JP495,JE293N2,CU,10,N,OK,JSP,NA
DP757,DE282N1,CU,4,N,OK,JSP,NA
JP479,JE291N1,CU,10,N,OK,JSP,NA
JP503,JE263N1,CU,10,N,OK,JSP,NA
JP518,JE271N1,CU,10,N,OK,JSP,NA
DP741,DE352N1,CU,10,N,OK,JSP,NA
DP758,DE360N1,CU,10,N,OK,JSP,NA
JP505,JE245N2,CU,10,N,OK,JSP,NA
JP522,JE249N1,CU,10,N,OK,JSP,NA
JP525,JE282N1,CU,10,N,OK,JSP,NA
DP770,DE305N2,CU,10,N,OK,JSP,NA
JP481,JE285N1,CU,10,N,OK,JSP,NA
DP736,DE344N1,CU,10,N,OK,JSP,NA
DP752,DE335N2,CU,10,N,OK,JSP,NA
JP530,JE303N1,CU,1,N,OK,JSP,NA
DP733,DE275N1,CU,10,N,OK,JSP,NA
JP491,JE257N1,CU,10,N,OK,JSP,NA
DP772,DE267N1,CU,3,N,OK,JSP,NA
JP483,JE238N1,CU,7,N,OK,JSP,NA
DP761,DE278N1,CU,10,N,OK,JSP,NA
JP543,JE249N1,PI,10,N,OK,JSP,NA
JP536,JE282N1,PI,10,N,OK,JSP,NA
JP545,JE273N1,PI,10,N,OK,JSP,NA
DP785,DE305N2,PI,10,N,OK,JSP,NA
JP544,JE254N1,PI,1,N,OK,JSP,NA
JP541,JE291N1,PI,10,N,OK,JSP,NA
DP784,DE282N1,PI,4,N,OK,JSP,NA
JP540,JE272N2,PI,10,N,OK,JSP,NA
DP769,DE352N1,PI,10,N,OK,JSP,NA
DP773,DE341N1,PI,10,N,OK,JSP,NA
JP535,JE303N1,PI,10,N,OK,JSP,NA
DP791,DE259N1,PI,1,N,OK,JSP,NA
DP778,DE296N1,PI,6,N,OK,JSP,NA
JP527,JE290N2,PI,10,N,OK,JSP,NA
JP539,JE234N2,PI,10,N,OK,JSP,NA
JP521,JE245N2,PI,9,N,OK,JSP,NA
DP789,DE353N1,PI,10,N,OK,JSP,NA
DP764,DE338N1,PI,10,N,OK,JSP,NA
JP534,JE285N1,PI,10,N,OK,JSP,NA
JP532,JE244N1,PI,10,N,OK,JSP,NA
DP783,DE321N1,PI,10,N,OK,JSP,NA
JP537,JE293N2,PI,10,N,OK,JSP,NA
DP782,DE360N1,PI,10,N,OK,JSP,NA
DP786,DE295N1,PI,4,N,OK,JSP,NA
JP531,JE256N1,PI,10,N,OK,JSP,NA
DP776,DE293N1,PI,10,N,OK,JSP,NA
JP533,JE271N1,PI,10,N,OK,JSP,NA
DP519,DE255N2,PI,10,N,OK,JSP,NA
DP834,DE269N2,PI,3,N,OK,JSP,NA
JP520,JE253N1,PI,10,N,OK,JSP,NA
DP777,DE344N1,PI,10,N,OK,JSP,NA
DP787,DE355N1,PI,10,N,OK,JSP,NA
JP538,JE243N2,PI,5,N,OK,JSP,NA
DP859,DE274N1,PI,4,N,OK,JSP,NA
DP765,DE275N1,PI,10,N,OK,JSP,NA
DP771,DE278N1,PI,10,N,OK,JSP,NA
JP542,JE265N1,PI,10,N,OK,JSP,NA
DP794,DE258N1,PI,3,N,OK,JSP,NA
DP790,DE279N2,PI,1,N,OK,JSP,NA
DP792,DE299N1,PI,10,N,OK,JSP,NA
DP767,DE297N1,PI,4,N,OK,JSP,NA
JP546,JE236N1,PI,2,N,OK,JSP,NA
DP793,DE301N1,PI,3,N,OK,JSP,NA
JP528,JE238N1,PI,6,N,OK,JSP,NA
JP523,JE263N1,PI,10,N,OK,JSP,NA
JP478,JE253N1,CU,10,N,OK,JSP,NA
DP788,DE310N2,PI,8,N,OK,JSP,NA
DP780,DE255N2,PI,10,N,OK,JSP,NA
DP781,DE335N2,PI,10,N,OK,JSP,NA
DP714,DE219N1,PI,10,N,OK,JSP,Tag said 10 CU at D10
DP679,DE137N1,CU,5,N,OK,JSP,NA
DP715,DE109N1,HE,2,N,OK,JSP,And 1 trainer SO
DP671,DE152N3,PI,1,N,OK,JSP,NA
DP707,DE234N1,CU,10,N,OK,JSP,NA
DP693,DE150N3,PI,1,N,OK,JSP,all in the same package
DP684,DE114N1,PI,5,N,OK,JSP,NA
DP690,DE103N1,CU,5,N,OK,JSP,NA
DP700,DE105N1,CU,10,N,OK,JSP,NA
DP685,DE114N1,CO,1,N,OK,JSP,NA
DP676,DE117N1,HE,1,N,OK,JSP,NA
DP717,DE158N2,CU,3,N,OK,JSP,NA
DP673,DE238N1,PI,6,N,OK,JSP,NA
DP711,DE104N1,CU,10,N,OK,JSP,NA
DP681,DE237N1,PI,5,N,OK,JSP,NA
DP691,DE103N1,PI,1,N,OK,JSP,NA
DP702,DE100N3,HE,2,N,OK,JSP,NA
DP689,DE128N4,CU,5,N,OK,JSP,NA
DP712,DE104N1,HE,1,N,OK,JSP,NA
DP705,DE198N2,HE,6,N,OK,JSP,NA
DP666,DE160N1,CU,10,N,OK,JSP,NA
DP686,DE155N1,CU,2,N,OK,JSP,NA
DP710,DE110N1,PI,1,N,OK,JSP,NA
DP694,DE120N2,CU,10,N,OK,JSP,NA
DP672,DE225N1,CU,10,N,OK,JSP,NA
DP677,DE117N1,CU,2,N,OK,JSP,NA
DP687,DE128N4,CO,1,N,OK,JSP,NA
DP669,DE152N3,CU,10,N,OK,JSP,NA
DP697,DE184N1,PI,5,N,OK,JSP,NA
DP708,DE234N1,PI,10,N,OK,JSP,NA
DP695,DE184N1,CO,1,N,OK,JSP,NA
DP670,DE152N3,HE,1,N,OK,JSP,NA
DP680,DE137N1,HE,1,N,OK,JSP,NA
DP703,DE219N1,CU,10,N,OK,JSP,NA
DP701,DE100N3,CO,1,N,OK,JSP,NA
DP716,DE109N1,CU,2,N,OK,JSP,NA
DP699,DE105N1,HE,2,N,OK,JSP,NA
DP674,DE238N1,CU,10,N,OK,JSP,NA
DP667,DE160N1,HE,2,N,OK,JSP,NA
DP696,DE184N1,CU,10,N,OK,JSP,NA
DP704,DE198N2,CO,1,N,OK,JSP,NA
DP683,DE114N1,CU,10,N,OK,JSP,NA
DP682,DE237N1,CU,10,N,OK,JSP,NA
DP713,DE102N1,HE,7,N,OK,JSP,NA
DP675,DE100N3,CU,10,N,OK,JSP,NA
DP709,DE110N1,CU,10,N,OK,JSP,NA
DP706,DE198N2,CU,10,N,OK,JSP,And 1 trainer CU
DP698,DE212N2,CU,10,N,OK,JSP,NA
DP692,DE150N3,CU,10,N,OK,JSP,NA
JP432,JE204N2,CU,10,N,OK,JSP,NA
JP433,JE116N1,CU,10,N,OK,JSP,NA
JP424,JE165N1,PI,10,N,OK,JSP,NA
JP395,JE197N1,PI,1,N,OK,JSP,NA
JP389,JE128N2,CU,10,N,OK,JSP,NA
JP413,JE129N3,CO,4,N,OK,JSP,NA
JP405,JE126N1,HE,5,N,OK,JSP,NA
JP415,JE160N1,HE,2,N,OK,JSP,NA
JP397,JE187N1,CU,10,N,OK,JSP,NA
JP372,JE138N1,PI,2,N,OK,JSP,NA
JP368,JE198N2,PI,8,N,OK,JSP,NA
JP451,2015-05-08-J08,CO,1,N,OK,JSP,NA
JP369,JE157N2,CU,10,N,OK,JSP,NA
JP383,JE178N1,HE,3,N,OK,JSP,NA
JP391,JE119N1,CO,10,N,OK,JSP,NA
JP409,JE137N1,CO,5,N,OK,JSP,NA
JP394,JE197N1,HE,2,N,OK,JSP,NA
JP386,JE192N1,HE,2,N,OK,JSP,NA
JP419,JE115N1,CO,1,N,OK,JSP,NA
JP426,JE162N1,PI,10,N,OK,JSP,NA
JP429,JE196N1,CO,1,N,OK,JSP,NA
JP422,JE155N1,CU,10,N,OK,JSP,NA
JP442,JE155N1,CO,1,N,OK,JSP,NA
JP402,JE193N1,CU,10,N,OK,JSP,NA
JP416,JE160N1,CO,1,N,OK,JSP,NA
JP436,JE132N1,CU,10,N,OK,JSP,NA
JP408,JE212N1,PI,5,N,OK,JSP,NA
JP439,JE187N1,CU,5,N,OK,JSP,NA
JP434,JE208N2,PI,10,N,OK,JSP,NA
JP371,JE138N1,CO,4,N,OK,JSP,NA
JP384,JE178N1,CO,10,N,OK,JSP,NA
JP403,JE114N1,CU,10,N,OK,JSP,NA
JP393,JE179N1,PI,10,N,OK,JSP,NA
JP431,JE196N1,CU,10,N,OK,JSP,NA
JP435,JE208N2,HE,2,N,OK,JSP,NA
JP414,JE129N3,HE,5,N,OK,JSP,NA
JP373,JE138N1,CU,10,N,OK,JSP,NA
JP443,JE198N2,CU,10,N,OK,JSP,NA
JP449,JE203N1,CO,1,N,OK,JSP,NA
JP385,JE192N1,CU,10,N,OK,JSP,NA
JP421,JE115N1,CU,10,N,OK,JSP,NA
JP366,JE203N1,CU,10,N,OK,JSP,NA
JP450,JE105N2,CO,3,N,PC,JSP,NA
JP374,JE150N1,HE,2,N,OK,JSP,NA
JP444,JE175N1,PI,1,N,OK,JSP,NA
DP688,DE128N4,HE,1,N,OK,JSP,NA
JP404,JE126N1,CO,1,N,OK,JSP,NA
JP381,JE137N1,CU,10,N,OK,JSP,NA
JP399,JE212N1,CU,10,N,OK,JSP,NA
JP398,JE212N1,PI,5,N,OK,JSP,NA
JP388,JE128N2,CO,1,N,OK,JSP,NA
JP425,JE162N1,CO,3,N,OK,JSP,NA
JP370,JE157N2,PI,3,N,OK,JSP,NA
DP668,DE160N1,PI,3,N,OK,JSP,NA
JP448,JE131N1,HE,5,N,OK,JSP,NA
JP428,JE205N1,PI,10,N,OK,JSP,NA
JP447,JE205N1,CU,8,N,OK,JSP,NA
JP427,JE205N1,CU,2,N,OK,JSP,NA
JP446,JE206N2,HE,10,N,OK,JSP,NA
JP396,JE197N1,CU,10,N,OK,JSP,NA
JP392,JE168N1,HE,10,N,OK,JSP,NA
JP474,JE209N1,HE,3,N,OK,JSP,NA
JP367,JE198N2,HE,2,N,OK,JSP,NA
JP401,JE162N1,CU,10,N,OK,JSP,NA
JP418,JE160N1,CU,10,N,OK,JSP,NA
JP440,JE168N1,CO,1,N,OK,JSP,NA
JP410,JE114N1,PI,2,N,OK,JSP,NA
JP376,JE150N1,CO,3,N,OK,JSP,NA
JP438,JE187N1,PI,10,N,OK,JSP,NA
JP437,JE132N1,HE,3,N,OK,JSP,NA
JP420,JE115N1,HE,3,N,OK,JSP,NA
JP400,JE182N1,CU,10,N,OK,JSP,NA
JP375,JE150N1,PI,3,N,OK,JSP,NA
JP430,JE196N1,PI,5,N,OK,JSP,NA
JP379,JE137N1,PI,1,N,OK,JSP,NA
JP441,JE168N1,CU,10,N,OK,JSP,NA
JP382,JE179N1,CU,10,N,OK,JSP,NA
JP387,JE182N1,PI,10,N,OK,JSP,NA
JP423,JE165N1,HE,3,N,OK,JSP,NA
JP407,JE212N1,HE,2,N,OK,JSP,NA
JP380,JE137N1,HE,1,N,OK,JSP,NA
JP406,JE154N1,HE,2,N,OK,JSP,NA
JP737,JE114N1,CO,4,N,OK,JSP,NA
JP727,JE302N1,SO,10,N,OK,JSP,NA
JP728,JE302N1,SO,10,N,OK,JSP,NA
JP715,JE293N2,SO,10,N,OK,JSP,NA
JP721,JE292N1,SO,10,N,OK,JSP,NA
JP709,JE282N1,SO,10,N,OK,JSP,NA
JP708,JE254N1,SO,10,N,OK,JSP,NA
JP726,JE291N1,SO,10,N,OK,JSP,NA
JP720,JE292N1,SO,10,N,OK,JSP,NA
JP701,JE233N1,SO,11,N,OK,JSP,NA
JP699,JE256N1,SO,10,N,OK,JSP,NA
JP722,JE265N1,SO,10,N,OK,JSP,NA
JP718,JE257N1,SO,10,N,OK,JSP,NA
JP714,JE244N1,SO,10,N,OK,JSP,NA
JP698,JE263N1,SO,10,N,OK,JSP,NA
JP725,JE259N3,SO,10,N,OK,JSP,NA
JP729,JE238N1,SO,5,N,OK,JSP,NA
JP704,JE273N1,SO,10,N,OK,JSP,NA
JP707,JE303N1,SO,10,N,OK,JSP,NA
JP702,JE292N1,SO,1,N,OK,JSP,NA
JP731,JE265N1,SO,2,N,OK,JSP,NA
JP730,JE303N1,SO,2,N,OK,JSP,NA
JP700,JE291N1,SO,10,N,OK,JSP,NA
JP717,JE293N2,SO,8,N,OK,JSP,NA
JP716,JE273N1,SO,10,N,OK,JSP,NA
JP713,JE236N1,SO,10,N,OK,JSP,NA
JP705,JE244N1,SO,10,N,OK,JSP,NA
JP723,JE267N1,SO,10,N,OK,JSP,NA
JP645,JE208N2,SO,5,N,OK,JSP,NA
JP711,JE270N1,SO,10,N,OK,JSP,NA
JP703,JE268N1,SO,10,N,OK,JSP,NA
JP719,JE283N1,SO,10,N,OK,JSP,NA
JP712,JE285N1,SO,10,N,OK,JSP,NA
JP706,JE271N1,SO,10,N,OK,JSP,NA
JP710,JE253N1,SO,8,N,OK,JSP,NA
JP724,JE257N1,SO,10,N,OK,JSP,NA
DP893,DE315N1,SO,5,N,OK,JSP,NA
DP891,DE338N1,SO,10,N,OK,JSP,NA
JP663,JE245N2,SO,10,N,OK,JSP,NA
JP697,JE268N1,SO,10,N,OK,JSP,NA
JP696,JE273N1,SO,10,N,OK,JSP,NA
JP650,JE252N1,SO,8,N,OK,JSP,NA
JP635,JE258N1,SO,10,N,OK,JSP,NA
JP637,JE234N2,SO,15,N,OK,JSP,NA
JP667,JE238N1,SO,15,N,OK,JSP,NA
JP669,JE243N2,SO,10,N,OK,JSP,NA
JP687,JE254N1,SO,10,N,OK,JSP,NA
JP638,JE269N1,SO,10,N,OK,JSP,NA
JP691,JE249N1,SO,10,N,OK,JSP,NA
JP660,JE256N1,SO,10,N,OK,JSP,NA
JP689,JE231N1,SO,10,N,OK,JSP,NA
JP658,JE246N1,SO,10,N,OK,JSP,NA
JP694,JE246N1,SO,10,N,OK,JSP,NA
JP664,JE231N1,SO,10,N,OK,JSP,NA
JP668,JE285N1,SO,9,N,OK,JSP,NA
JP695,JE273N1,SO,10,N,OK,JSP,NA
JP662,JE269N1,SO,10,N,OK,JSP,NA
JP688,JE273N1,SO,10,N,OK,JSP,NA
JP642,JE249N1,SO,10,N,OK,JSP,NA
JP666,JE267N1,SO,10,N,OK,JSP,NA
JP671,JE236N1,SO,15,N,OK,JSP,NA
JP672,JE234N2,SO,1,N,OK,JSP,NA
JP690,JE271N1,SO,10,N,OK,JSP,NA
JP659,JE282N1,SO,10,N,OK,JSP,NA
JP665,JE270N1,SO,10,N,OK,JSP,NA
JP636,JE233N1,SO,9,N,OK,JSP,NA
JP692,JE245N2,SO,10,N,OK,JSP,NA
JP670,JE285N1,SO,1,N,OK,JSP,NA
JP661,JE243N2,SO,10,N,OK,JSP,NA
JP693,JE259N3,SO,10,N,OK,JSP,NA
DP864,DE296N1,SO,10,N,OK,JSP,NA
DP882,DE255N2,SO,10,N,OK,JSP,NA
DP836,DE269N2,SO,20,N,OK,JSP,NA
DP885,DE258N1,SO,10,N,OK,JSP,NA
DP871,DE282N1,SO,20,N,OK,JSP,NA
DP865,DE305N2,SO,10,N,OK,JSP,NA
DP868,DE360N1,SO,5,N,OK,JSP,NA
DP872,DE296N1,SO,10,N,OK,JSP,NA
DP883,DE255N2,SO,10,N,OK,JSP,NA
DP862,DE299N1,SO,10,N,OK,JSP,NA
DP881,DE335N2,SO,10,N,OK,JSP,NA
DP854,DE297N1,SO,10,N,OK,JSP,NA
DP884,DE258N1,SO,10,N,OK,JSP,NA
DP874,DE260N1,SO,1,N,OK,JSP,NA
DP869,DE259N1,SO,20,N,OK,JSP,NA
DP861,DE267N1,SO,20,N,OK,JSP,NA
DP863,DE297N1,SO,10,N,OK,JSP,NA
DP856,DE338N1,SO,10,N,OK,JSP,NA
DP873,DE303N1,SO,10,N,OK,JSP,NA
DP887,DE275N1,SO,10,N,OK,JSP,NA
DP886,DE275N1,SO,10,N,OK,JSP,NA
DP857,DE335N2,SO,10,N,OK,JSP,NA
DP888,DE299N1,SO,10,N,OK,JSP,NA
DP870,DE295N1,SO,10,N,OK,JSP,NA
DP855,DE303N1,SO,10,N,OK,JSP,NA
DP892,DE305N2,SO,10,N,OK,JSP,NA
DP875,DE293N1,SO,10,N,OK,JSP,NA
DP853,DE293N1,SO,4,N,OK,JSP,NA
DP889,DE360N1,SO,5,N,OK,JSP,NA
DP860,DE353N1,SO,2,N,OK,JSP,NA
DP866,DE278N1,SO,20,N,OK,JSP,NA
DP890,DE360N1,SO,5,N,OK,JSP,NA
DP877,DE341N1,SO,1,N,OK,JSP,NA
DP852,DE353N1,SO,10,N,OK,JSP,NA
JP647,JE131N1,CU,10,N,OK,JSP,NA
JP639,JE147N1,HE,10,N,OK,JSP,NA
JP651,JE147N1,CU,10,N,OK,JSP,NA
JP629,JE190N1,CU,10,N,OK,JSP,NA
JP628,JE190N1,HE,5,N,OK,JSP,NA
JP624,JE211N1,PI,10,N,OK,JSP,NA
JP625,JE216N1,PI,10,N,OK,JSP,NA
JP649,JE150N1,CU,10,N,OK,JSP,NA
JP469,JE213N1,HE,2,N,OK,JSP,NA
JP632,JE207N2,PI,10,N,OK,JSP,NA
JP627,JE174N1,CU,10,N,OK,JSP,NA
JP631,JE203N1,HE,10,N,OK,JSP,NA
JP633,JE203N1,PI,10,N,OK,JSP,NA
JP641,JE206N2,CU,10,N,OK,JSP,NA
JP621,JE142N1,CU,10,N,OK,JSP,NA
JP613,JE174N1,PI,10,N,OK,JSP,NA
JP644,JE196N1,HE,10,N,OK,JSP,NA
JP616,JE176N2,PI,10,N,OK,JSP,NA
JP619,JE116N1,HE,5,N,OK,JSP,NA
JP653,JE217N1,CU,8,N,OK,JSP,NA
JP657,JE112N1,CU,2,N,OK,JSP,NA
JP626,JE174N1,HE,1,N,OK,JSP,NA
JP634,JE185N1,PI,2,N,OK,JSP,NA
JP648,JE165N1,CU,10,N,OK,JSP,NA
JP643,JE196N1,PI,4,N,OK,JSP,NA
JP617,JE142N1,HE,3,N,OK,JSP,NA
JP655,JE177N2,CO,1,N,OK,JSP,NA
JP652,JE208N2,CU,10,N,OK,JSP,NA
JP622,JE200N1,CU,10,N,OK,JSP,NA
JP615,JE184N1,CU,10,N,OK,JSP,NA
JP646,JE131N1,HE,5,N,OK,JSP,NA
JP620,JE116N1,CO,1,N,OK,JSP,NA
JP656,JE177N2,PI,4,N,OK,JSP,NA
JP630,JE207N2,CO,3,N,OK,JSP,NA
JP618,JE166N1,HE,10,N,OK,JSP,NA
JP614,JE206N2,PI,10,N,OK,JSP,NA
JP623,JE200N1,PI,2,N,OK,JSP,NA
JP577,JE240N1,SO,5,N,OK,JSP,NA
JP581,JE264N1,SO,10,N,OK,JSP,NA
JP578,JE250N2,SO,10,N,OK,JSP,NA
JP579,JE240N1,SO,15,N,OK,JSP,NA
JP580,JE264N1,SO,10,N,OK,JSP,NA
JP681,JE173N1,HE,10,N,OK,JSP,NA
JP684,JE193N1,PI,10,N,OK,JSP,NA
JP677,JE113N1,CU,10,N,OK,JSP,NA
JP675,JE149N1,CU,10,N,OK,JSP,NA
JP678,JE113N1,HE,4,N,OK,JSP,NA
JP674,JE149N1,CO,1,N,OK,JSP,NA
JP682,JE192N1,HE,2,N,OK,JSP,NA
JP685,JE154N1,CO,4,N,OK,JSP,NA
JP686,JE154N1,CU,10,N,OK,JSP,NA
JP673,JE183N1,CU,10,N,OK,JSP,NA
JP676,JE140N1,HE,5,N,OK,JSP,NA
JP683,JE192N1,PI,10,N,OK,JSP,NA
DP837,DE153N2,CU,10,N,OK,JSP,NA
DP840,DE192N3,CU,10,N,OK,JSP,NA
DP846,DE101N1,CU,10,N,OK,JSP,NA
DP842,DE241N1,CU,10,N,OK,JSP,NA
DP844,DE205N2,CU,10,N,OK,JSP,NA
DP847,DE124N1,CU,10,N,OK,JSP,NA
DP841,DE108N1,CU,10,N,OK,JSP,NA
DP878,DE218N1,CU,10,N,OK,JSP,NA
DP876,DE174N1,CU,10,N,OK,JSP,NA
DP849,DE120N2,CU,1,N,OK,JSP,NA
DP880,DE218N1,HE,1,N,OK,JSP,NA
DP848,DE120N2,HE,6,N,OK,JSP,NA
DP851,DE149N1,HE,1,N,OK,JSP,NA
DP839,DE192N3,CO,1,N,OK,JSP,NA
DP850,DE149N1,CO,1,N,OK,JSP,NA
DP879,DE218N1,CO,1,N,OK,JSP,NA
DP838,DE192N3,PI,1,N,OK,JSP,NA
DP843,DE241N1,PI,10,N,OK,JSP,NA
DP845,DE205N2,PI,2,N,OK,JSP,NA
JP609,JE174N1,CU,10,N,OK,JSP,NA
JP597,JE143N1,CU,10,N,OK,JSP,NA
JP583,JE207N2,CU,10,N,OK,JSP,NA
JP602,JE216N1,CU,10,N,OK,JSP,NA
JP587,JE188N1,PI,10,N,OK,JSP,NA
JP585,JE146N1,CU,10,N,OK,JSP,NA
JP584,JE146N1,HE,2,N,OK,JSP,NA
JP610,JE174N1,PI,2,N,OK,JSP,NA
JP612,JE166N1,CU,10,N,OK,JSP,NA
JP591,JE119N1,CU,10,N,OK,JSP,NA
JP608,JE178N1,CO,1,N,OK,JSP,NA
JP596,JE186N1,CU,10,N,OK,JSP,NA
JP592,JE176N2,CU,10,N,OK,JSP,NA
JP595,JE186N1,PI,1,N,OK,JSP,NA
JP607,JE178N1,PI,10,N,OK,JSP,NA
JP611,JE166N1,PI,4,N,OK,JSP,NA
JP604,JE175N1,CU,10,N,OK,JSP,NA
JP593,JE139N1,CU,10,N,OK,JSP,NA
JP606,JE178N1,HE,3,N,OK,JSP,NA
JP594,JE139N1,CO,3,N,OK,JSP,NA
JP588,JE126N1,CU,10,N,OK,JSP,NA
JP586,JE188N1,CU,10,N,OK,JSP,NA
JP601,JE190N1,HE,3,N,OK,JSP,NA
JP599,JE123N3,CU,11,N,OK,JSP,NA
JP590,JE129N3,CU,10,N,OK,JSP,NA
JP603,JE216N1,HE,2,N,OK,JSP,NA
JP582,JE207N2,CO,1,N,OK,JSP,NA
JP600,JE123N3,CO,1,N,OK,JSP,NA
JP598,JE123N3,HE,1,N,OK,JSP,NA
JP589,JE217N1,HE,5,N,OK,JSP,NA
JP605,JE190N1,PI,10,N,OK,JSP,NA
JP570,JE148N3,CO,6,N,OK,JSP,NA
JP556,JE171N2,CO,6,N,OK,JSP,NA
JP557,JE148N3,PI,1,N,OK,JSP,NA
JP553,JE181N2,HE,5,N,OK,JSP,NA
JP559,JE180N2,CU,5,N,OK,JSP,NA
JP566,JE210N2,CU,10,N,OK,JSP,NA
DP795,DE112N1,HE,5,N,OK,JSP,NA
JP551,JE189N2,CU,4,N,OK,JSP,NA
JP550,JE191N1,HE,1,N,OK,JSP,NA
JP549,JE202N1,CU,10,N,OK,JSP,NA
DP796,DE154N1,HE,2,N,OK,JSP,NA
DP800,DE214N1,CU,2,N,OK,JSP,NA
DP797,DE236N1,HE,2,N,OK,JSP,NA
DP804,DE130N1,CU,5,N,OK,JSP,NA
DP802,DE112N1,CU,5,N,OK,JSP,NA
JP558,JE122N2,CU,10,N,OK,JSP,NA
JP547,JE118N1,CU,5,N,OK,JSP,NA
DP806,DE206N1,CU,5,N,OK,JSP,NA
JP552,JE134N1,CU,5,N,OK,JSP,NA
DP813,DE175N1,CU,10,N,OK,JSP,NA
JP548,JE218N1,CU,5,N,OK,JSP,NA
JP654,JE262N1,PI,1,N,OK,JSP,NA
JP555,JE181N2,CU,5,N,OK,JSP,NA
DP811,DE199N1,HE,5,N,OK,JSP,NA
DP814,DE151N1,CU,5,N,OK,JSP,NA
JP562,JE148N3,CU,10,N,OK,JSP,NA
JP568,JE201N3,CU,5,N,OK,JSP,NA
DP799,DE174N1,PI,5,N,OK,JSP,NA
DP816,DE231N2,CU,5,N,OK,JSP,NA
DP801,DE170N2,CU,5,N,OK,JSP,NA
DP818,DE107N1,HE,5,N,OK,JSP,NA
DP808,DE226N2,CU,3,N,OK,JSP,NA
JP571,JE163N1,HE,2,N,OK,JSP,NA
