sample_id,sample_type,sample_subtype,ufn,sample_comments,analyzing_lab,sample_quality_flag,sample_quality_log
S236RG1,RNA_pathogens,gill,U236,NA,NA,AV,NA
S237RG1,RNA_pathogens,gill,U237,NA,NA,AV,NA
S238RG1,RNA_pathogens,gill,U238,NA,NA,AV,NA
S239RG1,RNA_pathogens,gill,U239,NA,NA,AV,NA
S240RG1,RNA_pathogens,gill,U240,NA,NA,AV,NA
S241RG1,RNA_pathogens,gill,U241,NA,NA,AV,NA
S242RG1,RNA_pathogens,gill,U242,NA,NA,AV,NA
S243RG1,RNA_pathogens,gill,U243,NA,NA,AV,NA
S244RG1,RNA_pathogens,gill,U244,NA,NA,AV,NA
S245RG1,RNA_pathogens,gill,U245,NA,NA,AV,NA
S246RG1,RNA_pathogens,gill,U246,NA,NA,AV,NA
S247RG1,RNA_pathogens,gill,U247,NA,NA,AV,NA
S248RG1,RNA_pathogens,gill,U248,NA,NA,AV,NA
S249RG1,RNA_pathogens,gill,U249,NA,NA,AV,NA
S250RG1,RNA_pathogens,gill,U250,NA,NA,AV,NA
S251RG1,RNA_pathogens,gill,U251,NA,NA,AV,NA
S252RG1,RNA_pathogens,gill,U252,NA,NA,AV,NA
S253RG1,RNA_pathogens,gill,U253,NA,NA,AV,NA
S254RG1,RNA_pathogens,gill,U254,NA,NA,AV,NA
S255RG1,RNA_pathogens,gill,U255,NA,NA,AV,NA
S256RG1,RNA_pathogens,gill,U256,NA,NA,AV,NA
S257RG1,RNA_pathogens,gill,U257,NA,NA,AV,NA
S258RG1,RNA_pathogens,gill,U258,NA,NA,AV,NA
S259RG1,RNA_pathogens,gill,U259,NA,NA,AV,NA
S260RG1,RNA_pathogens,gill,U260,NA,NA,AV,NA
S261RG1,RNA_pathogens,gill,U261,NA,NA,AV,NA
S262RG1,RNA_pathogens,gill,U262,NA,NA,AV,NA
S263RG1,RNA_pathogens,gill,U263,NA,NA,AV,NA
S264RG1,RNA_pathogens,gill,U264,NA,NA,AV,NA
S265RG1,RNA_pathogens,gill,U265,NA,NA,AV,NA
S266RG1,RNA_pathogens,gill,U266,NA,NA,AV,NA
S267RG1,RNA_pathogens,gill,U267,NA,NA,AV,NA
S268RG1,RNA_pathogens,gill,U268,NA,NA,AV,NA
S269RG1,RNA_pathogens,gill,U269,NA,NA,AV,NA
S270RG1,RNA_pathogens,gill,U270,NA,NA,AV,NA
S271RG1,RNA_pathogens,gill,U271,NA,NA,AV,NA
S272RG1,RNA_pathogens,gill,U272,NA,NA,AV,NA
S273RG1,RNA_pathogens,gill,U273,NA,NA,AV,NA
S274RG1,RNA_pathogens,gill,U274,NA,NA,AV,NA
S275RG1,RNA_pathogens,gill,U275,NA,NA,AV,NA
S276RG1,RNA_pathogens,gill,U276,NA,NA,AV,NA
S277RG1,RNA_pathogens,gill,U277,NA,NA,AV,NA
S278RG1,RNA_pathogens,gill,U278,NA,NA,AV,NA
S279RG1,RNA_pathogens,gill,U279,NA,NA,AV,NA
S280RG1,RNA_pathogens,gill,U280,NA,NA,AV,NA
S281RG1,RNA_pathogens,gill,U281,NA,NA,AV,NA
S284RG1,RNA_pathogens,gill,U284,NA,NA,AV,NA
S285RG1,RNA_pathogens,gill,U285,NA,NA,AV,NA
S286RG1,RNA_pathogens,gill,U286,NA,NA,AV,NA
S287RG1,RNA_pathogens,gill,U287,NA,NA,AV,NA
S288RG1,RNA_pathogens,gill,U288,NA,NA,AV,NA
S289RG1,RNA_pathogens,gill,U289,NA,NA,AV,NA
S290RG1,RNA_pathogens,gill,U290,NA,NA,AV,NA
S291RG1,RNA_pathogens,gill,U291,NA,NA,AV,NA
S292RG1,RNA_pathogens,gill,U292,NA,NA,AV,NA
S293RG1,RNA_pathogens,gill,U293,NA,NA,AV,NA
S294RG1,RNA_pathogens,gill,U294,NA,NA,AV,NA
S295RG1,RNA_pathogens,gill,U295,NA,NA,AV,NA
S296RG1,RNA_pathogens,gill,U296,NA,NA,AV,NA
S297RG1,RNA_pathogens,gill,U297,NA,NA,AV,NA
S298RG1,RNA_pathogens,gill,U298,NA,NA,AV,NA
S299RG1,RNA_pathogens,gill,U299,NA,NA,AV,NA
S300RG1,RNA_pathogens,gill,U300,NA,NA,AV,NA
S301RG1,RNA_pathogens,gill,U301,NA,NA,AV,NA
S302RG1,RNA_pathogens,gill,U302,NA,NA,AV,NA
S303RG1,RNA_pathogens,gill,U303,NA,NA,AV,NA
S304RG1,RNA_pathogens,gill,U304,NA,NA,AV,NA
S305RG1,RNA_pathogens,gill,U305,NA,NA,AV,NA
S306RG1,RNA_pathogens,gill,U306,NA,NA,AV,NA
S307RG1,RNA_pathogens,gill,U307,NA,NA,AV,NA
S308RG1,RNA_pathogens,gill,U308,NA,NA,AV,NA
S309RG1,RNA_pathogens,gill,U309,NA,NA,AV,NA
S310RG1,RNA_pathogens,gill,U310,NA,NA,AV,NA
S311RG1,RNA_pathogens,gill,U311,NA,NA,AV,NA
S312RG1,RNA_pathogens,gill,U312,NA,NA,AV,NA
S313RG1,RNA_pathogens,gill,U313,NA,NA,AV,NA
S315RG1,RNA_pathogens,gill,U315,NA,NA,AV,NA
S316RG1,RNA_pathogens,gill,U316,NA,NA,AV,NA
S317RG1,RNA_pathogens,gill,U317,NA,NA,AV,NA
S318RG1,RNA_pathogens,gill,U318,NA,NA,AV,NA
S319RG1,RNA_pathogens,gill,U319,NA,NA,AV,NA
S320RG1,RNA_pathogens,gill,U320,NA,NA,AV,NA
S321RG1,RNA_pathogens,gill,U321,NA,NA,AV,NA
S322RG1,RNA_pathogens,gill,U322,NA,NA,AV,NA
S323RG1,RNA_pathogens,gill,U323,NA,NA,AV,NA
S324RG1,RNA_pathogens,gill,U324,NA,NA,AV,NA
S325RG1,RNA_pathogens,gill,U325,NA,NA,AV,NA
S326RG1,RNA_pathogens,gill,U326,NA,NA,AV,NA
S327RG1,RNA_pathogens,gill,U327,NA,NA,AV,NA
S328RG1,RNA_pathogens,gill,U328,NA,NA,AV,NA
S329RG1,RNA_pathogens,gill,U329,NA,NA,AV,NA
S330RG1,RNA_pathogens,gill,U330,NA,NA,AV,NA
S331RG1,RNA_pathogens,gill,U331,NA,NA,AV,NA
S332RG1,RNA_pathogens,gill,U332,NA,NA,AV,NA
S333RG1,RNA_pathogens,gill,U333,NA,NA,AV,NA
S334RG1,RNA_pathogens,gill,U334,NA,NA,AV,NA
S335RG1,RNA_pathogens,gill,U335,NA,NA,AV,NA
S336RG1,RNA_pathogens,gill,U336,NA,NA,AV,NA
S337RG1,RNA_pathogens,gill,U337,NA,NA,AV,NA
S338RG1,RNA_pathogens,gill,U338,NA,NA,AV,NA
S339RG1,RNA_pathogens,gill,U339,NA,NA,AV,NA
S340RG1,RNA_pathogens,gill,U340,NA,NA,AV,NA
S341RG1,RNA_pathogens,gill,U341,NA,NA,AV,NA
S342RG1,RNA_pathogens,gill,U342,NA,NA,AV,NA
S343RG1,RNA_pathogens,gill,U343,NA,NA,AV,NA
S344RG1,RNA_pathogens,gill,U344,NA,NA,AV,NA
S345RG1,RNA_pathogens,gill,U345,NA,NA,AV,NA
S346RG1,RNA_pathogens,gill,U346,NA,NA,AV,NA
S347RG1,RNA_pathogens,gill,U347,NA,NA,AV,NA
S348RG1,RNA_pathogens,gill,U348,NA,NA,AV,NA
S349RG1,RNA_pathogens,gill,U349,NA,NA,AV,NA
S350RG1,RNA_pathogens,gill,U350,NA,NA,AV,NA
S351RG1,RNA_pathogens,gill,U351,NA,NA,AV,NA
S352RG1,RNA_pathogens,gill,U352,NA,NA,AV,NA
S353RG1,RNA_pathogens,gill,U353,NA,NA,AV,NA
S354RG1,RNA_pathogens,gill,U354,NA,NA,AV,NA
S355RG1,RNA_pathogens,gill,U355,NA,NA,AV,NA
S356RG1,RNA_pathogens,gill,U356,NA,NA,AV,NA
S357RG1,RNA_pathogens,gill,U357,NA,NA,AV,NA
S358RG1,RNA_pathogens,gill,U358,NA,NA,AV,NA
S359RG1,RNA_pathogens,gill,U359,NA,NA,AV,NA
S360RG1,RNA_pathogens,gill,U360,NA,NA,AV,NA
S361RG1,RNA_pathogens,gill,U361,NA,NA,AV,NA
S362RG1,RNA_pathogens,gill,U362,NA,NA,AV,NA
S363RG1,RNA_pathogens,gill,U363,NA,NA,AV,NA
S364RG1,RNA_pathogens,gill,U364,NA,NA,AV,NA
S365RG1,RNA_pathogens,gill,U365,NA,NA,AV,NA
S366RG1,RNA_pathogens,gill,U366,NA,NA,AV,NA
S367RG1,RNA_pathogens,gill,U367,NA,NA,AV,NA
S368RG1,RNA_pathogens,gill,U368,NA,NA,AV,NA
S369RG1,RNA_pathogens,gill,U369,NA,NA,AV,NA
S370RG1,RNA_pathogens,gill,U370,NA,NA,AV,NA
S371RG1,RNA_pathogens,gill,U371,NA,NA,AV,NA
S372RG1,RNA_pathogens,gill,U372,NA,NA,AV,NA
S373RG1,RNA_pathogens,gill,U373,NA,NA,AV,NA
S374RG1,RNA_pathogens,gill,U374,NA,NA,AV,NA
S375RG1,RNA_pathogens,gill,U375,NA,NA,AV,NA
S376RG1,RNA_pathogens,gill,U376,NA,NA,AV,NA
S377RG1,RNA_pathogens,gill,U377,NA,NA,AV,NA
S378RG1,RNA_pathogens,gill,U378,NA,NA,AV,NA
S379RG1,RNA_pathogens,gill,U379,NA,NA,AV,NA
S380RG1,RNA_pathogens,gill,U380,NA,NA,AV,NA
S381RG1,RNA_pathogens,gill,U381,NA,NA,AV,NA
S382RG1,RNA_pathogens,gill,U382,NA,NA,AV,NA
S383RG1,RNA_pathogens,gill,U383,NA,NA,AV,NA
S384RG1,RNA_pathogens,gill,U384,NA,NA,AV,NA
S385RG1,RNA_pathogens,gill,U385,NA,NA,AV,NA
S386RG1,RNA_pathogens,gill,U386,NA,NA,AV,NA
S387RG1,RNA_pathogens,gill,U387,NA,NA,AV,NA
S388RG1,RNA_pathogens,gill,U388,NA,NA,AV,NA
S389RG1,RNA_pathogens,gill,U389,NA,NA,AV,NA
S390RG1,RNA_pathogens,gill,U390,NA,NA,AV,NA
S391RG1,RNA_pathogens,gill,U391,NA,NA,AV,NA
S392RG1,RNA_pathogens,gill,U392,NA,NA,AV,NA
S393RG1,RNA_pathogens,gill,U393,NA,NA,AV,NA
S394RG1,RNA_pathogens,gill,U394,NA,NA,AV,NA
S395RG1,RNA_pathogens,gill,U395,NA,NA,AV,NA
S396RG1,RNA_pathogens,gill,U396,NA,NA,AV,NA
S397RG1,RNA_pathogens,gill,U397,NA,NA,AV,NA
S398RG1,RNA_pathogens,gill,U398,NA,NA,AV,NA
S399RG1,RNA_pathogens,gill,U399,NA,NA,AV,NA
S400RG1,RNA_pathogens,gill,U400,NA,NA,AV,NA
S401RG1,RNA_pathogens,gill,U401,NA,NA,AV,NA
S402RG1,RNA_pathogens,gill,U402,NA,NA,AV,NA
S403RG1,RNA_pathogens,gill,U403,NA,NA,AV,NA
S404RG1,RNA_pathogens,gill,U404,NA,NA,AV,NA
S405RG1,RNA_pathogens,gill,U405,NA,NA,AV,NA
S406RG1,RNA_pathogens,gill,U406,NA,NA,AV,NA
S407RG1,RNA_pathogens,gill,U407,NA,NA,AV,NA
S408RG1,RNA_pathogens,gill,U408,NA,NA,AV,NA
S409RG1,RNA_pathogens,gill,U409,NA,NA,AV,NA
S410RG1,RNA_pathogens,gill,U410,NA,NA,AV,NA
S411RG1,RNA_pathogens,gill,U411,NA,NA,AV,NA
S412RG1,RNA_pathogens,gill,U412,NA,NA,AV,NA
S413RG1,RNA_pathogens,gill,U413,NA,NA,AV,NA
S414RG1,RNA_pathogens,gill,U414,NA,NA,AV,NA
S415RG1,RNA_pathogens,gill,U415,NA,NA,AV,NA
S416RG1,RNA_pathogens,gill,U416,NA,NA,AV,NA
S417RG1,RNA_pathogens,gill,U417,NA,NA,AV,NA
S418RG1,RNA_pathogens,gill,U418,NA,NA,AV,NA
S419RG1,RNA_pathogens,gill,U419,NA,NA,AV,NA
S420RG1,RNA_pathogens,gill,U420,NA,NA,AV,NA
S421RG1,RNA_pathogens,gill,U421,NA,NA,AV,NA
S422RG1,RNA_pathogens,gill,U422,NA,NA,AV,NA
S423RG1,RNA_pathogens,gill,U423,NA,NA,AV,NA
S424RG1,RNA_pathogens,gill,U424,NA,NA,AV,NA
S425RG1,RNA_pathogens,gill,U425,NA,NA,AV,NA
S426RG1,RNA_pathogens,gill,U426,NA,NA,AV,NA
S427RG1,RNA_pathogens,gill,U427,NA,NA,AV,NA
S428RG1,RNA_pathogens,gill,U428,NA,NA,AV,NA
S429RG1,RNA_pathogens,gill,U429,NA,NA,AV,NA
S430RG1,RNA_pathogens,gill,U430,NA,NA,AV,NA
S431RG1,RNA_pathogens,gill,U431,NA,NA,AV,NA
S432RG1,RNA_pathogens,gill,U432,NA,NA,AV,NA
S433RG1,RNA_pathogens,gill,U433,NA,NA,AV,NA
S434RG1,RNA_pathogens,gill,U434,NA,NA,AV,NA
S435RG1,RNA_pathogens,gill,U435,NA,NA,AV,NA
S436RG1,RNA_pathogens,gill,U436,NA,NA,AV,NA
S437RG1,RNA_pathogens,gill,U437,NA,NA,AV,NA
S438RG1,RNA_pathogens,gill,U438,NA,NA,AV,NA
S439RG1,RNA_pathogens,gill,U439,NA,NA,AV,NA
S440RG1,RNA_pathogens,gill,U440,NA,NA,AV,NA
S441RG1,RNA_pathogens,gill,U441,NA,NA,AV,NA
S442RG1,RNA_pathogens,gill,U442,NA,NA,AV,NA
S443RG1,RNA_pathogens,gill,U443,NA,NA,AV,NA
S444RG1,RNA_pathogens,gill,U444,NA,NA,AV,NA
S445RG1,RNA_pathogens,gill,U445,NA,NA,AV,NA
S446RG1,RNA_pathogens,gill,U446,NA,NA,AV,NA
S447RG1,RNA_pathogens,gill,U447,NA,NA,AV,NA
S448RG1,RNA_pathogens,gill,U448,NA,NA,AV,NA
S449RG1,RNA_pathogens,gill,U449,NA,NA,AV,NA
S450RG1,RNA_pathogens,gill,U450,NA,NA,AV,NA
S451RG1,RNA_pathogens,gill,U451,NA,NA,AV,NA
S452RG1,RNA_pathogens,gill,U452,NA,NA,AV,NA
S453RG1,RNA_pathogens,gill,U453,NA,NA,AV,NA
S454RG1,RNA_pathogens,gill,U454,NA,NA,AV,NA
S455RG1,RNA_pathogens,gill,U455,NA,NA,AV,NA
S456RG1,RNA_pathogens,gill,U456,NA,NA,AV,NA
S457RG1,RNA_pathogens,gill,U457,NA,NA,AV,NA
S458RG1,RNA_pathogens,gill,U458,NA,NA,AV,NA
S459RG1,RNA_pathogens,gill,U459,NA,NA,AV,NA
S460RG1,RNA_pathogens,gill,U460,NA,NA,AV,NA
S461RG1,RNA_pathogens,gill,U461,NA,NA,AV,NA
S462RG1,RNA_pathogens,gill,U462,NA,NA,AV,NA
S463RG1,RNA_pathogens,gill,U463,NA,NA,AV,NA
S464RG1,RNA_pathogens,gill,U464,NA,NA,AV,NA
S465RG1,RNA_pathogens,gill,U465,NA,NA,AV,NA
S466RG1,RNA_pathogens,gill,U466,NA,NA,AV,NA
S467RG1,RNA_pathogens,gill,U467,NA,NA,AV,NA
S468RG1,RNA_pathogens,gill,U468,NA,NA,AV,NA
S469RG1,RNA_pathogens,gill,U469,NA,NA,AV,NA
S470RG1,RNA_pathogens,gill,U470,NA,NA,AV,NA
S471RG1,RNA_pathogens,gill,U471,NA,NA,AV,NA
S472RG1,RNA_pathogens,gill,U472,NA,NA,AV,NA
S473RG1,RNA_pathogens,gill,U473,NA,NA,AV,NA
S474RG1,RNA_pathogens,gill,U474,NA,NA,AV,NA
S475RG1,RNA_pathogens,gill,U475,NA,NA,AV,NA
S476RG1,RNA_pathogens,gill,U476,NA,NA,AV,NA
S477RG1,RNA_pathogens,gill,U477,NA,NA,AV,NA
S478RG1,RNA_pathogens,gill,U478,NA,NA,AV,NA
S479RG1,RNA_pathogens,gill,U479,NA,NA,AV,NA
S480RG1,RNA_pathogens,gill,U480,NA,NA,AV,NA
S481RG1,RNA_pathogens,gill,U481,NA,NA,AV,NA
S482RG1,RNA_pathogens,gill,U482,NA,NA,AV,NA
S483RG1,RNA_pathogens,gill,U483,NA,NA,AV,NA
S484RG1,RNA_pathogens,gill,U484,NA,NA,AV,NA
S485RG1,RNA_pathogens,gill,U485,NA,NA,AV,NA
S486RG1,RNA_pathogens,gill,U486,NA,NA,AV,NA
S487RG1,RNA_pathogens,gill,U487,NA,NA,AV,NA
S488RG1,RNA_pathogens,gill,U488,NA,NA,AV,NA
S489RG1,RNA_pathogens,gill,U489,NA,NA,AV,NA
S490RG1,RNA_pathogens,gill,U490,NA,NA,AV,NA
S491RG1,RNA_pathogens,gill,U491,NA,NA,AV,NA
S492RG1,RNA_pathogens,gill,U492,NA,NA,AV,NA
S493RG1,RNA_pathogens,gill,U493,NA,NA,AV,NA
S494RG1,RNA_pathogens,gill,U494,NA,NA,AV,NA
S495RG1,RNA_pathogens,gill,U495,NA,NA,AV,NA
S496RG1,RNA_pathogens,gill,U496,NA,NA,AV,NA
S497RG1,RNA_pathogens,gill,U497,NA,NA,AV,NA
S498RG1,RNA_pathogens,gill,U498,NA,NA,AV,NA
S499RG1,RNA_pathogens,gill,U499,NA,NA,AV,NA
S500RG1,RNA_pathogens,gill,U500,NA,NA,AV,NA
S501RG1,RNA_pathogens,gill,U501,NA,NA,AV,NA
S502RG1,RNA_pathogens,gill,U502,NA,NA,AV,NA
S503RG1,RNA_pathogens,gill,U503,NA,NA,AV,NA
S504RG1,RNA_pathogens,gill,U504,NA,NA,AV,NA
S505RG1,RNA_pathogens,gill,U505,NA,NA,AV,NA
S506RG1,RNA_pathogens,gill,U506,NA,NA,AV,NA
S507RG1,RNA_pathogens,gill,U507,NA,NA,AV,NA
S508RG1,RNA_pathogens,gill,U508,NA,NA,AV,NA
S509RG1,RNA_pathogens,gill,U509,NA,NA,AV,NA
S510RG1,RNA_pathogens,gill,U510,NA,NA,AV,NA
S511RG1,RNA_pathogens,gill,U511,NA,NA,AV,NA
S512RG1,RNA_pathogens,gill,U512,NA,NA,AV,NA
S513RG1,RNA_pathogens,gill,U513,NA,NA,AV,NA
S514RG1,RNA_pathogens,gill,U514,NA,NA,AV,NA
S515RG1,RNA_pathogens,gill,U515,NA,NA,AV,NA
S516RG1,RNA_pathogens,gill,U516,NA,NA,AV,NA
S517RG1,RNA_pathogens,gill,U517,NA,NA,AV,NA
S518RG1,RNA_pathogens,gill,U518,NA,NA,AV,NA
S519RG1,RNA_pathogens,gill,U519,NA,NA,AV,NA
S520RG1,RNA_pathogens,gill,U520,NA,NA,AV,NA
S521RG1,RNA_pathogens,gill,U521,NA,NA,AV,NA
S522RG1,RNA_pathogens,gill,U522,NA,NA,AV,NA
S523RG1,RNA_pathogens,gill,U523,NA,NA,AV,NA
S524RG1,RNA_pathogens,gill,U524,NA,NA,AV,NA
S525RG1,RNA_pathogens,gill,U525,NA,NA,AV,NA
S526RG1,RNA_pathogens,gill,U526,NA,NA,AV,NA
S527RG1,RNA_pathogens,gill,U527,NA,NA,AV,NA
S528RG1,RNA_pathogens,gill,U528,NA,NA,AV,NA
S529RG1,RNA_pathogens,gill,U529,NA,NA,AV,NA
S530RG1,RNA_pathogens,gill,U530,NA,NA,AV,NA
S531RG1,RNA_pathogens,gill,U531,NA,NA,AV,NA
S532RG1,RNA_pathogens,gill,U532,NA,NA,AV,NA
S533RG1,RNA_pathogens,gill,U533,NA,NA,AV,NA
S534RG1,RNA_pathogens,gill,U534,NA,NA,AV,NA
S535RG1,RNA_pathogens,gill,U535,NA,NA,AV,NA
S536RG1,RNA_pathogens,gill,U536,NA,NA,AV,NA
S537RG1,RNA_pathogens,gill,U537,NA,NA,AV,NA
S538RG1,RNA_pathogens,gill,U538,NA,NA,AV,NA
S539RG1,RNA_pathogens,gill,U539,NA,NA,AV,NA
S540RG1,RNA_pathogens,gill,U540,NA,NA,AV,NA
S541RG1,RNA_pathogens,gill,U541,NA,NA,AV,NA
S542RG1,RNA_pathogens,gill,U542,NA,NA,AV,NA
S543RG1,RNA_pathogens,gill,U543,NA,NA,AV,NA
S544RG1,RNA_pathogens,gill,U544,NA,NA,AV,NA
S545RG1,RNA_pathogens,gill,U545,NA,NA,AV,NA
S546RG1,RNA_pathogens,gill,U546,NA,NA,AV,NA
S547RG1,RNA_pathogens,gill,U547,NA,NA,AV,NA
S548RG1,RNA_pathogens,gill,U548,NA,NA,AV,NA
S549RG1,RNA_pathogens,gill,U549,NA,NA,AV,NA
S550RG1,RNA_pathogens,gill,U550,NA,NA,AV,NA
S551RG1,RNA_pathogens,gill,U551,NA,NA,AV,NA
S552RG1,RNA_pathogens,gill,U552,NA,NA,AV,NA
S553RG1,RNA_pathogens,gill,U553,NA,NA,AV,NA
S554RG1,RNA_pathogens,gill,U554,NA,NA,AV,NA
S555RG1,RNA_pathogens,gill,U555,NA,NA,AV,NA
S556RG1,RNA_pathogens,gill,U556,NA,NA,AV,NA
S557RG1,RNA_pathogens,gill,U557,NA,NA,AV,NA
S558RG1,RNA_pathogens,gill,U558,NA,NA,AV,NA
S559RG1,RNA_pathogens,gill,U559,NA,NA,AV,NA
S560RG1,RNA_pathogens,gill,U560,NA,NA,AV,NA
S561RG1,RNA_pathogens,gill,U561,NA,NA,AV,NA
S562RG1,RNA_pathogens,gill,U562,NA,NA,AV,NA
S563RG1,RNA_pathogens,gill,U563,NA,NA,AV,NA
S564RG1,RNA_pathogens,gill,U564,NA,NA,AV,NA
S565RG1,RNA_pathogens,gill,U565,NA,NA,AV,NA
S566RG1,RNA_pathogens,gill,U566,NA,NA,AV,NA
S567RG1,RNA_pathogens,gill,U567,NA,NA,AV,NA
S568RG1,RNA_pathogens,gill,U568,NA,NA,AV,NA
S569RG1,RNA_pathogens,gill,U569,NA,NA,AV,NA
S570RG1,RNA_pathogens,gill,U570,NA,NA,AV,NA
S571RG1,RNA_pathogens,gill,U571,NA,NA,AV,NA
S572RG1,RNA_pathogens,gill,U572,NA,NA,AV,NA
S573RG1,RNA_pathogens,gill,U573,NA,NA,AV,NA
S574RG1,RNA_pathogens,gill,U574,NA,NA,AV,NA
S575RG1,RNA_pathogens,gill,U575,NA,NA,AV,NA
S576RG1,RNA_pathogens,gill,U576,NA,NA,AV,NA
S577RG1,RNA_pathogens,gill,U577,NA,NA,AV,NA
S578RG1,RNA_pathogens,gill,U578,NA,NA,AV,NA
S579RG1,RNA_pathogens,gill,U579,NA,NA,AV,NA
S580RG1,RNA_pathogens,gill,U580,NA,NA,AV,NA
S581RG1,RNA_pathogens,gill,U581,NA,NA,AV,NA
S582RG1,RNA_pathogens,gill,U582,NA,NA,AV,NA
S583RG1,RNA_pathogens,gill,U583,NA,NA,AV,NA
S584RG1,RNA_pathogens,gill,U584,NA,NA,AV,NA
S586RG1,RNA_pathogens,gill,U586,NA,NA,AV,NA
S587RG1,RNA_pathogens,gill,U587,NA,NA,AV,NA
S588RG1,RNA_pathogens,gill,U588,NA,NA,AV,NA
S589RG1,RNA_pathogens,gill,U589,NA,NA,AV,NA
S590RG1,RNA_pathogens,gill,U590,NA,NA,AV,NA
S591RG1,RNA_pathogens,gill,U591,NA,NA,AV,NA
S592RG1,RNA_pathogens,gill,U592,NA,NA,AV,NA
S593RG1,RNA_pathogens,gill,U593,NA,NA,AV,NA
S594RG1,RNA_pathogens,gill,U594,NA,NA,AV,NA
S595RG1,RNA_pathogens,gill,U595,NA,NA,AV,NA
S596RG1,RNA_pathogens,gill,U596,NA,NA,AV,NA
S597RG1,RNA_pathogens,gill,U597,NA,NA,AV,NA
S598RG1,RNA_pathogens,gill,U598,NA,NA,AV,NA
S599RG1,RNA_pathogens,gill,U599,NA,NA,AV,NA
S601RG1,RNA_pathogens,gill,U601,NA,NA,AV,NA
S602RG1,RNA_pathogens,gill,U602,NA,NA,AV,NA
S603RG1,RNA_pathogens,gill,U603,NA,NA,AV,NA
S604RG1,RNA_pathogens,gill,U604,NA,NA,AV,NA
S605RG1,RNA_pathogens,gill,U605,NA,NA,AV,NA
S606RG1,RNA_pathogens,gill,U606,NA,NA,AV,NA
S607RG1,RNA_pathogens,gill,U607,NA,NA,AV,NA
S608RG1,RNA_pathogens,gill,U608,NA,NA,AV,NA
S609RG1,RNA_pathogens,gill,U609,NA,NA,AV,NA
S610RG1,RNA_pathogens,gill,U610,NA,NA,AV,NA
S611RG1,RNA_pathogens,gill,U611,NA,NA,AV,NA
S612RG1,RNA_pathogens,gill,U612,NA,NA,AV,NA
S613RG1,RNA_pathogens,gill,U613,NA,NA,AV,NA
S614RG1,RNA_pathogens,gill,U614,NA,NA,AV,NA
S615RG1,RNA_pathogens,gill,U615,NA,NA,AV,NA
S616RG1,RNA_pathogens,gill,U616,NA,NA,AV,NA
S617RG1,RNA_pathogens,gill,U617,NA,NA,AV,NA
S618RG1,RNA_pathogens,gill,U618,NA,NA,AV,NA
S619RG1,RNA_pathogens,gill,U619,NA,NA,AV,NA
S620RG1,RNA_pathogens,gill,U620,NA,NA,AV,NA
S621RG1,RNA_pathogens,gill,U621,NA,NA,AV,NA
S622RG1,RNA_pathogens,gill,U622,NA,NA,AV,NA
S624RG1,RNA_pathogens,gill,U624,NA,NA,AV,NA
S625RG1,RNA_pathogens,gill,U625,NA,NA,AV,NA
S626RG1,RNA_pathogens,gill,U626,NA,NA,AV,NA
S627RG1,RNA_pathogens,gill,U627,NA,NA,AV,NA
S628RG1,RNA_pathogens,gill,U628,NA,NA,AV,NA
S629RG1,RNA_pathogens,gill,U629,NA,NA,AV,NA
