ufn,date_processed,cwt,adipose,weight,standard_length,fork_length,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,lice_collection_protocol,lice_id_protocol_lab
U16,2015-09-15T00:00:00Z,None,Present,12.4,NA,110,From thawed JS fish. 1 louse taken seems to be different species?,1 louse taken seems to be different species?,LP,nocold,lab_fine_2015,lportner_fine
U33,2015-09-16T00:00:00Z,None,Present,20.9,NA,131,From thawed JS fish. 1 caligus chal a severly destroyed,NA,CK,nocold,lab_fine_2015,NA
U34,2015-09-16T00:00:00Z,None,Present,36.4,NA,140,From thawed JS fish,NA,CK,nocold,lab_fine_2015,NA
U35,2015-09-16T00:00:00Z,None,Present,12.2,NA,108,From thawed JS fish.,1 otolith,CK,nocold,lab_fine_2015,lportner_fine
U10,2015-09-16T00:00:00Z,None,Present,11.2,NA,104,From thawed JS fish,Fish was small and therfore was more abraded from handling,DS,nocold,lab_fine_2015,lportner_fine
U41,2015-09-16T00:00:00Z,None,Present,16.3,NA,110,From thawed JS fish. Tray tipped off microscope during lice removal fish fell off onto lab coat. lab coat was inspected for lice.,NA,DS,nocold,lab_fine_2015,NA
U42,2015-09-16T00:00:00Z,None,Present,7.6,NA,95,From thawed JS fish,Missing lots of scales even before removal from bag,DS,nocold,lab_fine_2015,lportner_fine
U43,2015-09-16T00:00:00Z,None,Present,10.5,NA,95,From thawed JS fish,Lots of scales missing,DS,nocold,lab_fine_2015,lportner_fine
U23,2015-09-16T00:00:00Z,None,Present,16.4,NA,118,From thawed JS fish,NA,KI,nocold,lab_fine_2015,NA
U24,2015-09-16T00:00:00Z,None,Present,11.8,NA,105,From thawed JS fish. Scale was broken so could not weigh,Scale was broken so could not weigh,KI,nocold,lab_fine_2015,NA
U25,2015-09-16T00:00:00Z,None,Present,8.6,NA,95,From thawed JS fish.,1 otolith,KI,nocold,lab_fine_2015,lportner_fine
U36,2015-09-16T00:00:00Z,None,Present,14.9,NA,101,From thawed JS fish,NA,KI,nocold,lab_fine_2015,NA
U17,2015-09-16T00:00:00Z,None,Present,9.9,NA,109,From thawed JS fish,NA,LP,nocold,lab_fine_2015,lportner_fine
U45,2015-09-17T00:00:00Z,None,Present,14,NA,118,From thawed JS fish,NA,DS,nocold,lab_fine_2015,lportner_fine
U46,2015-09-17T00:00:00Z,None,Present,14.4,NA,110,From thawed JS fish,NA,DS,nocold,lab_fine_2015,lportner_fine
U26,2015-09-17T00:00:00Z,None,Present,13.7,NA,106,From thawed JS fish,NA,KI,nocold,lab_fine_2015,lportner_fine
U27,2015-09-17T00:00:00Z,None,Present,12.7,NA,108,From thawed JS fish,NA,KI,nocold,lab_fine_2015,lportner_fine
U37,2015-09-17T00:00:00Z,None,Present,10.4,NA,95,From thawed JS fish,Was missing most scales when it came out of the bag,KI,nocold,lab_fine_2015,lportner_fine
U38,2015-09-17T00:00:00Z,None,Present,12.2,NA,108,From thawed JS fish,NA,KI,nocold,lab_fine_2015,lportner_fine
U18,2015-09-17T00:00:00Z,None,Present,9.9,NA,96,From thawed JS fish,"external bleeding on head, brain hemmorraged",LP,nocold,lab_fine_2015,NA
U40,2015-09-18T00:00:00Z,None,Present,13.7,NA,106,From thawed JS fish. 1 cal cop not retained,NA,CK,nocold,lab_fine_2015,lportner_fine
U51,2015-09-18T00:00:00Z,None,Present,12.2,NA,104,From thawed JS fish,NA,CK,nocold,lab_fine_2015,lportner_fine
U52,2015-09-18T00:00:00Z,None,Present,18.1,NA,121,From thawed JS fish.,1 otolith,CK,nocold,lab_fine_2015,lportner_fine
U47,2015-09-18T00:00:00Z,None,Present,13.4,NA,107,From thawed JS fish,NA,DS,nocold,lab_fine_2015,lportner_fine
U48,2015-09-18T00:00:00Z,None,Present,10.9,NA,103,From thawed JS fish,"Big pred scar on left flank, missing scales",DS,nocold,lab_fine_2015,lportner_fine
U49,2015-09-18T00:00:00Z,None,Present,13.5,NA,109,From thawed JS fish,NA,DS,nocold,lab_fine_2015,lportner_fine
U50,2015-09-18T00:00:00Z,None,Present,13.9,NA,114,"From thawed JS fish. 1 unidentified chal b unretained, 1 female cal chal b mangled",NA,DS,nocold,lab_fine_2015,lportner_fine
U28,2015-09-18T00:00:00Z,None,Present,11.4,NA,104,"From thawed JS fish. 3 copes, 1 chal a 1 chal b not removed before dissection on pelvic region due to melting",NA,KI,nocold,lab_fine_2015,lportner_fine
U29,2015-09-18T00:00:00Z,None,Present,11.5,NA,100,From thawed JS fish,NA,KI,nocold,lab_fine_2015,lportner_fine
U30,2015-09-18T00:00:00Z,None,Present,12.2,NA,106,From thawed JS fish.,1 otolith,KI,nocold,lab_fine_2015,lportner_fine
U61,2015-09-18T00:00:00Z,None,Present,12.8,NA,108,From thawed JS fish. 2 louse destroyed in vial,NA,KI,nocold,lab_fine_2015,lportner_fine
U62,2015-09-18T00:00:00Z,None,Present,20.2,NA,123,From thawed JS fish,NA,KI,nocold,lab_fine_2015,lportner_fine
U19,2015-09-18T00:00:00Z,None,Present,9.8,NA,98,From thawed JS fish,"Both lobes of the tail disconected from on removal from bag, 1 louse was too dry to remove from tray it was a cal chal b.",LP,nocold,lab_fine_2015,lportner_fine
U53,2015-09-21T00:00:00Z,None,Present,20.7,NA,125,From thawed JS fish,"Kidneys very pale pink, caudal fin broken",CK,nocold,lab_fine_2015,lportner_fine
U54,2015-09-21T00:00:00Z,None,Present,15,NA,110,From thawed JS fish. Sample beginning to get soft when RNA taken,NA,CK,nocold,lab_fine_2015,lportner_fine
U71,2015-09-21T00:00:00Z,None,Present,13.6,NA,110,"From thawed JS fish. 1 caligus cope didnt see it get into vial, but it was no longer on forceps.",NA,DS,nocold,lab_fine_2015,lportner_fine
U72,2015-09-21T00:00:00Z,None,Present,12,NA,103,"From thawed JS fish. 1 caligus cope not retained, lunials found in the bag (from louse already collected?)",NA,DS,nocold,lab_fine_2015,lportner_fine
U73,2015-09-21T00:00:00Z,None,Present,12.3,NA,113,From thawed JS fish,1 chal b caligus,DS,nocold,lab_fine_2015,lportner_fine
U63,2015-09-21T00:00:00Z,None,Present,15.6,NA,110,From thawed JS fish,NA,KI,nocold,lab_fine_2015,lportner_fine
U101,2015-09-22T00:00:00Z,None,Present,12.6,NA,113,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U102,2015-09-22T00:00:00Z,None,Present,12,NA,104,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U103,2015-09-22T00:00:00Z,None,Present,15.4,NA,112,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U20,2015-09-22T00:00:00Z,None,Present,15.7,NA,118,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U55,2015-09-22T00:00:00Z,None,Present,7.5,NA,89,"From JS thawed fish, experimental data set.",1 otolith,KI,nocold,lab_fine_2015,lportner_fine
U56,2015-09-22T00:00:00Z,None,Present,9.3,NA,93,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U57,2015-09-22T00:00:00Z,None,Present,13.1,NA,113,"From JS thawed fish, experimental data set. 1 squished adult, unk. species",NA,KI,nocold,lab_fine_2015,lportner_fine
U58,2015-09-22T00:00:00Z,None,Present,10.4,NA,96,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U60,2015-09-22T00:00:00Z,None,Present,14,NA,113,"From JS thawed fish, experimental data set",White nematode ~2 cm long in gut region,KI,nocold,lab_fine_2015,lportner_fine
U64,2015-09-22T00:00:00Z,None,Present,23.4,NA,140,"From JS thawed fish, experimental data set. Isotopes: too mushy to get a sample","1 adult caligus cut in half, white cysts on stomach anterior to spleen",KI,nocold,lab_fine_2015,lportner_fine
U65,2015-09-22T00:00:00Z,None,Present,15.4,NA,112,"From JS thawed fish, experimental data set. No scales taken.","No scales present, 1 otolith",KI,nocold,lab_fine_2015,lportner_fine
U66,2015-09-22T00:00:00Z,None,Present,8.1,NA,107,"From JS thawed fish, experimental data set",1 otolith,KI,nocold,lab_fine_2015,lportner_fine
U74,2015-09-22T00:00:00Z,None,Present,8.3,NA,96,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U75,2015-09-22T00:00:00Z,None,Present,10,NA,96,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U59,2015-09-23T00:00:00Z,None,Present,7.1,NA,88,"From JS thawed fish, experimental data set. One louse on dorsal fin damaged put into vial, likely chal b stage",NA,KI,nocold,lab_fine_2015,lportner_fine
U68,2015-09-23T00:00:00Z,None,Present,7.2,NA,93,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U69,2015-09-23T00:00:00Z,None,Present,11.2,NA,102,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U70,2015-09-23T00:00:00Z,None,Present,13.9,NA,108,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U76,2015-09-23T00:00:00Z,None,Present,12.5,NA,108,"From JS thawed fish, experimental data set. 1 cal copepod mangled, not retained",NA,KI,nocold,lab_fine_2015,lportner_fine
U77,2015-09-23T00:00:00Z,None,Present,7,NA,86,"From JS thawed fish, experimental data set","1 otolith retained, 1 louse found on outside of bag",KI,nocold,lab_fine_2015,lportner_fine
U78,2015-09-23T00:00:00Z,None,Present,15.9,NA,118,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U79,2015-09-23T00:00:00Z,None,Present,14.9,NA,110,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U80,2015-09-23T00:00:00Z,None,Present,15.1,NA,110,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U81,2015-09-23T00:00:00Z,None,Present,13.6,NA,111,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U91,2015-09-23T00:00:00Z,None,Present,13.4,NA,110,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U92,2015-09-23T00:00:00Z,None,Present,11.5,NA,102,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U82,2015-09-24T00:00:00Z,None,Present,12.7,NA,102,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U83,2015-09-24T00:00:00Z,None,Present,12.7,NA,106,"From JS thawed fish, experimental data set. 1 chal. a destroyed but retained",NA,KI,nocold,lab_fine_2015,lportner_fine
U84,2015-09-24T00:00:00Z,None,Present,10.7,NA,100,"From JS thawed fish, experimental data set. 1 cal. cap. disintigrated",NA,KI,nocold,lab_fine_2015,lportner_fine
U85,2015-09-24T00:00:00Z,None,Present,16.9,NA,119,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U93,2015-09-24T00:00:00Z,None,Present,11.6,NA,100,"From JS thawed fish, experimental data set. Tissues too liquid to take DNA",Tissues too liquid to take DNA,KI,nocold,lab_fine_2015,lportner_fine
U94,2015-09-24T00:00:00Z,None,Present,10.6,NA,100,"From JS thawed fish, experimental data set. Organs too mushy to take DNA",NA,KI,nocold,lab_fine_2015,lportner_fine
U95,2015-09-24T00:00:00Z,None,Present,11.6,NA,100,"From JS thawed fish, experimental data set. No DNA or isotopes, tissues liquid","Hemorraged anal fin, 1 otolith",KI,nocold,lab_fine_2015,lportner_fine
U96,2015-09-24T00:00:00Z,None,Present,12.5,NA,99,"From JS thawed fish, experimental data set",1 otolith,KI,nocold,lab_fine_2015,lportner_fine
U97,2015-09-24T00:00:00Z,None,Present,12.2,NA,102,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U98,2015-09-24T00:00:00Z,None,Present,7.7,NA,93,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U111,2015-09-25T00:00:00Z,None,Present,10.9,NA,106,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U112,2015-09-25T00:00:00Z,None,Present,10.4,NA,102,"From JS thawed fish, experimental data set. 1 mangled cal chal b retained",1 mangled cal chal b retained,KI,nocold,lab_fine_2015,lportner_fine
U86,2015-09-25T00:00:00Z,None,Present,10.1,NA,104,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U87,2015-09-25T00:00:00Z,None,Present,15.1,NA,115,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U88,2015-09-25T00:00:00Z,None,Present,13.6,NA,112,"From JS thawed fish, experimental data set. Half of a calanus motile retained",Half of a calanus motile retained,KI,nocold,lab_fine_2015,lportner_fine
U89,2015-09-25T00:00:00Z,None,Present,14.1,NA,109,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U90,2015-09-25T00:00:00Z,None,Present,11.9,NA,109,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U104,2015-09-28T00:00:00Z,None,Present,10.2,NA,108,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U105,2015-09-28T00:00:00Z,None,Present,13.4,NA,113,"From JS thawed fish, experimental data set. Scale may have overlapped (BSC3-32)",1 otolith,KI,nocold,lab_fine_2015,lportner_fine
U106,2015-09-28T00:00:00Z,None,Present,11.2,NA,103,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U107,2015-09-28T00:00:00Z,None,Present,13.5,NA,119,"From JS thawed fish, experimental data set. Unknown sp. found (maybe small crab larvae?) put in vial labelled ""u107""",NA,KI,nocold,lab_fine_2015,lportner_fine
U108,2015-09-28T00:00:00Z,None,Present,12.9,NA,106,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U113,2015-09-28T00:00:00Z,None,Present,12.4,NA,109,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U114,2015-09-28T00:00:00Z,None,Present,12.9,NA,108,"From JS thawed fish, experimental data set. 1 chal a cal not retained",1 chal a cal not retained,KI,nocold,lab_fine_2015,lportner_fine
U115,2015-09-28T00:00:00Z,None,Present,12.3,NA,107,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U116,2015-09-28T00:00:00Z,None,Present,13.8,NA,115,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U121,2015-09-28T00:00:00Z,None,Present,11.1,NA,109,"From JS thawed fish, experimental data set. Scale may have overlapped (BSC3-32)",NA,KI,nocold,lab_fine_2015,lportner_fine
U122,2015-09-28T00:00:00Z,None,Present,9.1,NA,97,"From JS thawed fish, experimental data set",Only 1 otolith found,KI,nocold,lab_fine_2015,lportner_fine
U123,2015-09-28T00:00:00Z,None,Present,14,NA,115,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U109,2015-09-29T00:00:00Z,None,Present,10.8,NA,104,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U117,2015-09-29T00:00:00Z,None,Present,10.4,NA,103,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U118,2015-09-29T00:00:00Z,None,Present,12.9,NA,102,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U124,2015-09-29T00:00:00Z,None,Present,10.6,NA,103,"From JS thawed fish, experimental data set",NA,KI,nocold,lab_fine_2015,lportner_fine
U110,2015-10-05T00:00:00Z,None,Present,10.8,NA,103,"From thawed JS fish. Dropped louse vial, but nothing appeared to have come out.",NA,CK,nocold,lab_fine_2015,NA
U119,2015-10-05T00:00:00Z,None,Present,15,NA,113,From JS thawed fish,1 unidentified organism,DS,nocold,lab_fine_2015,lportner_fine
U100,2015-10-05T00:00:00Z,None,Present,15.9,NA,115,From thawed JS fish,NA,KI,nocold,lab_fine_2015,lportner_fine
U99,2015-10-05T00:00:00Z,None,Present,7.3,NA,88,RNA taken,NA,KI,irregular,lab_fine_2015,lportner_fine
U120,2015-10-06T00:00:00Z,None,Present,16.9,NA,122,From JS thawed fish,NA,DS,nocold,lab_fine_2015,lportner_fine
U151,2015-10-06T00:00:00Z,None,Present,14.8,NA,116,From JS thawed fish,NA,DS,nocold,lab_fine_2015,lportner_fine
U152,2015-10-06T00:00:00Z,None,Present,21,NA,127,From JS thawed fish,NA,DS,nocold,lab_fine_2015,lportner_fine
U153,2015-10-06T00:00:00Z,None,Present,14.9,NA,115,From JS thawed fish,NA,DS,nocold,lab_fine_2015,lportner_fine
U141,2015-10-06T00:00:00Z,None,Present,13.7,NA,114,From JS thawed fish,NA,KI,nocold,lab_fine_2015,lportner_fine
U142,2015-10-06T00:00:00Z,None,Present,14.6,NA,116,From JS thawed fish,NA,KI,nocold,lab_fine_2015,lportner_fine
U143,2015-10-06T00:00:00Z,None,Present,15.1,NA,113,From JS thawed fish,NA,KI,nocold,lab_fine_2015,lportner_fine
U144,2015-10-06T00:00:00Z,None,Present,14.8,NA,115,From JS thawed fish. 1 cal cop not retained,1 cal cop not retained,KI,nocold,lab_fine_2015,lportner_fine
U131,2015-10-07T00:00:00Z,None,Present,20.3,NA,NA,From JS thawed fish,"Fork length approximately 115, missing caudal fin",CK,nocold,lab_fine_2015,NA
U132,2015-10-07T00:00:00Z,None,Present,12.3,NA,97,From JS thawed fish,NA,CK,nocold,lab_fine_2015,NA
U154,2015-10-07T00:00:00Z,None,Present,12.8,NA,105,From JS thawed fish. 1 mangled caligus chal b not retained,1 mangled caligus chal b not retained,DS,nocold,lab_fine_2015,lportner_fine
U155,2015-10-07T00:00:00Z,None,Present,14.4,NA,110,From JS thawed fish,"1 cal cope half found on flank, possible other 1/2 in vial",DS,nocold,lab_fine_2015,lportner_fine
U156,2015-10-07T00:00:00Z,None,Present,11.2,NA,110,From JS thawed fish,NA,DS,nocold,lab_fine_2015,lportner_fine
U157,2015-10-07T00:00:00Z,None,Present,17.9,NA,115,From JS thawed fish,NA,DS,nocold,lab_fine_2015,NA
U158,2015-10-07T00:00:00Z,None,Present,12.2,NA,116,From JS thawed fish. 1 caligus cope not retained,1 caligus cope not retained,DS,nocold,lab_fine_2015,lportner_fine
U145,2015-10-07T00:00:00Z,None,Present,14.5,NA,109,From JS thawed fish,NA,KI,nocold,lab_fine_2015,lportner_fine
U146,2015-10-07T00:00:00Z,None,Present,13.2,NA,105,From JS thawed fish,Pale liver,KI,nocold,lab_fine_2015,lportner_fine
U147,2015-10-07T00:00:00Z,None,Present,18.7,NA,123,From JS thawed fish,1 otolith,KI,nocold,lab_fine_2015,NA
U148,2015-10-07T00:00:00Z,None,Present,16.9,NA,110,From JS thawed fish,NA,KI,nocold,lab_fine_2015,NA
U149,2015-10-07T00:00:00Z,None,Present,13.2,NA,110,From JS thawed fish,NA,KI,nocold,lab_fine_2015,NA
U150,2015-10-07T00:00:00Z,None,Present,12.2,NA,99,From JS thawed fish,NA,KI,nocold,lab_fine_2015,NA
U125,2015-10-07T00:00:00Z,None,Present,12,NA,104,From JS thawed fish,NA,LP,nocold,lab_fine_2015,lportner_fine
U133,2015-10-08T00:00:00Z,None,Present,11.5,NA,105,From JS thawed fish,NA,CK,nocold,lab_fine_2015,lportner_fine
U134,2015-10-08T00:00:00Z,None,Present,12.2,NA,104,From JS thawed fish,NA,CK,nocold,lab_fine_2015,lportner_fine
U135,2015-10-08T00:00:00Z,None,Present,11.3,NA,115,From JS thawed fish,NA,CK,nocold,lab_fine_2015,lportner_fine
U136,2015-10-08T00:00:00Z,None,Present,9.8,NA,98,From JS thawed fish,NA,CK,nocold,lab_fine_2015,lportner_fine
U137,2015-10-08T00:00:00Z,None,Present,9.3,NA,93,From JS thawed fish,NA,CK,nocold,lab_fine_2015,lportner_fine
U138,2015-10-08T00:00:00Z,None,Present,11.2,NA,100,From JS thawed fish,NA,CK,nocold,lab_fine_2015,lportner_fine
U159,2015-10-08T00:00:00Z,None,Present,11.2,NA,104,From JS thawed fish,Sample missing most of scales,DS,nocold,lab_fine_2015,lportner_fine
U160,2015-10-08T00:00:00Z,None,Present,12.8,NA,107,From JS thawed fish,Sample missing most of scales,DS,nocold,lab_fine_2015,lportner_fine
U171,2015-10-08T00:00:00Z,None,Present,11.4,NA,102,From JS thawed fish,NA,DS,nocold,lab_fine_2015,lportner_fine
U161,2015-10-08T00:00:00Z,None,Present,12.6,NA,105,From JS thawed fish,"1 otolith, 2 nematodes",KI,nocold,lab_fine_2015,lportner_fine
U162,2015-10-08T00:00:00Z,None,Present,13.5,NA,111,From JS thawed fish,NA,KI,nocold,lab_fine_2015,lportner_fine
U139,2015-10-09T00:00:00Z,None,Present,13.2,NA,117,"From JS thawed fish. Dylan double checked for lice, no weight taken",NA,CK,nocold,lab_fine_2015,lportner_fine
U140,2015-10-09T00:00:00Z,None,Present,13.9,NA,110,"From JS thawed fish. Kristi double checked for lice, 1 cal chal b stuck to tray",NA,CK,nocold,lab_fine_2015,lportner_fine
U181,2015-10-09T00:00:00Z,None,Present,13.1,NA,109,From JS thawed fish,NA,CK,nocold,lab_fine_2015,lportner_fine
U182,2015-10-09T00:00:00Z,None,Present,NA,NA,112,"From JS thawed fish. Dylan double checked for lice, no weight taken",NA,CK,nocold,lab_fine_2015,lportner_fine
U183,2015-10-09T00:00:00Z,None,Present,13.5,NA,115,"From JS thawed fish. Kristi double checked for lice, 1 cal chal b stuck to tray",NA,CK,nocold,lab_fine_2015,lportner_fine
U172,2015-10-09T00:00:00Z,None,Present,12.3,NA,110,From JS thawed fish. Carolyn double checked for lice,Carolyn double checked for lice,DS,nocold,lab_fine_2015,lportner_fine
U174,2015-10-09T00:00:00Z,None,Present,12.2,NA,103,"From JS thawed fish. Kristi double checked for lice, 1 cal chal b stuck to tray",NA,DS,nocold,lab_fine_2015,lportner_fine
U163,2015-10-09T00:00:00Z,None,Present,15.6,NA,110,From JS thawed fish. Carolyn double checked for lice,Carolyn double checked for lice,KI,nocold,lab_fine_2015,lportner_fine
U164,2015-10-09T00:00:00Z,None,Present,18.6,NA,130,"From JS thawed fish. 1 copepodid destroyed and not retained, carolyn double checked for lice",NA,KI,nocold,lab_fine_2015,lportner_fine
U165,2015-10-09T00:00:00Z,None,Present,13,NA,109,"From JS thawed fish, Dylan double checked for lice",NA,KI,nocold,lab_fine_2015,lportner_fine
U166,2015-10-09T00:00:00Z,None,Present,14.1,NA,115,"From JS thawed fish, Dylan double checked for lice",NA,KI,nocold,lab_fine_2015,lportner_fine
U184,2015-10-13T00:00:00Z,None,Present,13.8,NA,106,From JS thawed fish,NA,CK,nocold,lab_fine_2015,lportner_fine
U185,2015-10-13T00:00:00Z,None,Present,10.8,NA,93,From JS thawed fish,NA,CK,nocold,lab_fine_2015,lportner_fine
U186,2015-10-13T00:00:00Z,None,Present,13,NA,103,From JS thawed fish,NA,CK,nocold,lab_fine_2015,lportner_fine
U187,2015-10-13T00:00:00Z,None,Present,12.6,NA,108,From JS thawed fish,NA,CK,nocold,lab_fine_2015,lportner_fine
U188,2015-10-13T00:00:00Z,None,Present,10.6,NA,102,From JS thawed fish,NA,CK,nocold,lab_fine_2015,lportner_fine
U189,2015-10-13T00:00:00Z,None,Present,13.4,NA,108,From JS thawed fish,NA,CK,nocold,lab_fine_2015,lportner_fine
U175,2015-10-13T00:00:00Z,None,Present,11.7,NA,107,From JS thawed fish,NA,DS,nocold,lab_fine_2015,lportner_fine
U176,2015-10-13T00:00:00Z,None,Present,9.3,NA,96,"From JS thawed fish. Cracked otolith, only 1 retained",Lots of scales missing,DS,nocold,lab_fine_2015,lportner_fine
U177,2015-10-13T00:00:00Z,None,Present,14,NA,111,From JS thawed fish,NA,DS,nocold,lab_fine_2015,lportner_fine
U178,2015-10-13T00:00:00Z,None,Present,12.8,NA,106,From JS thawed fish,NA,DS,nocold,lab_fine_2015,lportner_fine
U179,2015-10-13T00:00:00Z,None,Present,11.2,NA,102,From JS thawed fish,NA,DS,nocold,lab_fine_2015,lportner_fine
U167,2015-10-13T00:00:00Z,None,Present,13.5,NA,103,"From JS thawed fish. Cal a not retained, 1 cal b cal retained from u168 by mistake",NA,KI,nocold,lab_fine_2015,lportner_fine
U168,2015-10-13T00:00:00Z,None,Present,10.5,NA,110,From JS thawed fish. 1 cal b cal not retained,1 cal b cal not retained,KI,nocold,lab_fine_2015,lportner_fine
U169,2015-10-13T00:00:00Z,None,Present,11.9,NA,104,From JS thawed fish,NA,KI,nocold,lab_fine_2015,lportner_fine
U170,2015-10-13T00:00:00Z,None,Present,10.6,NA,103,From JS thawed fish,1 otolith,KI,nocold,lab_fine_2015,lportner_fine
U191,2015-10-13T00:00:00Z,None,Present,17.7,NA,120,From JS thawed fish,1 otolith,KI,nocold,lab_fine_2015,lportner_fine
U126,2015-10-13T00:00:00Z,None,Present,11.6,NA,104,From JS thawed fish,NA,LP,nocold,lab_fine_2015,lportner_fine
U180,2015-10-14T00:00:00Z,None,Present,11.8,NA,108,From JS thawed fish. 1 caligus chal a not retained,NA,DS,nocold,lab_fine_2015,lportner_fine
