survey_date,seine_id,species,ufn,louse_species,life_stage,count,origin,year,n_hosts
2015-05-19T00:00:00Z,DE111N1,SO,U272,Caligus clemensi,attached,4,sealice_lab_fs,2015,385
2015-05-19T00:00:00Z,DE111N1,SO,U272,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-19T00:00:00Z,DE111N1,SO,U273,Caligus clemensi,attached,4,sealice_lab_fs,2015,385
2015-05-19T00:00:00Z,DE111N1,SO,U273,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-19T00:00:00Z,DE111N1,SO,U274,Caligus clemensi,attached,5,sealice_lab_fs,2015,385
2015-05-19T00:00:00Z,DE111N1,SO,U274,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-19T00:00:00Z,DE111N1,SO,U281,Caligus clemensi,attached,4,sealice_lab_fs,2015,385
2015-05-19T00:00:00Z,DE111N1,SO,U281,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-19T00:00:00Z,DE111N1,SO,U284,Caligus clemensi,attached,8,sealice_lab_fs,2015,385
2015-05-19T00:00:00Z,DE111N1,SO,U284,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-19T00:00:00Z,DE111N1,SO,U285,Caligus clemensi,attached,6,sealice_lab_fs,2015,385
2015-05-19T00:00:00Z,DE111N1,SO,U285,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-19T00:00:00Z,DE111N1,SO,U286,Caligus clemensi,attached,2,sealice_lab_fs,2015,385
2015-05-19T00:00:00Z,DE111N1,SO,U286,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-20T00:00:00Z,DE112N1,SO,U347,Caligus clemensi,attached,8,sealice_lab_fs,2015,385
2015-05-20T00:00:00Z,DE112N1,SO,U347,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-20T00:00:00Z,DE112N1,SO,U348,Caligus clemensi,attached,12,sealice_lab_fs,2015,385
2015-05-20T00:00:00Z,DE112N1,SO,U348,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-20T00:00:00Z,DE112N1,SO,U349,Caligus clemensi,attached,15,sealice_lab_fs,2015,385
2015-05-20T00:00:00Z,DE112N1,SO,U349,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-20T00:00:00Z,DE112N1,SO,U350,Caligus clemensi,attached,12,sealice_lab_fs,2015,385
2015-05-20T00:00:00Z,DE112N1,SO,U350,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-20T00:00:00Z,DE112N1,SO,U355,Caligus clemensi,attached,5,sealice_lab_fs,2015,385
2015-05-20T00:00:00Z,DE112N1,SO,U355,Lepeophtheirus salmonis,attached,1,sealice_lab_fs,2015,385
2015-05-20T00:00:00Z,DE112N1,SO,U356,Caligus clemensi,attached,9,sealice_lab_fs,2015,385
2015-05-20T00:00:00Z,DE112N1,SO,U356,Lepeophtheirus salmonis,attached,2,sealice_lab_fs,2015,385
2015-05-20T00:00:00Z,DE112N1,SO,U357,Caligus clemensi,attached,13,sealice_lab_fs,2015,385
2015-05-20T00:00:00Z,DE112N1,SO,U357,Lepeophtheirus salmonis,attached,1,sealice_lab_fs,2015,385
2015-05-20T00:00:00Z,DE112N1,SO,U361,Caligus clemensi,attached,7,sealice_lab_fs,2015,385
2015-05-20T00:00:00Z,DE112N1,SO,U361,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-20T00:00:00Z,DE112N1,SO,U362,Caligus clemensi,attached,6,sealice_lab_fs,2015,385
2015-05-20T00:00:00Z,DE112N1,SO,U362,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-20T00:00:00Z,DE112N1,SO,U363,Caligus clemensi,attached,13,sealice_lab_fs,2015,385
2015-05-20T00:00:00Z,DE112N1,SO,U363,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-21T00:00:00Z,DE115N2,PI,U1190,Caligus clemensi,attached,0,sealice_lab_fs,2015,5
2015-05-21T00:00:00Z,DE115N2,PI,U1190,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,5
2015-05-21T00:00:00Z,DE115N2,PI,U1386,Caligus clemensi,attached,0,sealice_lab_fs,2015,5
2015-05-21T00:00:00Z,DE115N2,PI,U1386,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,5
2015-05-21T00:00:00Z,DE115N2,PI,U1392,Caligus clemensi,attached,0,sealice_lab_fs,2015,5
2015-05-21T00:00:00Z,DE115N2,PI,U1392,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,5
2015-05-21T00:00:00Z,DE115N2,PI,U1394,Caligus clemensi,attached,0,sealice_lab_fs,2015,5
2015-05-21T00:00:00Z,DE115N2,PI,U1394,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,5
2015-05-21T00:00:00Z,DE115N2,PI,U1395,Caligus clemensi,attached,0,sealice_lab_fs,2015,5
2015-05-21T00:00:00Z,DE115N2,PI,U1395,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,5
2015-05-21T00:00:00Z,DE115N2,SO,U128,Caligus clemensi,attached,1,sealice_lab_fs,2015,385
2015-05-21T00:00:00Z,DE115N2,SO,U128,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-21T00:00:00Z,DE115N2,SO,U210,Caligus clemensi,attached,11,sealice_lab_fs,2015,385
2015-05-21T00:00:00Z,DE115N2,SO,U210,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-21T00:00:00Z,DE115N2,SO,U216,Caligus clemensi,attached,3,sealice_lab_fs,2015,385
2015-05-21T00:00:00Z,DE115N2,SO,U216,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-21T00:00:00Z,DE115N2,SO,U217,Caligus clemensi,attached,7,sealice_lab_fs,2015,385
2015-05-21T00:00:00Z,DE115N2,SO,U217,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-21T00:00:00Z,DE115N2,SO,U218,Caligus clemensi,attached,11,sealice_lab_fs,2015,385
2015-05-21T00:00:00Z,DE115N2,SO,U218,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-21T00:00:00Z,DE115N2,SO,U233,Caligus clemensi,attached,8,sealice_lab_fs,2015,385
2015-05-21T00:00:00Z,DE115N2,SO,U233,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-21T00:00:00Z,DE115N2,SO,U234,Caligus clemensi,attached,2,sealice_lab_fs,2015,385
2015-05-21T00:00:00Z,DE115N2,SO,U234,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-21T00:00:00Z,DE115N2,SO,U235,Caligus clemensi,attached,5,sealice_lab_fs,2015,385
2015-05-21T00:00:00Z,DE115N2,SO,U235,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-21T00:00:00Z,DE115N2,SO,U236,Caligus clemensi,attached,14,sealice_lab_fs,2015,385
2015-05-21T00:00:00Z,DE115N2,SO,U236,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-21T00:00:00Z,DE115N2,SO,U241,Caligus clemensi,attached,7,sealice_lab_fs,2015,385
2015-05-21T00:00:00Z,DE115N2,SO,U241,Lepeophtheirus salmonis,attached,1,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE116N1,SO,U375,Caligus clemensi,attached,4,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE116N1,SO,U375,Lepeophtheirus salmonis,attached,2,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE116N1,SO,U376,Caligus clemensi,attached,5,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE116N1,SO,U376,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE116N1,SO,U377,Caligus clemensi,attached,4,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE116N1,SO,U377,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE116N1,SO,U378,Caligus clemensi,attached,4,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE116N1,SO,U378,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE116N1,SO,U379,Caligus clemensi,attached,5,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE116N1,SO,U379,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE116N1,SO,U380,Caligus clemensi,attached,3,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE116N1,SO,U380,Lepeophtheirus salmonis,attached,1,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE116N1,SO,U390,Caligus clemensi,attached,7,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE116N1,SO,U390,Lepeophtheirus salmonis,attached,2,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE116N1,SO,U394,Caligus clemensi,attached,6,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE116N1,SO,U394,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE116N1,SO,U396,Caligus clemensi,attached,4,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE116N1,SO,U396,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE116N1,SO,U397,Caligus clemensi,attached,7,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE116N1,SO,U397,Lepeophtheirus salmonis,attached,1,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE116N1,SO,U398,Caligus clemensi,attached,9,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE116N1,SO,U398,Lepeophtheirus salmonis,attached,2,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE117N1,SO,U454,Caligus clemensi,attached,8,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE117N1,SO,U454,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE117N1,SO,U455,Caligus clemensi,attached,9,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE117N1,SO,U455,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE117N1,SO,U456,Caligus clemensi,attached,9,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE117N1,SO,U456,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE117N1,SO,U503,Caligus clemensi,attached,9,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE117N1,SO,U503,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE117N1,SO,U504,Caligus clemensi,attached,13,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE117N1,SO,U504,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE117N1,SO,U505,Caligus clemensi,attached,8,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE117N1,SO,U505,Lepeophtheirus salmonis,attached,1,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE117N1,SO,U506,Caligus clemensi,attached,8,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE117N1,SO,U506,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE117N1,SO,U513,Caligus clemensi,attached,5,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE117N1,SO,U513,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE117N1,SO,U514,Caligus clemensi,attached,3,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE117N1,SO,U514,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE117N1,SO,U515,Caligus clemensi,attached,8,sealice_lab_fs,2015,385
2015-05-23T00:00:00Z,DE117N1,SO,U515,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-24T00:00:00Z,DE121N1,SO,U299,Caligus clemensi,attached,6,sealice_lab_fs,2015,385
2015-05-24T00:00:00Z,DE121N1,SO,U299,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-24T00:00:00Z,DE121N1,SO,U300,Caligus clemensi,attached,4,sealice_lab_fs,2015,385
2015-05-24T00:00:00Z,DE121N1,SO,U300,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-24T00:00:00Z,DE121N1,SO,U307,Caligus clemensi,attached,0,sealice_lab_fs,2015,385
2015-05-24T00:00:00Z,DE121N1,SO,U307,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-24T00:00:00Z,DE121N1,SO,U308,Caligus clemensi,attached,7,sealice_lab_fs,2015,385
2015-05-24T00:00:00Z,DE121N1,SO,U308,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-24T00:00:00Z,DE121N1,SO,U317,Caligus clemensi,attached,12,sealice_lab_fs,2015,385
2015-05-24T00:00:00Z,DE121N1,SO,U317,Lepeophtheirus salmonis,attached,1,sealice_lab_fs,2015,385
2015-05-24T00:00:00Z,DE121N1,SO,U318,Caligus clemensi,attached,7,sealice_lab_fs,2015,385
2015-05-24T00:00:00Z,DE121N1,SO,U318,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-24T00:00:00Z,DE121N1,SO,U319,Caligus clemensi,attached,8,sealice_lab_fs,2015,385
2015-05-24T00:00:00Z,DE121N1,SO,U319,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-24T00:00:00Z,DE121N1,SO,U331,Caligus clemensi,attached,9,sealice_lab_fs,2015,385
2015-05-24T00:00:00Z,DE121N1,SO,U331,Lepeophtheirus salmonis,attached,2,sealice_lab_fs,2015,385
2015-05-24T00:00:00Z,DE121N1,SO,U332,Caligus clemensi,attached,4,sealice_lab_fs,2015,385
2015-05-24T00:00:00Z,DE121N1,SO,U332,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-24T00:00:00Z,DE121N1,SO,U333,Caligus clemensi,attached,7,sealice_lab_fs,2015,385
2015-05-24T00:00:00Z,DE121N1,SO,U333,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-25T00:00:00Z,DE124N1,SO,U1296,Caligus clemensi,attached,8,sealice_lab_fs,2015,385
2015-05-25T00:00:00Z,DE124N1,SO,U1296,Lepeophtheirus salmonis,attached,1,sealice_lab_fs,2015,385
2015-05-25T00:00:00Z,DE124N1,SO,U482,Caligus clemensi,attached,4,sealice_lab_fs,2015,385
2015-05-25T00:00:00Z,DE124N1,SO,U482,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-25T00:00:00Z,DE124N1,SO,U483,Caligus clemensi,attached,10,sealice_lab_fs,2015,385
2015-05-25T00:00:00Z,DE124N1,SO,U483,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-25T00:00:00Z,DE124N1,SO,U484,Caligus clemensi,attached,2,sealice_lab_fs,2015,385
2015-05-25T00:00:00Z,DE124N1,SO,U484,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-25T00:00:00Z,DE124N1,SO,U485,Caligus clemensi,attached,0,sealice_lab_fs,2015,385
2015-05-25T00:00:00Z,DE124N1,SO,U485,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-25T00:00:00Z,DE124N1,SO,U486,Caligus clemensi,attached,1,sealice_lab_fs,2015,385
2015-05-25T00:00:00Z,DE124N1,SO,U486,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-25T00:00:00Z,DE124N1,SO,U493,Caligus clemensi,attached,0,sealice_lab_fs,2015,385
2015-05-25T00:00:00Z,DE124N1,SO,U493,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-25T00:00:00Z,DE124N1,SO,U494,Caligus clemensi,attached,10,sealice_lab_fs,2015,385
2015-05-25T00:00:00Z,DE124N1,SO,U494,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-25T00:00:00Z,DE124N1,SO,U495,Caligus clemensi,attached,7,sealice_lab_fs,2015,385
2015-05-25T00:00:00Z,DE124N1,SO,U495,Lepeophtheirus salmonis,attached,2,sealice_lab_fs,2015,385
2015-05-25T00:00:00Z,DE124N1,SO,U496,Caligus clemensi,attached,1,sealice_lab_fs,2015,385
2015-05-25T00:00:00Z,DE124N1,SO,U496,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-25T00:00:00Z,DE124N1,SO,U497,Caligus clemensi,attached,1,sealice_lab_fs,2015,385
2015-05-25T00:00:00Z,DE124N1,SO,U497,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE128N4,SO,U400,Caligus clemensi,attached,9,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE128N4,SO,U400,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE128N4,SO,U412,Caligus clemensi,attached,12,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE128N4,SO,U412,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE128N4,SO,U413,Caligus clemensi,attached,10,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE128N4,SO,U413,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE128N4,SO,U414,Caligus clemensi,attached,7,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE128N4,SO,U414,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE128N4,SO,U415,Caligus clemensi,attached,3,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE128N4,SO,U415,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE128N4,SO,U416,Caligus clemensi,attached,5,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE128N4,SO,U416,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE128N4,SO,U421,Caligus clemensi,attached,9,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE128N4,SO,U421,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE128N4,SO,U422,Caligus clemensi,attached,11,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE128N4,SO,U422,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE128N4,SO,U423,Caligus clemensi,attached,4,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE128N4,SO,U423,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE128N4,SO,U424,Caligus clemensi,attached,3,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE128N4,SO,U424,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE130N1,SO,U309,Caligus clemensi,attached,7,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE130N1,SO,U309,Lepeophtheirus salmonis,attached,1,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE130N1,SO,U310,Caligus clemensi,attached,6,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE130N1,SO,U310,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE130N1,SO,U320,Caligus clemensi,attached,9,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE130N1,SO,U320,Lepeophtheirus salmonis,attached,1,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE130N1,SO,U334,Caligus clemensi,attached,11,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE130N1,SO,U334,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE130N1,SO,U335,Caligus clemensi,attached,8,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE130N1,SO,U335,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE130N1,SO,U336,Caligus clemensi,attached,12,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE130N1,SO,U336,Lepeophtheirus salmonis,attached,1,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE130N1,SO,U341,Caligus clemensi,attached,13,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE130N1,SO,U341,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE130N1,SO,U342,Caligus clemensi,attached,7,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE130N1,SO,U342,Lepeophtheirus salmonis,attached,1,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE130N1,SO,U343,Caligus clemensi,attached,8,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE130N1,SO,U343,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE130N1,SO,U351,Caligus clemensi,attached,4,sealice_lab_fs,2015,385
2015-05-26T00:00:00Z,DE130N1,SO,U351,Lepeophtheirus salmonis,attached,1,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE137N1,SO,U403,Caligus clemensi,attached,3,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE137N1,SO,U403,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE137N1,SO,U404,Caligus clemensi,attached,11,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE137N1,SO,U404,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE137N1,SO,U405,Caligus clemensi,attached,4,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE137N1,SO,U405,Lepeophtheirus salmonis,attached,1,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE137N1,SO,U406,Caligus clemensi,attached,9,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE137N1,SO,U406,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE137N1,SO,U407,Caligus clemensi,attached,7,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE137N1,SO,U407,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE137N1,SO,U461,Caligus clemensi,attached,5,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE137N1,SO,U461,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE137N1,SO,U462,Caligus clemensi,attached,8,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE137N1,SO,U462,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE137N1,SO,U463,Caligus clemensi,attached,2,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE137N1,SO,U463,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE137N1,SO,U464,Caligus clemensi,attached,3,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE137N1,SO,U464,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE137N1,SO,U465,Caligus clemensi,attached,5,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE137N1,SO,U465,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE139N1,SO,U327,Caligus clemensi,attached,1,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE139N1,SO,U327,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE139N1,SO,U436,Caligus clemensi,attached,8,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE139N1,SO,U436,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE139N1,SO,U437,Caligus clemensi,attached,8,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE139N1,SO,U437,Lepeophtheirus salmonis,attached,0,sealice_lab_fs,2015,385
2015-05-28T00:00:00Z,DE139N1,SO,U438,Caligus clemensi,attached,9,sealice_lab_fs,2015,385
