seine_id,bm_species,scientificName,bm_status,bm_ageclass,occurrenceID
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-29
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-30
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-31
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-32
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-33
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-34
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-35
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-36
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-37
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-38
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-39
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-40
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-41
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-42
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-43
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-44
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-45
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-46
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-47
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-48
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-49
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-50
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-51
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-52
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-53
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-54
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-55
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-56
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-57
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-58
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-59
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-60
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-61
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-62
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-63
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-64
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-65
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-66
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-67
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-68
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-69
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-70
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-71
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-72
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-73
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-74
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-75
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-76
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-77
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-78
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-79
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-80
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-81
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-82
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-83
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-84
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-85
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-86
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-87
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-88
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-89
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-90
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-91
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-92
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-93
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-94
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-95
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-96
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-97
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-98
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-99
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-100
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-101
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-102
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-103
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-104
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-105
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-106
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-107
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-108
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-109
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-110
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-111
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-112
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-113
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-114
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-115
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-116
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-117
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-118
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-119
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-120
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-121
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-122
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-123
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-124
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-125
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-126
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-127
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-128
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-129
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-130
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-131
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-132
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-133
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-134
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-135
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-136
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-137
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-138
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-139
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-140
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-141
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-142
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-143
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-144
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-145
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-146
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-147
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-148
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-149
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-150
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-151
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-152
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-153
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-154
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-155
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-156
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-157
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-158
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-159
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-160
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-161
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-162
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-163
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-164
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-165
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-166
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-167
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-168
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-169
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-170
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-171
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-172
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-173
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-174
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-175
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-176
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-177
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-178
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-179
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-180
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-181
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-182
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-183
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-184
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-185
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-186
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-187
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-188
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-189
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-190
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-191
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-192
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-193
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-194
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-195
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-196
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-197
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-198
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-199
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-200
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-201
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-202
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-203
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-204
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-205
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-206
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-207
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-208
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-209
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-210
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-211
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-212
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-213
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-214
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-215
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-216
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-217
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-218
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-219
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-220
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-221
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-222
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-223
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-224
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-225
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-226
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-227
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-228
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-229
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-230
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-231
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-232
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-233
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-234
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-235
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-236
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-237
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-238
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-239
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-240
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-241
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-242
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-243
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-244
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-245
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-246
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-247
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-248
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-249
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-250
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-251
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-252
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-253
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-254
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-255
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-256
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-257
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-258
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-259
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-260
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-261
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-262
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-263
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-264
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-265
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-266
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-267
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-268
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-269
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-270
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-271
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-272
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-273
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-274
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-275
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-276
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-277
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-278
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-279
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-280
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-281
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-282
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-283
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-284
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-285
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-286
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-287
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-288
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-289
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-290
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-291
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-292
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-293
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-294
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-295
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-296
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-297
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-298
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-299
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-300
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-301
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-302
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-303
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-304
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-305
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-306
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-307
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-308
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-309
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-310
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-311
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-312
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-313
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-314
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-315
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-316
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-317
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-318
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-319
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-320
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-321
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-322
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-323
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-324
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-325
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-326
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-327
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-328
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-329
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-330
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-331
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-332
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-333
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-334
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-335
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-336
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-337
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-338
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-339
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-340
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-341
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-342
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-343
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-344
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-345
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-346
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-347
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-348
DE158N2,Threespine stickleback,Gasterosteus aculeatus,B,NA,bycatch-349
